lacode,round,positive,tested,utm_x,utm_y,elog_comprate,comp_prev,elogit,prev
E07000236,round 1,1,353,404.792013424,266.51198210999996,-0.8659565994002547,0.2959268495428096,-5.459585514144159,0.0028328611898017
E07000237,round 1,0,381,385.557351083,255.352408924,-0.7804280339585464,0.3140764849471115,-6.637258031284457,0
E07000238,round 1,0,367,396.976855338,251.258722063,-0.45465892212745934,0.3881373569198751,-6.5998704992128365,0
E07000239,round 1,0,380,382.101959453,275.420175616,-0.6278260847117687,0.3478655767484105,-6.634633357861686,0
E07000240,round 1,2,454,515.214634224,208.80724342899998,-0.3484982835014869,0.4136690647482014,-5.198497031265826,0.004405286343612335
E07000241,round 1,1,437,524.011083889,210.335613166,-0.7016627017876023,0.3313161875945537,-5.673323267171493,0.002288329519450801
E07000242,round 1,1,429,539.531961293,217.69133751400003,-0.41886243767998566,0.39669421487603307,-5.65482562992967,0.002331002331002331
E07000243,round 1,0,403,525.079683627,224.582710651,-0.8172708782690158,0.3061986557132188,-6.693323668269949,0
E07000244,round 1,0,358,639.183311399,268.720841109,-0.5326545942074028,0.36976506639427986,-6.57507584059962,0
E07000245,round 1,0,388,576.662460237,264.215413901,-0.5446501506524892,0.36698113207547167,-6.655440350367647,0
E07000246,round 1,0,369,315.93244971999997,128.64796715399999,-0.5447002571789751,0.3669634025717112,-6.6052979209482015,0
E08000001,round 1,0,414,370.609920438,408.835128775,-0.9824785524334979,0.27225130890052357,-6.720220155135295,0
E08000002,round 1,0,419,379.956001302,408.89546264899997,-0.8329606972407964,0.30287769784172663,-6.732210706467206,0
E08000003,round 1,1,308,384.98394066199995,395.51257001600004,-1.6639626949111694,0.1590559261159569,-5.3230099791384085,0.003246753246753247
E08000004,round 1,0,419,392.91256890100004,405.18251075,-1.0354077811469773,0.2618900555898703,-6.732210706467206,0
E08000005,round 1,1,380,388.74141784299997,411.499332719,-1.0916708291257688,0.2511415525114155,-5.53338948872752,0.002631578947368421
E08000006,round 1,1,399,377.40001299700003,400.067273038,-1.1961354811345755,0.23200921128382268,-5.582242390122105,0.002506265664160401
E08000007,round 1,1,467,389.91870635699996,389.04147719499997,-0.531440573411335,0.3700787401574803,-5.739792912179234,0.0021413276231263384
E08000008,round 1,1,419,394.328427697,397.604902305,-0.9927683733831953,0.2702182284980745,-5.631211781821365,0.002386634844868735
E08000009,round 1,0,433,377.815275563,391.843539864,-0.6868271365413575,0.33461243284727554,-6.7650389767805414,0
E08000010,round 1,0,440,360.89952889299997,403.24044725600004,-0.7483977638995607,0.3210412147505423,-6.78105762593618,0
E08000011,round 1,1,401,343.67057540999997,392.85125195300003,-1.2021260817327712,0.23094425483503983,-5.58724865840025,0.0024937655860349127
E08000012,round 1,2,335,338.624070738,390.67190469599996,-1.4631599414187548,0.18781163434903048,-4.893352133481524,0.005970149253731343
E08000013,round 1,0,387,352.419886277,395.40685662199996,-0.9349065952349184,0.28177196804647786,-6.652863029353347,0
E08000014,round 1,0,415,334.063557227,405.430717033,-0.7220662805319937,0.3268025078369906,-6.7226297948554485,0
E08000015,round 1,1,403,329.50338997800003,387.47512192399995,-0.8006526334580885,0.3097412480974125,-5.592229988750454,0.0024813895781637717
E08000016,round 1,0,384,436.22366941700005,405.89147416699996,-0.8044744158734575,0.3089171974522293,-6.645090969505644,0
E08000017,round 1,2,344,458.508906805,404.225114688,-1.0048881520194197,0.2678018575851393,-4.919980925828125,0.005813953488372093
E08000018,round 1,0,368,445.70193303499997,392.26202738300003,-0.8495901250012392,0.29935794542536115,-6.602587892189336,0
E08000019,round 1,0,358,435.559602053,387.43262723,-0.9964827935917299,0.2694610778443114,-6.57507584059962,0
E08000021,round 1,1,369,423.44126631,566.301880445,-1.1494781412880921,0.24041585445094216,-5.503975603521227,0.0027100271002710027
E08000022,round 1,1,436,431.71515919899997,569.9166006,-0.4938058937068419,0.3788927335640138,-5.671029688184393,0.0022935779816513763
E08000023,round 1,1,408,435.560355042,564.16745354,-0.8110645616185594,0.3075204765450484,-5.604575824572753,0.0024509803921568627
E08000024,round 1,0,426,435.82817926900003,555.2853506490001,-0.7365954811028715,0.3236173393124066,-6.748759547491679,0
E08000025,round 1,0,302,408.079722576,286.65031248099996,-1.5804980434112754,0.17054263565891473,-6.405228458030842,0
E08000026,round 1,0,359,433.551836025,279.671768656,-1.2919836816486492,0.21534800713860797,-6.577861357721047,0
E08000027,round 1,0,363,392.534897266,287.57883846699997,-0.876711745593497,0.2936951316839585,-6.588926477533519,0
E08000028,round 1,1,290,399.479488659,290.54275283299995,-1.5478909099522935,0.17519566526189043,-5.262690188904886,0.0034482758620689655
E08000029,round 1,0,365,415.560600089,281.647516309,-0.7985759067153936,0.3101694915254237,-6.594413459749778,0
E08000030,round 1,2,357,401.322381575,299.914315832,-1.1022736199893435,0.2491420727522306,-4.95723451736914,0.0056022408963585435
E08000031,round 1,2,332,391.993894402,298.98761040399995,-1.356236933835914,0.20467117393976644,-4.884315927417586,0.006024096385542169
E08000032,round 1,2,314,413.348993246,435.731118148,-1.3212274383848202,0.21042084168336672,-4.8283137373023015,0.006369426751592357
E08000033,round 1,0,412,407.324997822,424.509313885,-0.7527195768224554,0.3200916730328495,-6.715383386334681,0
E08000034,round 1,1,374,417.944788304,418.446319357,-0.8607585235267494,0.29702194357366773,-5.517452896464707,0.00267379679144385
E08000035,round 1,0,407,429.663771656,434.957332915,-0.9286680285827101,0.28304498269896194,-6.703188113240863,0
E08000036,round 1,0,403,438.393850127,420.01002235699997,-0.7588707397765246,0.31875,-6.693323668269949,0
E08000037,round 1,0,406,423.477452484,560.846109557,-0.7744071738372335,0.3153846153846154,-6.70073110954781,0
E09000002,round 1,0,265,547.602652097,185.27371705599998,-1.8178947000406012,0.13949843260188088,-6.274762021241939,0
E09000003,round 1,3,351,524.405872526,191.472989968,-1.2174855822005755,0.2282051282051282,-4.600875261705211,0.008547008547008548
E09000004,round 1,1,393,548.3392765799999,175.80118346999998,-0.8810368559580938,0.29280948851000743,-5.567071429114299,0.002544529262086514
E09000005,round 1,1,230,520.712829803,185.53087195,-2.0052089563460322,0.11846153846153847,-5.030437921392435,0.004347826086956522
E09000006,round 1,0,438,541.347088422,167.796501455,-0.635455682146834,0.34615384615384615,-6.776506992372183,0
E09000007,round 1,1,324,527.995975098,184.25407147500002,-1.6039096428264148,0.1672652642380708,-5.373734005832791,0.0030864197530864196
E09000008,round 1,0,304,533.145953383,165.297725723,-1.4723228704294413,0.18639951426836673,-6.411818267709897,0
E09000009,round 1,1,277,515.99540929,181.406493616,-1.6583132591070977,0.15979381443298968,-5.216745712854225,0.0036101083032490976
E09000010,round 1,0,276,533.131666537,195.218249881,-1.5160865971151085,0.1798330122029544,-6.315358001522335,0
E09000011,round 1,2,351,542.969543071,177.25939708200002,-1.3696302633987187,0.2025099828864803,-4.94021282979971,0.005698005698005698
E09000012,round 1,0,270,534.115675404,185.44679857000003,-1.8089156462277798,0.14058491534120063,-6.293419278846481,0
E09000013,round 1,0,317,523.805619116,178.449407199,-1.6230309545999422,0.1646153846153846,-6.453624998892692,0
E09000014,round 1,2,312,531.5598296159999,189.624966706,-1.6493310178007399,0.16102564102564101,-4.821893169499378,0.00641025641025641
E09000015,round 1,0,319,515.2003665020001,189.32166196100002,-1.3509662180821207,0.20552344251766216,-6.459904454377535,0
E09000016,round 1,1,385,552.9573070499999,188.217760889,-0.8079226951523735,0.30818109610802225,-5.546478680837534,0.0025974025974025974
E09000017,round 1,1,354,508.700144194,183.668934516,-1.2557638710174783,0.22153080273802117,-5.462418377228463,0.002824858757062147
E09000018,round 1,0,286,514.082879423,175.812303248,-1.6311557663627898,0.16348314606741574,-6.35088571671474,0
E09000019,round 1,1,362,531.1429936760001,185.030248421,-1.4573204423889399,0.18871794871794872,-5.484796933490655,0.0027624309392265192
E09000020,round 1,0,243,525.532078494,179.54043351,-1.933665098095213,0.12615384615384614,-6.18826412308259,0
E09000021,round 1,0,424,519.357386695,167.715618891,-0.9127675338668381,0.2862903225806452,-6.744059186311348,0
E09000022,round 1,1,330,530.7784886229999,174.57865151,-1.5717778288528166,0.1717948717948718,-5.392111245834397,0.0030303030303030303
E09000023,round 1,0,394,537.4838643820001,174.247522356,-1.334605757727324,0.2082463465553236,-6.670766320845875,0
E09000024,round 1,0,286,525.990238496,169.372874845,-1.5968810679898087,0.16822429906542055,-6.35088571671474,0
E09000025,round 1,2,222,541.2352685069999,183.534653652,-2.0450191415882015,0.11435897435897435,-4.4796069630127455,0.009009009009009009
E09000026,round 1,1,310,543.66234974,188.699801063,-1.4520493519150508,0.18949909474954738,-5.329492984016486,0.0032258064516129032
E09000027,round 1,0,482,516.926053956,173.53706459900002,-0.5760704729902042,0.3597335307179867,-6.872128101338986,0
E09000028,round 1,0,266,533.706559884,177.387419608,-1.8395106722650678,0.13692307692307693,-6.278521424165844,0
E09000029,round 1,0,393,526.588428885,164.594744618,-0.8671742911447992,0.29569093610698366,-6.668228248417403,0
E09000030,round 1,1,298,536.196346395,181.596039833,-1.6955397850408895,0.15487179487179487,-5.28994911687752,0.003355704697986577
E09000031,round 1,1,335,537.9002894500001,189.457957027,-1.4544498560093804,0.18914381645215445,-5.407171771460119,0.0029850746268656717
E09000032,round 1,0,420,526.45614758,174.00799525,-1.2912516841779555,0.21549512570548998,-6.734591659972948,0
E09000033,round 1,1,271,527.31571489,181.20292586600002,-1.8119682703722233,0.14021571648690292,-5.194806990178372,0.0036900369003690036
E06000001,round 2,0,470,449.883104909,532.1342919260001,-1.1393075592141313,0.24231557377049182,-6.846943139585379,0
E06000002,round 2,0,418,450.229253905,517.3971694,-1.5513804978074879,0.1747532894736842,-6.729824070489475,0
E06000003,round 2,0,481,460.827180468,520.003597134,-1.0483399234146664,0.25941644562334215,-6.870053411798126,0
E06000004,round 2,0,488,443.965418604,519.150730616,-0.9761131649895619,0.2735376044568245,-6.884486652042782,0
E06000005,round 2,0,509,429.17640998400003,515.229579318,-0.9256250219543752,0.28369565217391307,-6.926577033222725,0
E06000006,round 2,0,427,352.02280249700004,384.020815642,-1.273150203192661,0.21857647652700657,-6.75110146893676,0
E06000007,round 2,1,455,361.748872539,389.199703128,-0.9951237987297537,0.26976744186046514,-5.713732805509369,0.002197802197802198
E06000008,round 2,1,470,368.498427743,426.313288627,-1.5753535086304251,0.17133503092033467,-5.746203190540153,0.002127659574468085
E06000009,round 2,0,474,331.96950422599997,436.33839933599995,-1.250243142067567,0.22253000923361035,-6.855408798609928,0
E06000010,round 2,1,444,509.448558162,431.094060695,-1.3675289315971426,0.20288548241659152,-5.68923269364147,0.0022522522522522522
E06000011,round 2,0,531,501.274923404,439.897077021,-0.7120722780460694,0.32903621853898096,-6.968850378341948,0
E06000012,round 2,0,459,526.495425533,408.396545408,-1.1960496066384783,0.23204419889502761,-6.823286122355687,0
E06000013,round 2,1,502,491.52266027300004,410.696122841,-0.9767888434747213,0.27340823970037453,-5.812138499293826,0.00199203187250996
E06000014,round 2,0,534,460.17540025399995,452.420488448,-0.8358463371094573,0.3022994952327538,-6.974478911025045,0
E06000015,round 2,0,494,435.628501765,335.059448351,-1.2196285062479602,0.22787712058688675,-6.8966943316227125,0
E06000016,round 2,1,472,459.36390163199997,304.488655564,-1.8264510143615436,0.13855597778427362,-5.750453993965348,0.00211864406779661
E06000017,round 2,0,575,489.78130790800003,307.552259805,-0.5296617971096851,0.37051282051282053,-7.048386408721883,0
E06000018,round 2,0,480,455.596489149,341.137139113,-1.7443872878937012,0.14864864864864866,-6.8679744089702925,0
E06000019,round 2,1,512,352.547566369,242.092230018,-0.7796350711180663,0.3142857142857143,-5.831882477283517,0.001953125
E06000020,round 2,0,522,368.849526381,310.793092133,-1.0099592298823705,0.26686960933536275,-6.951772164398911,0
E06000021,round 2,1,460,389.233738985,346.652941017,-1.2996734947278235,0.21408839779005526,-5.724673833687578,0.002173913043478261
E06000022,round 2,1,519,370.672566592,162.63500660399998,-0.7716633368520891,0.3160095579450418,-5.8454749195614175,0.0019267822736030828
E06000023,round 2,1,519,359.350894067,173.612286587,-1.132291804912368,0.24361948955916474,-5.8454749195614175,0.0019267822736030828
E06000024,round 2,0,565,340.796271182,166.23236550000001,-0.6642498597542359,0.3396901072705602,-7.030857476116121,0
E06000025,round 2,0,499,365.657242755,179.20756180299998,-0.7909819311758651,0.31184128952262863,-6.906754778648554,0
E06000026,round 2,1,500,248.90878986700002,56.6491178065,-1.1097819185918034,0.24778761061946902,-5.808142489980444,0.002
E06000027,round 2,0,507,290.19333749000003,62.173076368800004,-1.0061866171756855,0.2676056338028169,-6.922643891475888,0
E06000030,round 2,0,539,415.26032457499997,185.86284987899998,-0.8750881474349386,0.2940860215053763,-6.983789965258135,0
E06000031,round 2,0,495,517.909885034,299.931339949,-1.3427372403839692,0.20693928128872366,-6.898714534329988,0
E06000032,round 2,1,451,507.92241863,223.059116985,-1.7321497575537588,0.15019762845849802,-5.704892968940229,0.0022172949002217295
E06000033,round 2,2,497,587.5317084999999,186.56638543399998,-0.9819480299324479,0.27238198589256646,-5.289276621895888,0.004024144869215292
E06000034,round 2,1,427,562.842386407,180.052818307,-1.2402700934313207,0.22424557752341312,-5.650147258823569,0.00234192037470726
E06000035,round 2,0,484,576.87684367,167.356992133,-1.0400793863098594,0.2610079575596817,-6.876264611890766,0
E06000036,round 2,0,520,486.59279752199996,167.204839137,-0.7778078183751473,0.3146811070998797,-6.947937068614969,0
E06000037,round 2,0,549,453.145713872,169.81512697099998,-0.6186221942216982,0.35,-7.002155954403621,0
E06000038,round 2,1,497,470.91656767100005,173.248050102,-1.3054396355373428,0.21312872975277067,-5.802118375377063,0.002012072434607646
E06000039,round 2,1,479,497.56226935800004,180.320648003,-1.7470033817294905,0.14831804281345565,-5.765191102784844,0.0020876826722338203
E06000040,round 2,0,517,491.524328383,177.66727316499998,-0.736601809806231,0.32363861386138615,-6.942156705699469,0
E06000041,round 2,0,537,477.659047413,170.324423818,-0.5508524070209192,0.3655770513675784,-6.980075940561763,0
E06000042,round 2,0,506,485.556325048,238.590088966,-1.0491865364361146,0.25925925925925924,-6.920671504248683,0
E06000043,round 2,1,462,530.718178571,105.731868465,-1.082869566407515,0.2528301886792453,-5.729016945834743,0.0021645021645021645
E06000044,round 2,0,475,465.38626082999997,101.653990577,-1.2912714963584846,0.21550946798917944,-6.85751406254539,0
E06000045,round 2,0,443,442.56908501699996,113.45836199,-1.4704176661414743,0.1867494824016563,-6.787844982309579,0
E06000046,round 2,0,477,453.01651381,88.44884073339999,-1.080372568697103,0.2533051295610788,-6.86171134048073,0
E06000047,round 2,1,510,425.66090376299996,540.554259067,-0.8897012776849156,0.29105322763306907,-5.827964744554615,0.00196078431372549
E06000049,round 2,1,500,379.14006595,366.10258835400003,-0.7539459931156797,0.3198482932996207,-5.808142489980444,0.002
E06000050,round 2,1,475,348.670090271,370.59366813,-0.7899729427326184,0.31205211726384363,-5.756796509941818,0.002105263157894737
E06000051,round 2,0,508,351.82574746,311.39807891600003,-0.7546256032649716,0.31970260223048325,-6.92461239604856,0
E06000052,round 2,0,516,190.89697001,51.987510719700005,-0.8059107151022252,0.30864928909952605,-6.940222469119639,0
E06000054,round 2,1,552,400.467564004,157.02943667600002,-0.5232813008129105,0.372,-5.907176730585393,0.0018115942028985507
E06000055,round 2,0,538,504.57594159,250.60219023599998,-0.9704845335742917,0.2746693794506612,-6.981934677156389,0
E06000056,round 2,0,490,505.805206036,232.495307183,-0.6743791937180862,0.33740665308893414,-6.888572459565363,0
E06000057,round 2,0,531,417.299477515,586.889456042,-0.6738932399170114,0.33752357008170963,-6.968850378341948,0
E06000058,round 2,1,494,408.07833282200005,93.244270049,-1.039508864931988,0.261119832548404,-5.796057750765372,0.0020242914979757085
E06000059,round 2,0,571,380.733147633,97.1587480849,-0.6434614189562797,0.3443708609271523,-7.04141166379481,0
E07000004,round 2,0,525,479.972516909,217.82836068499998,-0.7751491791617752,0.31525625744934443,-6.957497370876951,0
E07000005,round 2,0,520,495.73654237799997,198.02222722500002,-0.5206167017955975,0.3726182074805928,-6.947937068614969,0
E07000006,round 2,0,470,497.72544351,185.25676602099998,-0.8198119863511093,0.3056796426292278,-6.846943139585379,0
E07000007,round 2,1,528,485.826496512,193.30504515200002,-0.8633560135561785,0.29652466367713004,-5.862683757242057,0.001893939393939394
E07000008,round 2,0,481,546.098538384,258.477984532,-1.3335878694105057,0.20844099913867356,-6.870053411798126,0
E07000009,round 2,1,576,555.936159841,275.230592028,-0.6369998380360967,0.3458333333333333,-5.949774120053773,0.001736111111111111
E07000010,round 2,0,550,540.509393523,300.30601429999996,-0.9534396210819159,0.2780828756864703,-7.00397413672268,0
E07000011,round 2,0,573,523.34905739,272.983523804,-0.597011290706751,0.3549382716049383,-7.044905117129371,0
E07000012,round 2,0,561,542.190982973,256.650838629,-0.4670097810262941,0.38524590163934425,-7.023758954738443,0
E07000026,round 2,0,556,310.32709236200003,534.475127555,-0.7311513172829868,0.3248407643312102,-7.014814351275545,0
E07000027,round 2,0,480,320.660554533,470.708984372,-0.912768507161577,0.2863070539419087,-6.8679744089702925,0
E07000028,round 2,0,529,341.481741473,556.506488629,-0.7697765438395123,0.3164179104477612,-6.9650803456014065,0
E07000029,round 2,0,449,302.599982707,510.00184889800005,-0.9062080550171094,0.2876459741856177,-6.80128303447162,0
E07000030,round 2,0,530,357.27044744100004,527.31022873,-0.5962107952630776,0.3551155115511551,-6.966967138613983,0
E07000031,round 2,0,561,344.32890169700005,487.5151588,-0.5640425326587746,0.36252414681262074,-7.023758954738443,0
E07000032,round 2,1,556,439.377978514,349.104581564,-0.6290256115087078,0.347636815920398,-5.91440350097152,0.0017985611510791368
E07000033,round 2,1,486,448.332422781,367.163235904,-0.9419047166270746,0.28038990825688076,-5.779714179623215,0.00205761316872428
E07000034,round 2,0,501,438.802521704,372.265121643,-0.9081791036594281,0.28725212464589234,-6.910750787961936,0
E07000035,round 2,2,553,423.280833701,358.973754551,-0.4819704443109031,0.3817056396148556,-5.396351106819402,0.003616636528028933
E07000036,round 2,1,501,446.243752316,337.426554024,-0.7734181205749951,0.315625,-5.810142490647111,0.001996007984031936
E07000037,round 2,1,564,404.17172601,384.710188078,-0.5807007185126332,0.35868187579214195,-5.928702225371667,0.0017730496453900709
E07000038,round 2,1,544,439.437119864,371.61126214200004,-0.6733536689924998,0.3376463339494763,-5.8925645984531,0.001838235294117647
E07000039,round 2,0,488,430.121112659,323.843348259,-0.6415866851020008,0.3447792571829012,-6.884486652042782,0
E07000040,round 2,0,555,310.562751904,90.9737292498,-0.5492583013141035,0.3659491193737769,-7.01301578963963,0
E07000041,round 2,0,558,293.099264764,92.50055885469999,-0.9585101523791411,0.2770669291338583,-7.018401799069201,0
E07000042,round 2,0,513,294.12974645099996,109.057108055,-0.7470117573186609,0.32136222910216716,-6.934397209928558,0
E07000043,round 2,0,497,257.377723364,134.66272002899998,-0.8638992546072473,0.29640542133176195,-6.902742737158593,0
E07000044,round 2,0,544,270.915288103,53.462102421800004,-0.5841068079437184,0.35789473684210527,-6.9930151229329605,0
E07000045,round 2,1,514,287.412181285,74.892720426,-0.6916968539822989,0.3335483870967742,-5.835784921260449,0.0019455252918287938
E07000046,round 2,1,535,243.97827669100002,119.52019102300001,-0.6917586128755991,0.33353922174181594,-5.875866622356936,0.001869158878504673
E07000047,round 2,1,538,253.26121601100002,82.8500887391,-0.592265955706165,0.35602094240837695,-5.881463651893654,0.0018587360594795538
E07000061,round 2,0,514,561.2560161,100.904572998,-0.9651269037268784,0.27573333333333333,-6.9363427358340495,0
E07000062,round 2,0,470,580.7829005230001,110.64888511800001,-1.1146405063662073,0.246875,-6.846943139585379,0
E07000063,round 2,0,525,543.0694838339999,105.824937953,-0.6870020418647914,0.3345959595959596,-6.957497370876951,0
E07000064,round 2,1,569,576.844260723,114.52285430799999,-0.6418996119548852,0.3447242206235012,-5.937536205082426,0.0017574692442882249
E07000065,round 2,0,564,555.099050663,118.917768289,-0.6304151340839703,0.347323600973236,-7.029087564149662,0
E07000066,round 2,0,467,570.96965811,190.775726157,-1.025017545682472,0.2639198218262806,-6.840546529288687,0
E07000067,round 2,0,502,578.774545958,223.814824053,-0.674642026344942,0.3373493975903614,-6.912742820493176,0
E07000068,round 2,0,520,560.497442575,195.029963982,-0.6907611140497025,0.33375796178343947,-6.947937068614969,0
E07000069,round 2,1,473,579.134517009,186.042439576,-0.834046650074031,0.3026649746192893,-5.752572638825633,0.0021141649048625794
E07000070,round 2,1,545,572.577139859,205.46723547300002,-0.6359887667199967,0.3460575719649562,-5.8944028342648505,0.001834862385321101
E07000071,round 2,1,510,598.903621984,223.991316407,-0.9333753205659013,0.28212137780207763,-5.827964744554615,0.00196078431372549
E07000072,round 2,0,471,544.39557039,199.383334711,-0.8887650945120376,0.29123867069486403,-6.849066282633458,0
E07000073,round 2,0,483,545.572594891,209.307592573,-1.2231719313020488,0.2272515165655623,-6.874198495453294,0
E07000074,round 2,0,538,589.2304118699999,204.93244649500002,-0.5613322998773184,0.36314727639542704,-6.981934677156389,0
E07000075,round 2,1,502,584.3103621959999,191.531309402,-0.6607334727998905,0.34046822742474914,-5.812138499293826,0.00199203187250996
E07000076,round 2,0,504,617.274776405,221.094399228,-0.8425571933938835,0.30087976539589445,-6.916715020353609,0
E07000077,round 2,0,543,556.4862813679999,228.384794707,-0.4473420509792279,0.3899147727272727,-6.99117688712121,0
E07000078,round 2,1,495,394.247339807,222.138831017,-0.8282414153742276,0.3038976857490865,-5.7980820429546025,0.00202020202020202
E07000079,round 2,0,499,407.527134218,210.258833142,-0.6256131504425756,0.34840055632823363,-6.906754778648554,0
E07000080,round 2,0,470,364.30558965,212.218782793,-0.8173490980325826,0.3062015503875969,-6.846943139585379,0
E07000081,round 2,1,438,383.935720647,216.804092688,-1.1881057971653903,0.23345685547908945,-5.675611597689505,0.00228310502283105
E07000082,round 2,0,469,381.19014938199996,203.178790089,-0.800885818622739,0.30971128608923887,-6.844815479208263,0
E07000083,round 2,1,483,391.45619301799996,226.16085741999999,-0.6697025016436892,0.33845080251221216,-5.773515812670876,0.002070393374741201
E07000084,round 2,1,540,460.43942346100005,153.552323897,-0.5849466183638954,0.3577023498694517,-5.8851776765900246,0.001851851851851852
E07000085,round 2,1,516,475.08964719500005,129.72950222900002,-0.5291014037047275,0.3706343549536707,-5.83967219534885,0.001937984496124031
E07000086,round 2,0,515,446.69352090900003,116.381233263,-0.7384291287249297,0.323238566131026,-6.93828448401696,0
E07000087,round 2,0,585,455.232230334,106.202561448,-0.43293250280877515,0.39335548172757473,-7.065613363597717,0
E07000088,round 2,1,495,459.388608303,100.924730626,-0.7842709691026676,0.3132832080200501,-5.7980820429546025,0.00202020202020202
E07000089,round 2,0,518,479.634668219,155.505724148,-0.5180858772850795,0.37320916905444124,-6.9440872082295275,0
E07000090,round 2,0,477,470.60372881,107.178721753,-0.8263546865419604,0.3042929292929293,-6.86171134048073,0
E07000091,round 2,0,567,430.391410432,104.23098022699999,-0.47622873535304994,0.38306451612903225,-7.034387929915503,0
E07000092,round 2,0,512,486.458638567,153.79490105099998,-0.9207082940375011,0.28469555677454744,-6.932447891572509,0
E07000093,round 2,2,516,435.92902167,134.62892792899999,-0.6373440100241566,0.34574468085106386,-5.326904823399949,0.003875968992248062
E07000094,round 2,0,617,451.919651519,124.88549307900001,-0.4877876159003482,0.3803418803418803,-7.118826249062078,0
E07000095,round 2,0,482,535.850554024,204.74919651599998,-1.0556479342892093,0.25801282051282054,-6.872128101338986,0
E07000096,round 2,0,466,503.233071548,207.952440137,-0.8292600738734285,0.3036750483558994,-6.838405200847344,0
E07000098,round 2,1,459,518.86827969,197.956534167,-0.9919352747051268,0.2703962703962704,-5.7224951835883555,0.002178649237472767
E07000099,round 2,0,534,523.41500625,231.39368985200002,-0.6016686883834071,0.35386631716906947,-6.974478911025045,0
E07000102,round 2,0,514,507.929111481,196.09819724000002,-0.7391159464978474,0.3230865746549561,-6.9363427358340495,0
E07000103,round 2,0,505,510.674250524,197.79112523999999,-1.2565336593676169,0.2214502822405558,-6.918695219020472,0
E07000105,round 2,0,556,598.857126792,141.17228661800002,-0.7249650748860952,0.32620011567379986,-7.014814351275545,0
E07000106,round 2,1,497,615.240352136,162.087963227,-1.0401121017365016,0.2610046607975142,-5.802118375377063,0.002012072434607646
E07000107,round 2,0,469,555.799178667,173.367127663,-1.092988372263461,0.2509244585314316,-6.844815479208263,0
E07000108,round 2,0,486,631.9645472010001,148.34929238,-0.8777643639200077,0.2935174069627851,-6.880384082186005,0
E07000109,round 2,0,470,565.066952831,171.892247871,-1.161259031949337,0.2383084577114428,-6.846943139585379,0
E07000110,round 2,0,501,577.230403223,153.662437913,-0.7255563047964404,0.32605905006418484,-6.910750787961936,0
E07000111,round 2,0,517,552.383283775,159.370051606,-0.6124302843657008,0.3514056224899598,-6.942156705699469,0
E07000112,round 2,1,530,617.2393633700001,134.595269151,-0.8018972938726211,0.3095100864553314,-5.8664680569332965,0.0018867924528301887
E07000113,round 2,0,494,593.886210246,166.015649868,-0.8967592542542571,0.28959537572254335,-6.8966943316227125,0
E07000114,round 2,1,472,636.038614543,168.108033707,-0.95984253938199815,0.27678054429646787,-5.750453993965348,0.00211864406779661
E07000115,round 2,0,521,565.237930571,154.311397298,-0.580232332470338,0.3587837837837838,-6.949856455000773,0
E07000116,round 2,1,509,563.0522710600001,139.706009203,-0.6302084038044973,0.3473613894455578,-5.82600010738045,0.0019646365422396855
E07000117,round 2,0,454,383.51021091399997,433.043940957,-1.290300887814433,0.21566776781500707,-6.812345094177479,0
E07000118,round 2,0,489,357.184339457,418.332223199,-0.8329533521308033,0.3028994447871684,-6.88653164253051,0
E07000119,round 2,1,514,337.11899866699997,430.212638391,-0.6974441554217216,0.33227243793761935,-5.835784921260449,0.0019455252918287938
E07000120,round 2,0,421,374.741180517,429.306243837,-1.3380742099008014,0.20768482490272375,-6.736966958001855,0
E07000121,round 2,0,480,346.928551955,463.19006744800004,-1.141528696799704,0.2419113987058238,-6.8679744089702925,0
E07000122,round 2,1,392,387.27457032499996,440.084247876,-1.4275725253431828,0.19332679097154074,-5.564520407322694,0.002551020408163265
E07000123,round 2,0,476,353.71706532400003,431.36025152400003,-1.3343450063512556,0.20831528800346472,-6.859614903654202,0
E07000124,round 2,0,552,370.606045091,438.71983237100005,-0.48128299390041124,0.38186813186813184,-7.007600613951853,0
E07000125,round 2,0,419,382.775253675,422.253624733,-1.045006276432529,0.2600370599135269,-6.732210706467206,0
E07000126,round 2,1,498,353.629574642,425.067904289,-0.7347281277619802,0.32404406999351915,-5.804130448490483,0.002008032128514056
E07000127,round 2,1,553,345.25673925599995,409.716407142,-0.7672872982687433,0.316961736150771,-5.908988325283744,0.0018083182640144665
E07000128,round 2,0,480,336.35007835000005,443.925300359,-0.9650315486626894,0.2757437070938215,-6.8679744089702925,0
E07000129,round 2,0,518,454.35461187199996,299.51429104799996,-0.656602309981872,0.34139960758665794,-6.9440872082295275,0
E07000130,round 2,0,517,455.942630226,315.71642787999997,-0.8231300174504366,0.30498533724340177,-6.942156705699469,0
E07000131,round 2,0,582,465.01032569299997,291.289205031,-0.3437405908483036,0.4148409893992933,-7.060476365999801,0
E07000132,round 2,1,536,444.375726103,298.78251232400004,-0.5163201430836314,0.37362637362637363,-5.877735781779639,0.0018656716417910447
E07000133,round 2,2,531,475.457200953,321.795888613,-0.5758892171130526,0.3597848016139879,-5.355642433167306,0.003766478342749529
E07000134,round 2,0,540,440.491534107,316.248952834,-0.5699826546137557,0.36114819759679573,-6.985641817639208,0
E07000135,round 2,3,527,461.323659144,299.55792826100003,-0.9515961268006594,0.27844782380702676,-5.009682459340984,0.0056925996204933585
