region,age_group,react_week_number,react_week_start_date,number_positive,number_samples,round
East Midlands,45-54,97,01/11/2021,6,342,Round 15
East Midlands,55-64,97,01/11/2021,0,406,Round 15
East Midlands,65+,97,01/11/2021,1,476,Round 15
East of England,5-12,97,01/11/2021,10,163,Round 15
East of England,13-17,97,01/11/2021,2,132,Round 15
East of England,18-24,97,01/11/2021,1,84,Round 15
East of England,25-34,97,01/11/2021,2,233,Round 15
East of England,35-44,97,01/11/2021,1,409,Round 15
East of England,45-54,97,01/11/2021,4,496,Round 15
East of England,55-64,97,01/11/2021,3,562,Round 15
East of England,65+,97,01/11/2021,6,694,Round 15
London,5-12,97,01/11/2021,5,309,Round 15
London,13-17,97,01/11/2021,3,155,Round 15
London,18-24,97,01/11/2021,1,144,Round 15
London,25-34,97,01/11/2021,2,643,Round 15
London,35-44,97,01/11/2021,4,783,Round 15
London,45-54,97,01/11/2021,12,755,Round 15
London,55-64,97,01/11/2021,10,688,Round 15
London,65+,97,01/11/2021,4,707,Round 15
North East,5-12,97,01/11/2021,1,52,Round 15
North East,13-17,97,01/11/2021,3,35,Round 15
North East,18-24,97,01/11/2021,0,34,Round 15
North East,25-34,97,01/11/2021,0,79,Round 15
North East,35-44,97,01/11/2021,5,150,Round 15
North East,45-54,97,01/11/2021,3,203,Round 15
North East,55-64,97,01/11/2021,2,251,Round 15
North East,65+,97,01/11/2021,3,248,Round 15
North West,5-12,97,01/11/2021,3,130,Round 15
North West,13-17,97,01/11/2021,3,90,Round 15
North West,18-24,97,01/11/2021,0,92,Round 15
North West,25-34,97,01/11/2021,1,232,Round 15
North West,35-44,97,01/11/2021,4,396,Round 15
North West,45-54,97,01/11/2021,3,496,Round 15
North West,55-64,97,01/11/2021,9,612,Round 15
North West,65+,97,01/11/2021,8,730,Round 15
South East,5-12,97,01/11/2021,8,299,Round 15
South East,13-17,97,01/11/2021,10,219,Round 15
South East,18-24,97,01/11/2021,0,140,Round 15
South East,25-34,97,01/11/2021,1,345,Round 15
South East,35-44,97,01/11/2021,7,645,Round 15
South East,45-54,97,01/11/2021,5,843,Round 15
South East,55-64,97,01/11/2021,10,886,Round 15
South East,65+,97,01/11/2021,8,1034,Round 15
South West,5-12,97,01/11/2021,11,145,Round 15
South West,13-17,97,01/11/2021,4,113,Round 15
South West,18-24,97,01/11/2021,0,87,Round 15
South West,25-34,97,01/11/2021,3,174,Round 15
South West,35-44,97,01/11/2021,4,379,Round 15
South West,45-54,97,01/11/2021,2,382,Round 15
South West,55-64,97,01/11/2021,5,471,Round 15
South West,65+,97,01/11/2021,7,644,Round 15
West Midlands,5-12,97,01/11/2021,3,136,Round 15
West Midlands,13-17,97,01/11/2021,8,101,Round 15
West Midlands,18-24,97,01/11/2021,2,90,Round 15
West Midlands,25-34,97,01/11/2021,1,184,Round 15
West Midlands,35-44,97,01/11/2021,2,314,Round 15
West Midlands,45-54,97,01/11/2021,3,452,Round 15
West Midlands,55-64,97,01/11/2021,3,501,Round 15
West Midlands,65+,97,01/11/2021,4,571,Round 15
Yorkshire and The Humber,5-12,97,01/11/2021,4,128,Round 15
Yorkshire and The Humber,13-17,97,01/11/2021,4,109,Round 15
Yorkshire and The Humber,18-24,97,01/11/2021,1,72,Round 15
Yorkshire and The Humber,25-34,97,01/11/2021,2,189,Round 15
Yorkshire and The Humber,35-44,97,01/11/2021,2,306,Round 15
Yorkshire and The Humber,45-54,97,01/11/2021,1,393,Round 15
Yorkshire and The Humber,55-64,97,01/11/2021,6,468,Round 15
Yorkshire and The Humber,65+,97,01/11/2021,5,572,Round 15
London,35-44,98,08/11/2021,0,1,Round 15
London,45-54,98,08/11/2021,0,2,Round 15
London,55-64,98,08/11/2021,0,1,Round 15
London,65+,98,08/11/2021,0,1,Round 15
South East,13-17,98,08/11/2021,0,1,Round 15
South East,18-24,98,08/11/2021,0,1,Round 15
South East,35-44,98,08/11/2021,0,1,Round 15
South East,55-64,98,08/11/2021,0,1,Round 15
South East,65+,98,08/11/2021,0,1,Round 15
East Midlands,5-12,100,22/11/2021,11,123,Round 16
East Midlands,13-17,100,22/11/2021,8,144,Round 16
East Midlands,18-24,100,22/11/2021,0,59,Round 16
East Midlands,25-34,100,22/11/2021,2,138,Round 16
East Midlands,35-44,100,22/11/2021,5,259,Round 16
East Midlands,45-54,100,22/11/2021,4,364,Round 16
East Midlands,55-64,100,22/11/2021,8,568,Round 16
East Midlands,65+,100,22/11/2021,5,849,Round 16
East of England,5-12,100,22/11/2021,7,189,Round 16
East of England,13-17,100,22/11/2021,3,185,Round 16
East of England,18-24,100,22/11/2021,0,60,Round 16
East of England,25-34,100,22/11/2021,2,185,Round 16
East of England,35-44,100,22/11/2021,10,343,Round 16
East of England,45-54,100,22/11/2021,8,531,Round 16
East of England,55-64,100,22/11/2021,5,697,Round 16
East of England,65+,100,22/11/2021,2,1146,Round 16
London,5-12,100,22/11/2021,12,290,Round 16
London,13-17,100,22/11/2021,6,227,Round 16
London,18-24,100,22/11/2021,1,86,Round 16
London,25-34,100,22/11/2021,7,366,Round 16
London,35-44,100,22/11/2021,6,563,Round 16
London,45-54,100,22/11/2021,10,603,Round 16
London,55-64,100,22/11/2021,10,633,Round 16
London,65+,100,22/11/2021,1,848,Round 16
North East,5-12,100,22/11/2021,4,55,Round 16
North East,13-17,100,22/11/2021,0,55,Round 16
North East,18-24,100,22/11/2021,0,29,Round 16
North East,25-34,100,22/11/2021,0,48,Round 16
North East,35-44,100,22/11/2021,1,106,Round 16
North East,45-54,100,22/11/2021,1,168,Round 16
North East,55-64,100,22/11/2021,2,283,Round 16
North East,65+,100,22/11/2021,5,405,Round 16
North West,5-12,100,22/11/2021,2,119,Round 16
North West,13-17,100,22/11/2021,2,129,Round 16
North West,18-24,100,22/11/2021,0,49,Round 16
North West,25-34,100,22/11/2021,2,162,Round 16
North West,35-44,100,22/11/2021,5,320,Round 16
North West,45-54,100,22/11/2021,6,444,Round 16
North West,55-64,100,22/11/2021,7,723,Round 16
North West,65+,100,22/11/2021,7,1080,Round 16
South East,5-12,100,22/11/2021,20,261,Round 16
South East,13-17,100,22/11/2021,5,228,Round 16
South East,18-24,100,22/11/2021,0,82,Round 16
South East,25-34,100,22/11/2021,2,235,Round 16
South East,35-44,100,22/11/2021,2,504,Round 16
South East,45-54,100,22/11/2021,14,761,Round 16
South East,55-64,100,22/11/2021,11,985,Round 16
South East,65+,100,22/11/2021,6,1530,Round 16
South West,5-12,100,22/11/2021,9,169,Round 16
South West,13-17,100,22/11/2021,5,144,Round 16
South West,18-24,100,22/11/2021,1,63,Round 16
South West,25-34,100,22/11/2021,1,155,Round 16
South West,35-44,100,22/11/2021,3,325,Round 16
South West,45-54,100,22/11/2021,8,449,Round 16
South West,55-64,100,22/11/2021,9,725,Round 16
South West,65+,100,22/11/2021,7,1220,Round 16
West Midlands,5-12,100,22/11/2021,6,143,Round 16
West Midlands,13-17,100,22/11/2021,2,138,Round 16
West Midlands,18-24,100,22/11/2021,0,55,Round 16
West Midlands,25-34,100,22/11/2021,1,142,Round 16
West Midlands,35-44,100,22/11/2021,0,260,Round 16
West Midlands,45-54,100,22/11/2021,4,415,Round 16
West Midlands,55-64,100,22/11/2021,3,569,Round 16
West Midlands,65+,100,22/11/2021,4,882,Round 16
Yorkshire and The Humber,5-12,100,22/11/2021,9,117,Round 16
Yorkshire and The Humber,13-17,100,22/11/2021,4,140,Round 16
Yorkshire and The Humber,18-24,100,22/11/2021,2,40,Round 16
Yorkshire and The Humber,25-34,100,22/11/2021,0,150,Round 16
Yorkshire and The Humber,35-44,100,22/11/2021,8,259,Round 16
Yorkshire and The Humber,45-54,100,22/11/2021,3,415,Round 16
Yorkshire and The Humber,55-64,100,22/11/2021,3,577,Round 16
Yorkshire and The Humber,65+,100,22/11/2021,3,934,Round 16
East Midlands,5-12,101,29/11/2021,11,207,Round 16
East Midlands,13-17,101,29/11/2021,1,141,Round 16
East Midlands,18-24,101,29/11/2021,1,101,Round 16
East Midlands,25-34,101,29/11/2021,0,193,Round 16
East Midlands,35-44,101,29/11/2021,10,393,Round 16
East Midlands,45-54,101,29/11/2021,8,696,Round 16
East Midlands,55-64,101,29/11/2021,9,900,Round 16
East Midlands,65+,101,29/11/2021,7,1310,Round 16
East of England,5-12,101,29/11/2021,15,316,Round 16
East of England,13-17,101,29/11/2021,4,184,Round 16
East of England,18-24,101,29/11/2021,0,100,Round 16
East of England,25-34,101,29/11/2021,3,309,Round 16
East of England,35-44,101,29/11/2021,6,563,Round 16
East of England,45-54,101,29/11/2021,7,835,Round 16
East of England,55-64,101,29/11/2021,10,1191,Round 16
East of England,65+,101,29/11/2021,9,1756,Round 16
London,5-12,101,29/11/2021,22,449,Round 16
London,13-17,101,29/11/2021,5,262,Round 16
London,18-24,101,29/11/2021,1,152,Round 16
London,25-34,101,29/11/2021,9,787,Round 16
London,35-44,101,29/11/2021,22,1080,Round 16
London,45-54,101,29/11/2021,9,1174,Round 16
London,55-64,101,29/11/2021,10,1133,Round 16
London,65+,101,29/11/2021,7,1383,Round 16
North East,5-12,101,29/11/2021,1,97,Round 16
North East,13-17,101,29/11/2021,1,60,Round 16
North East,18-24,101,29/11/2021,0,35,Round 16
North East,25-34,101,29/11/2021,2,112,Round 16
North East,35-44,101,29/11/2021,5,185,Round 16
North East,45-54,101,29/11/2021,4,313,Round 16
North East,55-64,101,29/11/2021,2,504,Round 16
North East,65+,101,29/11/2021,2,677,Round 16
North West,5-12,101,29/11/2021,10,245,Round 16
North West,13-17,101,29/11/2021,2,180,Round 16
North West,18-24,101,29/11/2021,1,89,Round 16
North West,25-34,101,29/11/2021,5,314,Round 16
North West,35-44,101,29/11/2021,4,546,Round 16
North West,45-54,101,29/11/2021,7,854,Round 16
North West,55-64,101,29/11/2021,8,1246,Round 16
North West,65+,101,29/11/2021,12,1805,Round 16
South East,5-12,101,29/11/2021,24,482,Round 16
South East,13-17,101,29/11/2021,7,326,Round 16
South East,18-24,101,29/11/2021,1,121,Round 16
South East,25-34,101,29/11/2021,4,440,Round 16
South East,35-44,101,29/11/2021,18,828,Round 16
South East,45-54,101,29/11/2021,22,1341,Round 16
South East,55-64,101,29/11/2021,16,1751,Round 16
South East,65+,101,29/11/2021,9,2547,Round 16
South West,5-12,101,29/11/2021,19,249,Round 16
South West,13-17,101,29/11/2021,5,181,Round 16
South West,18-24,101,29/11/2021,1,89,Round 16
South West,25-34,101,29/11/2021,4,271,Round 16
South West,35-44,101,29/11/2021,10,534,Round 16
South West,45-54,101,29/11/2021,13,812,Round 16
South West,55-64,101,29/11/2021,11,1092,Round 16
South West,65+,101,29/11/2021,1,1767,Round 16
West Midlands,5-12,101,29/11/2021,8,251,Round 16
West Midlands,13-17,101,29/11/2021,3,169,Round 16
West Midlands,18-24,101,29/11/2021,0,78,Round 16
West Midlands,25-34,101,29/11/2021,3,255,Round 16
West Midlands,35-44,101,29/11/2021,8,486,Round 16
West Midlands,45-54,101,29/11/2021,11,723,Round 16
West Midlands,55-64,101,29/11/2021,4,1069,Round 16
West Midlands,65+,101,29/11/2021,4,1460,Round 16
Yorkshire and The Humber,5-12,101,29/11/2021,10,216,Round 16
Yorkshire and The Humber,13-17,101,29/11/2021,3,172,Round 16
Yorkshire and The Humber,18-24,101,29/11/2021,0,86,Round 16
Yorkshire and The Humber,25-34,101,29/11/2021,1,226,Round 16
Yorkshire and The Humber,35-44,101,29/11/2021,5,458,Round 16
Yorkshire and The Humber,45-54,101,29/11/2021,8,710,Round 16
Yorkshire and The Humber,55-64,101,29/11/2021,7,992,Round 16
Yorkshire and The Humber,65+,101,29/11/2021,5,1407,Round 16
East Midlands,5-12,102,06/12/2021,5,110,Round 16
East Midlands,13-17,102,06/12/2021,3,66,Round 16
East Midlands,18-24,102,06/12/2021,1,35,Round 16
East Midlands,25-34,102,06/12/2021,1,129,Round 16
East Midlands,35-44,102,06/12/2021,4,210,Round 16
East Midlands,45-54,102,06/12/2021,5,295,Round 16
East Midlands,55-64,102,06/12/2021,6,369,Round 16
East Midlands,65+,102,06/12/2021,2,408,Round 16
East of England,5-12,102,06/12/2021,4,139,Round 16
East of England,13-17,102,06/12/2021,1,119,Round 16
East of England,18-24,102,06/12/2021,2,54,Round 16
East of England,25-34,102,06/12/2021,2,151,Round 16
East of England,35-44,102,06/12/2021,2,297,Round 16
East of England,45-54,102,06/12/2021,4,399,Round 16
East of England,55-64,102,06/12/2021,4,443,Round 16
East of England,65+,102,06/12/2021,1,539,Round 16
London,5-12,102,06/12/2021,10,249,Round 16
London,13-17,102,06/12/2021,6,155,Round 16
London,18-24,102,06/12/2021,1,88,Round 16
London,25-34,102,06/12/2021,7,493,Round 16
London,35-44,102,06/12/2021,13,666,Round 16
London,45-54,102,06/12/2021,12,608,Round 16
London,55-64,102,06/12/2021,4,595,Round 16
London,65+,102,06/12/2021,2,603,Round 16
North East,5-12,102,06/12/2021,1,60,Round 16
North East,13-17,102,06/12/2021,1,29,Round 16
North East,18-24,102,06/12/2021,0,23,Round 16
North East,25-34,102,06/12/2021,1,64,Round 16
North East,35-44,102,06/12/2021,0,115,Round 16
North East,45-54,102,06/12/2021,1,169,Round 16
North East,55-64,102,06/12/2021,2,222,Round 16
North East,65+,102,06/12/2021,0,216,Round 16
North West,5-12,102,06/12/2021,5,148,Round 16
North West,13-17,102,06/12/2021,0,78,Round 16
North West,18-24,102,06/12/2021,0,50,Round 16
North West,25-34,102,06/12/2021,1,163,Round 16
North West,35-44,102,06/12/2021,6,306,Round 16
North West,45-54,102,06/12/2021,2,438,Round 16
North West,55-64,102,06/12/2021,2,548,Round 16
North West,65+,102,06/12/2021,1,598,Round 16
South East,5-12,102,06/12/2021,5,203,Round 16
South East,13-17,102,06/12/2021,4,167,Round 16
South East,18-24,102,06/12/2021,1,94,Round 16
South East,25-34,102,06/12/2021,4,267,Round 16
South East,35-44,102,06/12/2021,9,502,Round 16
South East,45-54,102,06/12/2021,11,608,Round 16
South East,55-64,102,06/12/2021,9,721,Round 16
South East,65+,102,06/12/2021,3,859,Round 16
South West,5-12,102,06/12/2021,6,122,Round 16
South West,13-17,102,06/12/2021,3,85,Round 16
South West,18-24,102,06/12/2021,1,56,Round 16
South West,25-34,102,06/12/2021,2,170,Round 16
South West,35-44,102,06/12/2021,3,253,Round 16
South West,45-54,102,06/12/2021,8,348,Round 16
South West,55-64,102,06/12/2021,8,397,Round 16
South West,65+,102,06/12/2021,1,482,Round 16
West Midlands,5-12,102,06/12/2021,3,141,Round 16
West Midlands,13-17,102,06/12/2021,3,101,Round 16
West Midlands,18-24,102,06/12/2021,1,52,Round 16
West Midlands,25-34,102,06/12/2021,0,151,Round 16
West Midlands,35-44,102,06/12/2021,5,261,Round 16
West Midlands,45-54,102,06/12/2021,4,342,Round 16
West Midlands,55-64,102,06/12/2021,6,439,Round 16
West Midlands,65+,102,06/12/2021,0,518,Round 16
Yorkshire and The Humber,5-12,102,06/12/2021,6,129,Round 16
Yorkshire and The Humber,13-17,102,06/12/2021,0,86,Round 16
Yorkshire and The Humber,18-24,102,06/12/2021,0,36,Round 16
Yorkshire and The Humber,25-34,102,06/12/2021,4,145,Round 16
Yorkshire and The Humber,35-44,102,06/12/2021,3,238,Round 16
Yorkshire and The Humber,45-54,102,06/12/2021,5,315,Round 16
Yorkshire and The Humber,55-64,102,06/12/2021,2,368,Round 16
Yorkshire and The Humber,65+,102,06/12/2021,1,471,Round 16
East Midlands,5-12,103,13/12/2021,1,29,Round 16
East Midlands,13-17,103,13/12/2021,0,22,Round 16
East Midlands,18-24,103,13/12/2021,1,19,Round 16
East Midlands,25-34,103,13/12/2021,3,47,Round 16
East Midlands,35-44,103,13/12/2021,1,69,Round 16
East Midlands,45-54,103,13/12/2021,1,80,Round 16
East Midlands,55-64,103,13/12/2021,0,90,Round 16
East Midlands,65+,103,13/12/2021,0,77,Round 16
East of England,5-12,103,13/12/2021,2,43,Round 16
East of England,13-17,103,13/12/2021,0,35,Round 16
East of England,18-24,103,13/12/2021,0,30,Round 16
East of England,25-34,103,13/12/2021,2,71,Round 16
East of England,35-44,103,13/12/2021,4,92,Round 16
East of England,45-54,103,13/12/2021,0,120,Round 16
East of England,55-64,103,13/12/2021,0,100,Round 16
East of England,65+,103,13/12/2021,0,103,Round 16
London,5-12,103,13/12/2021,2,79,Round 16
London,13-17,103,13/12/2021,1,68,Round 16
London,18-24,103,13/12/2021,1,30,Round 16
London,25-34,103,13/12/2021,9,174,Round 16
London,35-44,103,13/12/2021,14,231,Round 16
London,45-54,103,13/12/2021,7,194,Round 16
London,55-64,103,13/12/2021,2,151,Round 16
London,65+,103,13/12/2021,3,145,Round 16
North East,5-12,103,13/12/2021,1,19,Round 16
North East,13-17,103,13/12/2021,0,12,Round 16
North East,18-24,103,13/12/2021,0,7,Round 16
North East,25-34,103,13/12/2021,0,21,Round 16
North East,35-44,103,13/12/2021,1,30,Round 16
North East,45-54,103,13/12/2021,1,43,Round 16
North East,55-64,103,13/12/2021,1,44,Round 16
North East,65+,103,13/12/2021,1,34,Round 16
North West,5-12,103,13/12/2021,0,36,Round 16
North West,13-17,103,13/12/2021,1,24,Round 16
North West,18-24,103,13/12/2021,0,21,Round 16
North West,25-34,103,13/12/2021,1,62,Round 16
North West,35-44,103,13/12/2021,0,79,Round 16
North West,45-54,103,13/12/2021,3,118,Round 16
North West,55-64,103,13/12/2021,1,122,Round 16
North West,65+,103,13/12/2021,0,109,Round 16
South East,5-12,103,13/12/2021,8,79,Round 16
South East,13-17,103,13/12/2021,1,41,Round 16
South East,18-24,103,13/12/2021,1,34,Round 16
South East,25-34,103,13/12/2021,1,96,Round 16
South East,35-44,103,13/12/2021,3,163,Round 16
South East,45-54,103,13/12/2021,4,187,Round 16
South East,55-64,103,13/12/2021,2,163,Round 16
South East,65+,103,13/12/2021,0,144,Round 16
South West,5-12,103,13/12/2021,0,33,Round 16
South West,13-17,103,13/12/2021,0,35,Round 16
South West,18-24,103,13/12/2021,0,15,Round 16
South West,25-34,103,13/12/2021,0,53,Round 16
South West,35-44,103,13/12/2021,2,72,Round 16
South West,45-54,103,13/12/2021,0,86,Round 16
South West,55-64,103,13/12/2021,0,86,Round 16
South West,65+,103,13/12/2021,1,87,Round 16
West Midlands,5-12,103,13/12/2021,1,36,Round 16
West Midlands,13-17,103,13/12/2021,0,25,Round 16
West Midlands,18-24,103,13/12/2021,1,26,Round 16
West Midlands,25-34,103,13/12/2021,2,54,Round 16
West Midlands,35-44,103,13/12/2021,0,72,Round 16
West Midlands,45-54,103,13/12/2021,0,86,Round 16
West Midlands,55-64,103,13/12/2021,0,103,Round 16
West Midlands,65+,103,13/12/2021,0,84,Round 16
Yorkshire and The Humber,5-12,103,13/12/2021,0,36,Round 16
Yorkshire and The Humber,13-17,103,13/12/2021,0,24,Round 16
Yorkshire and The Humber,18-24,103,13/12/2021,0,13,Round 16
Yorkshire and The Humber,25-34,103,13/12/2021,0,46,Round 16
Yorkshire and The Humber,35-44,103,13/12/2021,1,86,Round 16
Yorkshire and The Humber,45-54,103,13/12/2021,2,84,Round 16
Yorkshire and The Humber,55-64,103,13/12/2021,0,75,Round 16
Yorkshire and The Humber,65+,103,13/12/2021,0,88,Round 16
East Midlands,5-12,106,03/01/2022,7,137,Round 17
East Midlands,13-17,106,03/01/2022,4,152,Round 17
East Midlands,18-24,106,03/01/2022,3,72,Round 17
East Midlands,25-34,106,03/01/2022,11,155,Round 17
East Midlands,35-44,106,03/01/2022,9,233,Round 17
East Midlands,45-54,106,03/01/2022,22,356,Round 17
East Midlands,55-64,106,03/01/2022,18,516,Round 17
East Midlands,65+,106,03/01/2022,29,794,Round 17
East of England,5-12,106,03/01/2022,16,189,Round 17
East of England,13-17,106,03/01/2022,7,191,Round 17
East of England,18-24,106,03/01/2022,2,87,Round 17
East of England,25-34,106,03/01/2022,8,172,Round 17
East of England,35-44,106,03/01/2022,11,271,Round 17
East of England,45-54,106,03/01/2022,16,448,Round 17
East of England,55-64,106,03/01/2022,20,670,Round 17
East of England,65+,106,03/01/2022,24,996,Round 17
London,5-12,106,03/01/2022,20,267,Round 17
London,13-17,106,03/01/2022,13,234,Round 17
London,18-24,106,03/01/2022,6,119,Round 17
London,25-34,106,03/01/2022,21,400,Round 17
London,35-44,106,03/01/2022,30,505,Round 17
London,45-54,106,03/01/2022,36,538,Round 17
London,55-64,106,03/01/2022,19,563,Round 17
London,65+,106,03/01/2022,34,711,Round 17
North East,5-12,106,03/01/2022,6,58,Round 17
North East,13-17,106,03/01/2022,1,52,Round 17
North East,18-24,106,03/01/2022,1,24,Round 17
North East,25-34,106,03/01/2022,7,70,Round 17
North East,35-44,106,03/01/2022,7,122,Round 17
North East,45-54,106,03/01/2022,13,164,Round 17
North East,55-64,106,03/01/2022,22,254,Round 17
North East,65+,106,03/01/2022,20,372,Round 17
North West,5-12,106,03/01/2022,10,165,Round 17
North West,13-17,106,03/01/2022,9,157,Round 17
North West,18-24,106,03/01/2022,3,69,Round 17
North West,25-34,106,03/01/2022,18,197,Round 17
North West,35-44,106,03/01/2022,12,297,Round 17
North West,45-54,106,03/01/2022,37,448,Round 17
North West,55-64,106,03/01/2022,47,613,Round 17
North West,65+,106,03/01/2022,34,999,Round 17
South East,5-12,106,03/01/2022,11,279,Round 17
South East,13-17,106,03/01/2022,12,297,Round 17
South East,18-24,106,03/01/2022,6,94,Round 17
South East,25-34,106,03/01/2022,9,250,Round 17
South East,35-44,106,03/01/2022,21,488,Round 17
South East,45-54,106,03/01/2022,26,672,Round 17
South East,55-64,106,03/01/2022,33,977,Round 17
South East,65+,106,03/01/2022,39,1547,Round 17
South West,5-12,106,03/01/2022,4,175,Round 17
South West,13-17,106,03/01/2022,5,181,Round 17
South West,18-24,106,03/01/2022,3,59,Round 17
South West,25-34,106,03/01/2022,12,166,Round 17
South West,35-44,106,03/01/2022,15,261,Round 17
South West,45-54,106,03/01/2022,19,441,Round 17
South West,55-64,106,03/01/2022,25,690,Round 17
South West,65+,106,03/01/2022,22,1152,Round 17
West Midlands,5-12,106,03/01/2022,6,160,Round 17
West Midlands,13-17,106,03/01/2022,7,175,Round 17
West Midlands,18-24,106,03/01/2022,10,78,Round 17
West Midlands,25-34,106,03/01/2022,15,160,Round 17
West Midlands,35-44,106,03/01/2022,24,288,Round 17
West Midlands,45-54,106,03/01/2022,19,433,Round 17
West Midlands,55-64,106,03/01/2022,27,603,Round 17
West Midlands,65+,106,03/01/2022,33,865,Round 17
Yorkshire and The Humber,5-12,106,03/01/2022,11,151,Round 17
Yorkshire and The Humber,13-17,106,03/01/2022,8,157,Round 17
Yorkshire and The Humber,18-24,106,03/01/2022,8,73,Round 17
Yorkshire and The Humber,25-34,106,03/01/2022,20,162,Round 17
Yorkshire and The Humber,35-44,106,03/01/2022,28,286,Round 17
Yorkshire and The Humber,45-54,106,03/01/2022,26,425,Round 17
Yorkshire and The Humber,55-64,106,03/01/2022,31,581,Round 17
Yorkshire and The Humber,65+,106,03/01/2022,40,854,Round 17
East Midlands,5-12,107,10/01/2022,14,302,Round 17
East Midlands,13-17,107,10/01/2022,3,176,Round 17
East Midlands,18-24,107,10/01/2022,8,134,Round 17
East Midlands,25-34,107,10/01/2022,19,314,Round 17
East Midlands,35-44,107,10/01/2022,30,504,Round 17
East Midlands,45-54,107,10/01/2022,31,843,Round 17
East Midlands,55-64,107,10/01/2022,40,1148,Round 17
East Midlands,65+,107,10/01/2022,52,1667,Round 17
East of England,5-12,107,10/01/2022,20,352,Round 17
East of England,13-17,107,10/01/2022,9,225,Round 17
East of England,18-24,107,10/01/2022,8,131,Round 17
East of England,25-34,107,10/01/2022,14,420,Round 17
East of England,35-44,107,10/01/2022,25,718,Round 17
East of England,45-54,107,10/01/2022,33,1086,Round 17
East of England,55-64,107,10/01/2022,34,1414,Round 17
East of England,65+,107,10/01/2022,35,2280,Round 17
London,5-12,107,10/01/2022,47,543,Round 17
London,13-17,107,10/01/2022,16,333,Round 17
London,18-24,107,10/01/2022,4,240,Round 17
London,25-34,107,10/01/2022,47,1008,Round 17
London,35-44,107,10/01/2022,68,1347,Round 17
London,45-54,107,10/01/2022,59,1341,Round 17
London,55-64,107,10/01/2022,58,1309,Round 17
London,65+,107,10/01/2022,51,1644,Round 17
North East,5-12,107,10/01/2022,7,109,Round 17
North East,13-17,107,10/01/2022,8,81,Round 17
North East,18-24,107,10/01/2022,6,44,Round 17
North East,25-34,107,10/01/2022,11,156,Round 17
North East,35-44,107,10/01/2022,24,264,Round 17
North East,45-54,107,10/01/2022,16,422,Round 17
North East,55-64,107,10/01/2022,36,579,Round 17
North East,65+,107,10/01/2022,36,840,Round 17
North West,5-12,107,10/01/2022,28,316,Round 17
North West,13-17,107,10/01/2022,12,213,Round 17
North West,18-24,107,10/01/2022,13,146,Round 17
North West,25-34,107,10/01/2022,22,396,Round 17
North West,35-44,107,10/01/2022,32,712,Round 17
North West,45-54,107,10/01/2022,61,1112,Round 17
North West,55-64,107,10/01/2022,77,1526,Round 17
North West,65+,107,10/01/2022,77,2211,Round 17
South East,5-12,107,10/01/2022,35,622,Round 17
South East,13-17,107,10/01/2022,20,391,Round 17
South East,18-24,107,10/01/2022,7,229,Round 17
South East,25-34,107,10/01/2022,26,600,Round 17
South East,35-44,107,10/01/2022,44,1152,Round 17
South East,45-54,107,10/01/2022,50,1713,Round 17
South East,55-64,107,10/01/2022,59,2191,Round 17
South East,65+,107,10/01/2022,51,3184,Round 17
South West,5-12,107,10/01/2022,10,286,Round 17
South West,13-17,107,10/01/2022,6,234,Round 17
South West,18-24,107,10/01/2022,4,153,Round 17
South West,25-34,107,10/01/2022,22,408,Round 17
South West,35-44,107,10/01/2022,26,640,Round 17
South West,45-54,107,10/01/2022,22,969,Round 17
South West,55-64,107,10/01/2022,26,1404,Round 17
South West,65+,107,10/01/2022,41,2235,Round 17
West Midlands,5-12,107,10/01/2022,23,292,Round 17
West Midlands,13-17,107,10/01/2022,15,197,Round 17
West Midlands,18-24,107,10/01/2022,9,152,Round 17
West Midlands,25-34,107,10/01/2022,18,341,Round 17
West Midlands,35-44,107,10/01/2022,30,569,Round 17
West Midlands,45-54,107,10/01/2022,37,864,Round 17
West Midlands,55-64,107,10/01/2022,52,1256,Round 17
West Midlands,65+,107,10/01/2022,55,1881,Round 17
Yorkshire and The Humber,5-12,107,10/01/2022,25,277,Round 17
Yorkshire and The Humber,13-17,107,10/01/2022,8,190,Round 17
Yorkshire and The Humber,18-24,107,10/01/2022,10,126,Round 17
Yorkshire and The Humber,25-34,107,10/01/2022,19,362,Round 17
Yorkshire and The Humber,35-44,107,10/01/2022,35,614,Round 17
Yorkshire and The Humber,45-54,107,10/01/2022,42,884,Round 17
Yorkshire and The Humber,55-64,107,10/01/2022,53,1158,Round 17
Yorkshire and The Humber,65+,107,10/01/2022,66,1704,Round 17
East Midlands,5-12,108,17/01/2022,10,120,Round 17
East Midlands,13-17,108,17/01/2022,5,59,Round 17
East Midlands,18-24,108,17/01/2022,2,42,Round 17
East Midlands,25-34,108,17/01/2022,4,133,Round 17
East Midlands,35-44,108,17/01/2022,11,220,Round 17
East Midlands,45-54,108,17/01/2022,7,309,Round 17
East Midlands,55-64,108,17/01/2022,3,307,Round 17
East Midlands,65+,108,17/01/2022,10,349,Round 17
East of England,5-12,108,17/01/2022,17,187,Round 17
East of England,13-17,108,17/01/2022,5,86,Round 17
East of England,18-24,108,17/01/2022,3,64,Round 17
East of England,25-34,108,17/01/2022,3,186,Round 17
East of England,35-44,108,17/01/2022,12,331,Round 17
East of England,45-54,108,17/01/2022,8,445,Round 17
East of England,55-64,108,17/01/2022,10,469,Round 17
East of England,65+,108,17/01/2022,10,510,Round 17
London,5-12,108,17/01/2022,28,298,Round 17
