nhs_region,age_group,react_week_number,react_week_start_date,number_positive,number_samples,round
East of England,55-64,40,28/09/2020,7,1536,Round 5
East of England,65+,40,28/09/2020,8,1591,Round 5
London,5-12,40,28/09/2020,4,533,Round 5
London,13-17,40,28/09/2020,1,242,Round 5
London,18-24,40,28/09/2020,0,242,Round 5
London,25-34,40,28/09/2020,5,977,Round 5
London,35-44,40,28/09/2020,11,1238,Round 5
London,45-54,40,28/09/2020,5,1087,Round 5
London,55-64,40,28/09/2020,0,924,Round 5
London,65+,40,28/09/2020,2,848,Round 5
Midlands,5-12,40,28/09/2020,1,752,Round 5
Midlands,13-17,40,28/09/2020,3,500,Round 5
Midlands,18-24,40,28/09/2020,6,406,Round 5
Midlands,25-34,40,28/09/2020,7,959,Round 5
Midlands,35-44,40,28/09/2020,8,1472,Round 5
Midlands,45-54,40,28/09/2020,12,2109,Round 5
Midlands,55-64,40,28/09/2020,7,2140,Round 5
Midlands,65+,40,28/09/2020,13,2488,Round 5
North East and Yorkshire,5-12,40,28/09/2020,3,353,Round 5
North East and Yorkshire,13-17,40,28/09/2020,6,239,Round 5
North East and Yorkshire,18-24,40,28/09/2020,9,264,Round 5
North East and Yorkshire,25-34,40,28/09/2020,5,539,Round 5
North East and Yorkshire,35-44,40,28/09/2020,8,748,Round 5
North East and Yorkshire,45-54,40,28/09/2020,8,1012,Round 5
North East and Yorkshire,55-64,40,28/09/2020,4,1175,Round 5
North East and Yorkshire,65+,40,28/09/2020,10,1214,Round 5
North West,5-12,40,28/09/2020,4,340,Round 5
North West,13-17,40,28/09/2020,3,209,Round 5
North West,18-24,40,28/09/2020,9,200,Round 5
North West,25-34,40,28/09/2020,2,458,Round 5
North West,35-44,40,28/09/2020,13,718,Round 5
North West,45-54,40,28/09/2020,11,919,Round 5
North West,55-64,40,28/09/2020,12,1007,Round 5
North West,65+,40,28/09/2020,6,1016,Round 5
South East,5-12,40,28/09/2020,5,891,Round 5
South East,13-17,40,28/09/2020,2,556,Round 5
South East,18-24,40,28/09/2020,4,423,Round 5
South East,25-34,40,28/09/2020,3,1067,Round 5
South East,35-44,40,28/09/2020,6,1711,Round 5
South East,45-54,40,28/09/2020,7,2255,Round 5
South East,55-64,40,28/09/2020,3,2249,Round 5
South East,65+,40,28/09/2020,5,2234,Round 5
South West,5-12,40,28/09/2020,1,376,Round 5
South West,13-17,40,28/09/2020,0,257,Round 5
South West,18-24,40,28/09/2020,2,213,Round 5
South West,25-34,40,28/09/2020,1,533,Round 5
South West,35-44,40,28/09/2020,3,748,Round 5
South West,45-54,40,28/09/2020,5,1095,Round 5
South West,55-64,40,28/09/2020,5,1227,Round 5
South West,65+,40,28/09/2020,5,1450,Round 5
East of England,5-12,41,05/10/2020,0,43,Round 5
East of England,13-17,41,05/10/2020,0,21,Round 5
East of England,18-24,41,05/10/2020,0,29,Round 5
East of England,25-34,41,05/10/2020,1,68,Round 5
East of England,35-44,41,05/10/2020,0,89,Round 5
East of England,45-54,41,05/10/2020,1,105,Round 5
East of England,55-64,41,05/10/2020,0,81,Round 5
East of England,65+,41,05/10/2020,0,74,Round 5
London,5-12,41,05/10/2020,0,36,Round 5
London,13-17,41,05/10/2020,0,17,Round 5
London,18-24,41,05/10/2020,0,21,Round 5
London,25-34,41,05/10/2020,0,90,Round 5
London,35-44,41,05/10/2020,0,112,Round 5
London,45-54,41,05/10/2020,0,92,Round 5
London,55-64,41,05/10/2020,1,74,Round 5
London,65+,41,05/10/2020,0,43,Round 5
Midlands,5-12,41,05/10/2020,1,64,Round 5
Midlands,13-17,41,05/10/2020,1,31,Round 5
Midlands,18-24,41,05/10/2020,3,41,Round 5
Midlands,25-34,41,05/10/2020,0,72,Round 5
Midlands,35-44,41,05/10/2020,0,115,Round 5
Midlands,45-54,41,05/10/2020,1,162,Round 5
Midlands,55-64,41,05/10/2020,0,132,Round 5
Midlands,65+,41,05/10/2020,2,92,Round 5
North East and Yorkshire,5-12,41,05/10/2020,0,19,Round 5
North East and Yorkshire,13-17,41,05/10/2020,0,8,Round 5
North East and Yorkshire,18-24,41,05/10/2020,0,26,Round 5
North East and Yorkshire,25-34,41,05/10/2020,0,29,Round 5
North East and Yorkshire,35-44,41,05/10/2020,1,49,Round 5
North East and Yorkshire,45-54,41,05/10/2020,0,49,Round 5
North East and Yorkshire,55-64,41,05/10/2020,0,48,Round 5
North East and Yorkshire,65+,41,05/10/2020,1,39,Round 5
North West,5-12,41,05/10/2020,0,10,Round 5
North West,13-17,41,05/10/2020,0,8,Round 5
North West,18-24,41,05/10/2020,0,20,Round 5
North West,25-34,41,05/10/2020,1,30,Round 5
North West,35-44,41,05/10/2020,1,34,Round 5
North West,45-54,41,05/10/2020,2,53,Round 5
North West,55-64,41,05/10/2020,0,62,Round 5
North West,65+,41,05/10/2020,0,35,Round 5
South East,5-12,41,05/10/2020,0,74,Round 5
South East,13-17,41,05/10/2020,0,39,Round 5
South East,18-24,41,05/10/2020,1,41,Round 5
South East,25-34,41,05/10/2020,0,82,Round 5
South East,35-44,41,05/10/2020,0,130,Round 5
South East,45-54,41,05/10/2020,1,148,Round 5
South East,55-64,41,05/10/2020,0,128,Round 5
South East,65+,41,05/10/2020,1,93,Round 5
South West,5-12,41,05/10/2020,0,35,Round 5
South West,13-17,41,05/10/2020,1,28,Round 5
South West,18-24,41,05/10/2020,0,13,Round 5
South West,25-34,41,05/10/2020,0,54,Round 5
South West,35-44,41,05/10/2020,0,84,Round 5
South West,45-54,41,05/10/2020,0,113,Round 5
South West,55-64,41,05/10/2020,1,107,Round 5
South West,65+,41,05/10/2020,0,98,Round 5
East of England,5-12,42,12/10/2020,1,265,Round 6
East of England,13-17,42,12/10/2020,2,279,Round 6
East of England,18-24,42,12/10/2020,1,147,Round 6
East of England,25-34,42,12/10/2020,0,286,Round 6
East of England,35-44,42,12/10/2020,3,456,Round 6
East of England,45-54,42,12/10/2020,2,541,Round 6
East of England,55-64,42,12/10/2020,2,590,Round 6
East of England,65+,42,12/10/2020,3,1065,Round 6
London,5-12,42,12/10/2020,0,147,Round 6
London,13-17,42,12/10/2020,2,156,Round 6
London,18-24,42,12/10/2020,0,93,Round 6
London,25-34,42,12/10/2020,2,245,Round 6
London,35-44,42,12/10/2020,1,252,Round 6
London,45-54,42,12/10/2020,0,249,Round 6
London,55-64,42,12/10/2020,3,241,Round 6
London,65+,42,12/10/2020,1,368,Round 6
Midlands,5-12,42,12/10/2020,3,413,Round 6
Midlands,13-17,42,12/10/2020,6,466,Round 6
Midlands,18-24,42,12/10/2020,6,243,Round 6
Midlands,25-34,42,12/10/2020,8,490,Round 6
Midlands,35-44,42,12/10/2020,5,681,Round 6
Midlands,45-54,42,12/10/2020,10,819,Round 6
Midlands,55-64,42,12/10/2020,9,967,Round 6
Midlands,65+,42,12/10/2020,10,1662,Round 6
North East and Yorkshire,5-12,42,12/10/2020,2,216,Round 6
North East and Yorkshire,13-17,42,12/10/2020,4,248,Round 6
North East and Yorkshire,18-24,42,12/10/2020,3,140,Round 6
North East and Yorkshire,25-34,42,12/10/2020,4,249,Round 6
North East and Yorkshire,35-44,42,12/10/2020,8,374,Round 6
North East and Yorkshire,45-54,42,12/10/2020,6,499,Round 6
North East and Yorkshire,55-64,42,12/10/2020,8,609,Round 6
North East and Yorkshire,65+,42,12/10/2020,16,969,Round 6
North West,5-12,42,12/10/2020,7,178,Round 6
North West,13-17,42,12/10/2020,6,228,Round 6
North West,18-24,42,12/10/2020,6,127,Round 6
North West,25-34,42,12/10/2020,5,240,Round 6
North West,35-44,42,12/10/2020,5,293,Round 6
North West,45-54,42,12/10/2020,9,379,Round 6
North West,55-64,42,12/10/2020,7,506,Round 6
North West,65+,42,12/10/2020,7,804,Round 6
South East,5-12,42,12/10/2020,2,361,Round 6
South East,13-17,42,12/10/2020,5,409,Round 6
South East,18-24,42,12/10/2020,2,180,Round 6
South East,25-34,42,12/10/2020,3,412,Round 6
South East,35-44,42,12/10/2020,3,530,Round 6
South East,45-54,42,12/10/2020,2,718,Round 6
South East,55-64,42,12/10/2020,4,826,Round 6
South East,65+,42,12/10/2020,2,1420,Round 6
South West,5-12,42,12/10/2020,1,146,Round 6
South West,13-17,42,12/10/2020,0,143,Round 6
South West,18-24,42,12/10/2020,2,70,Round 6
South West,25-34,42,12/10/2020,1,164,Round 6
South West,35-44,42,12/10/2020,0,202,Round 6
South West,45-54,42,12/10/2020,3,251,Round 6
South West,55-64,42,12/10/2020,4,380,Round 6
South West,65+,42,12/10/2020,0,631,Round 6
East of England,5-12,43,19/10/2020,10,857,Round 6
East of England,13-17,43,19/10/2020,2,672,Round 6
East of England,18-24,43,19/10/2020,6,452,Round 6
East of England,25-34,43,19/10/2020,6,1057,Round 6
East of England,35-44,43,19/10/2020,10,1563,Round 6
East of England,45-54,43,19/10/2020,14,2106,Round 6
East of England,55-64,43,19/10/2020,20,2527,Round 6
East of England,65+,43,19/10/2020,16,3643,Round 6
London,5-12,43,19/10/2020,5,543,Round 6
London,13-17,43,19/10/2020,5,407,Round 6
London,18-24,43,19/10/2020,9,345,Round 6
London,25-34,43,19/10/2020,15,1268,Round 6
London,35-44,43,19/10/2020,13,1369,Round 6
London,45-54,43,19/10/2020,16,1320,Round 6
London,55-64,43,19/10/2020,9,1165,Round 6
London,65+,43,19/10/2020,7,1430,Round 6
Midlands,5-12,43,19/10/2020,10,1173,Round 6
Midlands,13-17,43,19/10/2020,18,1008,Round 6
Midlands,18-24,43,19/10/2020,15,692,Round 6
Midlands,25-34,43,19/10/2020,23,1482,Round 6
Midlands,35-44,43,19/10/2020,25,2116,Round 6
Midlands,45-54,43,19/10/2020,46,2966,Round 6
Midlands,55-64,43,19/10/2020,50,3620,Round 6
Midlands,65+,43,19/10/2020,53,5570,Round 6
NA,55-64,43,19/10/2020,0,1,Round 6
North East and Yorkshire,5-12,43,19/10/2020,16,620,Round 6
North East and Yorkshire,13-17,43,19/10/2020,9,522,Round 6
North East and Yorkshire,18-24,43,19/10/2020,5,346,Round 6
North East and Yorkshire,25-34,43,19/10/2020,15,880,Round 6
North East and Yorkshire,35-44,43,19/10/2020,17,1149,Round 6
North East and Yorkshire,45-54,43,19/10/2020,37,1580,Round 6
North East and Yorkshire,55-64,43,19/10/2020,30,2185,Round 6
North East and Yorkshire,65+,43,19/10/2020,30,3090,Round 6
North West,5-12,43,19/10/2020,9,517,Round 6
North West,13-17,43,19/10/2020,12,413,Round 6
North West,18-24,43,19/10/2020,10,308,Round 6
North West,25-34,43,19/10/2020,28,696,Round 6
North West,35-44,43,19/10/2020,21,997,Round 6
North West,45-54,43,19/10/2020,28,1390,Round 6
North West,55-64,43,19/10/2020,48,1738,Round 6
North West,65+,43,19/10/2020,48,2587,Round 6
South East,5-12,43,19/10/2020,6,1397,Round 6
South East,13-17,43,19/10/2020,7,1061,Round 6
South East,18-24,43,19/10/2020,9,689,Round 6
South East,25-34,43,19/10/2020,16,1516,Round 6
South East,35-44,43,19/10/2020,19,2433,Round 6
South East,45-54,43,19/10/2020,25,3275,Round 6
South East,55-64,43,19/10/2020,27,3605,Round 6
South East,65+,43,19/10/2020,27,5655,Round 6
South West,5-12,43,19/10/2020,3,507,Round 6
South West,13-17,43,19/10/2020,4,409,Round 6
South West,18-24,43,19/10/2020,7,269,Round 6
South West,25-34,43,19/10/2020,6,550,Round 6
South West,35-44,43,19/10/2020,9,860,Round 6
South West,45-54,43,19/10/2020,9,1230,Round 6
South West,55-64,43,19/10/2020,10,1474,Round 6
South West,65+,43,19/10/2020,19,2563,Round 6
East of England,5-12,44,26/10/2020,7,575,Round 6
East of England,13-17,44,26/10/2020,1,327,Round 6
East of England,18-24,44,26/10/2020,1,329,Round 6
East of England,25-34,44,26/10/2020,7,699,Round 6
East of England,35-44,44,26/10/2020,6,1008,Round 6
East of England,45-54,44,26/10/2020,13,1182,Round 6
East of England,55-64,44,26/10/2020,10,1229,Round 6
East of England,65+,44,26/10/2020,5,1298,Round 6
London,5-12,44,26/10/2020,5,426,Round 6
London,13-17,44,26/10/2020,2,225,Round 6
London,18-24,44,26/10/2020,3,223,Round 6
London,25-34,44,26/10/2020,9,944,Round 6
London,35-44,44,26/10/2020,9,1104,Round 6
London,45-54,44,26/10/2020,10,943,Round 6
London,55-64,44,26/10/2020,4,790,Round 6
London,65+,44,26/10/2020,3,722,Round 6
Midlands,5-12,44,26/10/2020,3,692,Round 6
Midlands,13-17,44,26/10/2020,9,427,Round 6
Midlands,18-24,44,26/10/2020,5,368,Round 6
Midlands,25-34,44,26/10/2020,12,914,Round 6
Midlands,35-44,44,26/10/2020,18,1287,Round 6
Midlands,45-54,44,26/10/2020,19,1747,Round 6
Midlands,55-64,44,26/10/2020,26,1730,Round 6
Midlands,65+,44,26/10/2020,18,1918,Round 6
North East and Yorkshire,5-12,44,26/10/2020,8,338,Round 6
North East and Yorkshire,13-17,44,26/10/2020,3,183,Round 6
North East and Yorkshire,18-24,44,26/10/2020,8,208,Round 6
North East and Yorkshire,25-34,44,26/10/2020,5,510,Round 6
North East and Yorkshire,35-44,44,26/10/2020,9,638,Round 6
North East and Yorkshire,45-54,44,26/10/2020,11,957,Round 6
North East and Yorkshire,55-64,44,26/10/2020,15,989,Round 6
North East and Yorkshire,65+,44,26/10/2020,17,1040,Round 6
North West,5-12,44,26/10/2020,4,275,Round 6
North West,13-17,44,26/10/2020,8,200,Round 6
North West,18-24,44,26/10/2020,9,182,Round 6
North West,25-34,44,26/10/2020,14,413,Round 6
North West,35-44,44,26/10/2020,12,585,Round 6
North West,45-54,44,26/10/2020,20,846,Round 6
North West,55-64,44,26/10/2020,8,854,Round 6
North West,65+,44,26/10/2020,21,953,Round 6
South East,5-12,44,26/10/2020,3,801,Round 6
South East,13-17,44,26/10/2020,6,419,Round 6
South East,18-24,44,26/10/2020,6,420,Round 6
South East,25-34,44,26/10/2020,8,1026,Round 6
South East,35-44,44,26/10/2020,11,1458,Round 6
South East,45-54,44,26/10/2020,11,1888,Round 6
South East,55-64,44,26/10/2020,11,1902,Round 6
South East,65+,44,26/10/2020,11,1946,Round 6
South West,5-12,44,26/10/2020,3,346,Round 6
South West,13-17,44,26/10/2020,2,200,Round 6
South West,18-24,44,26/10/2020,2,197,Round 6
South West,25-34,44,26/10/2020,2,490,Round 6
South West,35-44,44,26/10/2020,2,627,Round 6
South West,45-54,44,26/10/2020,6,910,Round 6
South West,55-64,44,26/10/2020,12,971,Round 6
South West,65+,44,26/10/2020,2,1097,Round 6
East of England,5-12,45,02/11/2020,1,58,Round 6
East of England,13-17,45,02/11/2020,0,29,Round 6
East of England,18-24,45,02/11/2020,1,35,Round 6
East of England,25-34,45,02/11/2020,1,86,Round 6
East of England,35-44,45,02/11/2020,0,121,Round 6
East of England,45-54,45,02/11/2020,0,152,Round 6
East of England,55-64,45,02/11/2020,1,129,Round 6
East of England,65+,45,02/11/2020,0,81,Round 6
London,5-12,45,02/11/2020,0,53,Round 6
London,13-17,45,02/11/2020,0,22,Round 6
London,18-24,45,02/11/2020,0,32,Round 6
London,25-34,45,02/11/2020,3,141,Round 6
London,35-44,45,02/11/2020,2,168,Round 6
London,45-54,45,02/11/2020,2,129,Round 6
London,55-64,45,02/11/2020,1,84,Round 6
London,65+,45,02/11/2020,0,50,Round 6
Midlands,5-12,45,02/11/2020,0,76,Round 6
Midlands,13-17,45,02/11/2020,2,42,Round 6
Midlands,18-24,45,02/11/2020,0,61,Round 6
Midlands,25-34,45,02/11/2020,4,107,Round 6
Midlands,35-44,45,02/11/2020,1,151,Round 6
Midlands,45-54,45,02/11/2020,5,185,Round 6
Midlands,55-64,45,02/11/2020,1,155,Round 6
Midlands,65+,45,02/11/2020,1,116,Round 6
North East and Yorkshire,5-12,45,02/11/2020,0,38,Round 6
North East and Yorkshire,13-17,45,02/11/2020,1,10,Round 6
North East and Yorkshire,18-24,45,02/11/2020,1,13,Round 6
North East and Yorkshire,25-34,45,02/11/2020,0,42,Round 6
North East and Yorkshire,35-44,45,02/11/2020,1,75,Round 6
North East and Yorkshire,45-54,45,02/11/2020,3,97,Round 6
North East and Yorkshire,55-64,45,02/11/2020,2,64,Round 6
North East and Yorkshire,65+,45,02/11/2020,1,57,Round 6
North West,5-12,45,02/11/2020,2,22,Round 6
North West,13-17,45,02/11/2020,0,11,Round 6
North West,18-24,45,02/11/2020,0,15,Round 6
North West,25-34,45,02/11/2020,2,50,Round 6
North West,35-44,45,02/11/2020,0,64,Round 6
North West,45-54,45,02/11/2020,3,93,Round 6
North West,55-64,45,02/11/2020,2,60,Round 6
North West,65+,45,02/11/2020,0,57,Round 6
South East,5-12,45,02/11/2020,1,108,Round 6
South East,13-17,45,02/11/2020,1,42,Round 6
South East,18-24,45,02/11/2020,1,54,Round 6
South East,25-34,45,02/11/2020,5,128,Round 6
South East,35-44,45,02/11/2020,2,219,Round 6
South East,45-54,45,02/11/2020,3,205,Round 6
South East,55-64,45,02/11/2020,1,159,Round 6
South East,65+,45,02/11/2020,2,144,Round 6
South West,5-12,45,02/11/2020,0,35,Round 6
South West,13-17,45,02/11/2020,1,23,Round 6
South West,18-24,45,02/11/2020,2,30,Round 6
South West,25-34,45,02/11/2020,1,64,Round 6
South West,35-44,45,02/11/2020,2,94,Round 6
South West,45-54,45,02/11/2020,0,121,Round 6
South West,55-64,45,02/11/2020,0,84,Round 6
South West,65+,45,02/11/2020,0,76,Round 6
East of England,5-12,46,09/11/2020,0,18,Round 7
East of England,13-17,46,09/11/2020,0,25,Round 7
East of England,18-24,46,09/11/2020,0,16,Round 7
East of England,25-34,46,09/11/2020,0,22,Round 7
East of England,35-44,46,09/11/2020,0,20,Round 7
East of England,45-54,46,09/11/2020,0,30,Round 7
East of England,55-64,46,09/11/2020,0,37,Round 7
East of England,65+,46,09/11/2020,0,89,Round 7
London,5-12,46,09/11/2020,0,10,Round 7
London,13-17,46,09/11/2020,0,12,Round 7
London,18-24,46,09/11/2020,0,6,Round 7
London,25-34,46,09/11/2020,0,14,Round 7
London,35-44,46,09/11/2020,0,12,Round 7
London,45-54,46,09/11/2020,0,15,Round 7
London,55-64,46,09/11/2020,0,20,Round 7
London,65+,46,09/11/2020,0,27,Round 7
Midlands,5-12,46,09/11/2020,0,33,Round 7
Midlands,13-17,46,09/11/2020,3,35,Round 7
Midlands,18-24,46,09/11/2020,2,21,Round 7
Midlands,25-34,46,09/11/2020,0,34,Round 7
Midlands,35-44,46,09/11/2020,0,36,Round 7
Midlands,45-54,46,09/11/2020,2,37,Round 7
Midlands,55-64,46,09/11/2020,1,52,Round 7
Midlands,65+,46,09/11/2020,2,132,Round 7
North East and Yorkshire,5-12,46,09/11/2020,0,12,Round 7
North East and Yorkshire,13-17,46,09/11/2020,0,14,Round 7
North East and Yorkshire,18-24,46,09/11/2020,0,8,Round 7
North East and Yorkshire,25-34,46,09/11/2020,0,14,Round 7
North East and Yorkshire,35-44,46,09/11/2020,1,16,Round 7
North East and Yorkshire,45-54,46,09/11/2020,0,26,Round 7
North East and Yorkshire,55-64,46,09/11/2020,0,31,Round 7
North East and Yorkshire,65+,46,09/11/2020,1,84,Round 7
North West,5-12,46,09/11/2020,0,12,Round 7
North West,13-17,46,09/11/2020,0,16,Round 7
North West,18-24,46,09/11/2020,0,14,Round 7
North West,25-34,46,09/11/2020,0,16,Round 7
North West,35-44,46,09/11/2020,0,21,Round 7
North West,45-54,46,09/11/2020,0,23,Round 7
North West,55-64,46,09/11/2020,1,28,Round 7
North West,65+,46,09/11/2020,1,70,Round 7
South East,5-12,46,09/11/2020,1,29,Round 7
South East,13-17,46,09/11/2020,0,20,Round 7
South East,18-24,46,09/11/2020,0,19,Round 7
South East,25-34,46,09/11/2020,0,16,Round 7
South East,35-44,46,09/11/2020,0,22,Round 7
South East,45-54,46,09/11/2020,0,32,Round 7
South East,55-64,46,09/11/2020,0,38,Round 7
South East,65+,46,09/11/2020,1,89,Round 7
South West,5-12,46,09/11/2020,0,11,Round 7
South West,13-17,46,09/11/2020,0,14,Round 7
South West,18-24,46,09/11/2020,0,10,Round 7
South West,25-34,46,09/11/2020,0,15,Round 7
South West,35-44,46,09/11/2020,0,10,Round 7
South West,45-54,46,09/11/2020,0,12,Round 7
South West,55-64,46,09/11/2020,0,17,Round 7
South West,65+,46,09/11/2020,0,53,Round 7
East of England,5-12,47,16/11/2020,10,1188,Round 7
East of England,13-17,47,16/11/2020,12,1053,Round 7
East of England,18-24,47,16/11/2020,6,628,Round 7
East of England,25-34,47,16/11/2020,9,1206,Round 7
East of England,35-44,47,16/11/2020,7,1891,Round 7
East of England,45-54,47,16/11/2020,12,2547,Round 7
East of England,55-64,47,16/11/2020,10,2907,Round 7
East of England,65+,47,16/11/2020,14,4706,Round 7
London,5-12,47,16/11/2020,9,676,Round 7
London,13-17,47,16/11/2020,10,552,Round 7
London,18-24,47,16/11/2020,9,406,Round 7
London,25-34,47,16/11/2020,10,1217,Round 7
London,35-44,47,16/11/2020,16,1415,Round 7
London,45-54,47,16/11/2020,10,1416,Round 7
London,55-64,47,16/11/2020,3,1326,Round 7
London,65+,47,16/11/2020,1,1666,Round 7
Midlands,5-12,47,16/11/2020,26,1599,Round 7
Midlands,13-17,47,16/11/2020,27,1526,Round 7
Midlands,18-24,47,16/11/2020,20,926,Round 7
Midlands,25-34,47,16/11/2020,14,1932,Round 7
Midlands,35-44,47,16/11/2020,22,2609,Round 7
Midlands,45-54,47,16/11/2020,49,3830,Round 7
Midlands,55-64,47,16/11/2020,44,4594,Round 7
Midlands,65+,47,16/11/2020,49,7335,Round 7
North East and Yorkshire,5-12,47,16/11/2020,6,776,Round 7
North East and Yorkshire,13-17,47,16/11/2020,12,730,Round 7
North East and Yorkshire,18-24,47,16/11/2020,8,452,Round 7
North East and Yorkshire,25-34,47,16/11/2020,14,990,Round 7
North East and Yorkshire,35-44,47,16/11/2020,13,1312,Round 7
North East and Yorkshire,45-54,47,16/11/2020,17,1840,Round 7
North East and Yorkshire,55-64,47,16/11/2020,15,2494,Round 7
North East and Yorkshire,65+,47,16/11/2020,14,3916,Round 7
North West,5-12,47,16/11/2020,13,630,Round 7
North West,13-17,47,16/11/2020,14,619,Round 7
North West,18-24,47,16/11/2020,3,384,Round 7
North West,25-34,47,16/11/2020,11,757,Round 7
North West,35-44,47,16/11/2020,14,1102,Round 7
North West,45-54,47,16/11/2020,12,1551,Round 7
North West,55-64,47,16/11/2020,16,2075,Round 7
North West,65+,47,16/11/2020,26,3410,Round 7
South East,5-12,47,16/11/2020,19,1837,Round 7
South East,13-17,47,16/11/2020,26,1528,Round 7
South East,18-24,47,16/11/2020,11,832,Round 7
South East,25-34,47,16/11/2020,10,1677,Round 7
South East,35-44,47,16/11/2020,15,2724,Round 7
South East,45-54,47,16/11/2020,30,3755,Round 7
South East,55-64,47,16/11/2020,22,4459,Round 7
South East,65+,47,16/11/2020,26,7078,Round 7
South West,5-12,47,16/11/2020,6,660,Round 7
South West,13-17,47,16/11/2020,9,518,Round 7
South West,18-24,47,16/11/2020,3,321,Round 7
South West,25-34,47,16/11/2020,4,651,Round 7
South West,35-44,47,16/11/2020,8,1040,Round 7
South West,45-54,47,16/11/2020,12,1347,Round 7
South West,55-64,47,16/11/2020,9,1892,Round 7
South West,65+,47,16/11/2020,6,3159,Round 7
East of England,5-12,48,23/11/2020,3,547,Round 7
East of England,13-17,48,23/11/2020,4,372,Round 7
East of England,18-24,48,23/11/2020,2,290,Round 7
East of England,25-34,48,23/11/2020,7,680,Round 7
East of England,35-44,48,23/11/2020,5,1007,Round 7
East of England,45-54,48,23/11/2020,11,1295,Round 7
East of England,55-64,48,23/11/2020,3,1290,Round 7
East of England,65+,48,23/11/2020,5,1714,Round 7
London,5-12,48,23/11/2020,8,369,Round 7
London,13-17,48,23/11/2020,8,268,Round 7
London,18-24,48,23/11/2020,2,226,Round 7
London,25-34,48,23/11/2020,9,828,Round 7
London,35-44,48,23/11/2020,11,960,Round 7
London,45-54,48,23/11/2020,8,845,Round 7
London,55-64,48,23/11/2020,6,780,Round 7
London,65+,48,23/11/2020,2,791,Round 7
Midlands,5-12,48,23/11/2020,12,684,Round 7
Midlands,13-17,48,23/11/2020,12,564,Round 7
Midlands,18-24,48,23/11/2020,6,417,Round 7
Midlands,25-34,48,23/11/2020,11,942,Round 7
Midlands,35-44,48,23/11/2020,10,1286,Round 7
Midlands,45-54,48,23/11/2020,17,1778,Round 7
Midlands,55-64,48,23/11/2020,21,1984,Round 7
Midlands,65+,48,23/11/2020,12,2490,Round 7
North East and Yorkshire,5-12,48,23/11/2020,9,367,Round 7
North East and Yorkshire,13-17,48,23/11/2020,4,295,Round 7
North East and Yorkshire,18-24,48,23/11/2020,1,197,Round 7
North East and Yorkshire,25-34,48,23/11/2020,3,484,Round 7
North East and Yorkshire,35-44,48,23/11/2020,14,644,Round 7
North East and Yorkshire,45-54,48,23/11/2020,11,980,Round 7
North East and Yorkshire,55-64,48,23/11/2020,3,1096,Round 7
North East and Yorkshire,65+,48,23/11/2020,10,1500,Round 7
North West,5-12,48,23/11/2020,1,302,Round 7
North West,13-17,48,23/11/2020,1,211,Round 7
North West,18-24,48,23/11/2020,4,173,Round 7
North West,25-34,48,23/11/2020,7,405,Round 7
North West,35-44,48,23/11/2020,7,612,Round 7
North West,45-54,48,23/11/2020,6,802,Round 7
North West,55-64,48,23/11/2020,7,959,Round 7
North West,65+,48,23/11/2020,3,1206,Round 7
South East,5-12,48,23/11/2020,12,865,Round 7
South East,13-17,48,23/11/2020,12,619,Round 7
South East,18-24,48,23/11/2020,4,444,Round 7
South East,25-34,48,23/11/2020,5,957,Round 7
South East,35-44,48,23/11/2020,11,1611,Round 7
South East,45-54,48,23/11/2020,4,1934,Round 7
South East,55-64,48,23/11/2020,10,2031,Round 7
South East,65+,48,23/11/2020,8,2507,Round 7
South West,5-12,48,23/11/2020,1,350,Round 7
South West,13-17,48,23/11/2020,5,328,Round 7
South West,18-24,48,23/11/2020,2,212,Round 7
South West,25-34,48,23/11/2020,4,474,Round 7
South West,35-44,48,23/11/2020,0,634,Round 7
South West,45-54,48,23/11/2020,6,929,Round 7
South West,55-64,48,23/11/2020,6,1072,Round 7
South West,65+,48,23/11/2020,4,1483,Round 7
East of England,5-12,49,30/11/2020,1,140,Round 7
East of England,13-17,49,30/11/2020,3,87,Round 7
East of England,18-24,49,30/11/2020,1,66,Round 7
East of England,25-34,49,30/11/2020,0,186,Round 7
East of England,35-44,49,30/11/2020,0,267,Round 7
East of England,45-54,49,30/11/2020,3,344,Round 7
East of England,55-64,49,30/11/2020,1,294,Round 7
East of England,65+,49,30/11/2020,2,288,Round 7
London,5-12,49,30/11/2020,1,138,Round 7
London,13-17,49,30/11/2020,5,61,Round 7
London,18-24,49,30/11/2020,0,64,Round 7
London,25-34,49,30/11/2020,3,312,Round 7
London,35-44,49,30/11/2020,0,355,Round 7
London,45-54,49,30/11/2020,2,291,Round 7
London,55-64,49,30/11/2020,2,222,Round 7
London,65+,49,30/11/2020,1,185,Round 7
Midlands,5-12,49,30/11/2020,0,133,Round 7
Midlands,13-17,49,30/11/2020,0,96,Round 7
Midlands,18-24,49,30/11/2020,0,73,Round 7
Midlands,25-34,49,30/11/2020,3,222,Round 7
Midlands,35-44,49,30/11/2020,1,285,Round 7
Midlands,45-54,49,30/11/2020,3,400,Round 7
Midlands,55-64,49,30/11/2020,1,407,Round 7
Midlands,65+,49,30/11/2020,0,373,Round 7
North East and Yorkshire,5-12,49,30/11/2020,1,79,Round 7
North East and Yorkshire,13-17,49,30/11/2020,2,47,Round 7
North East and Yorkshire,18-24,49,30/11/2020,0,54,Round 7
North East and Yorkshire,25-34,49,30/11/2020,2,135,Round 7
North East and Yorkshire,35-44,49,30/11/2020,1,163,Round 7
