"nhs_region","age_group","react_week_number","react_week_start_date","number_positive","number_samples","round"
"South East","55-64",34,2020-08-17,0,934,"Round 4"
"South East","55-64",35,2020-08-24,3,3446,"Round 4"
"South East","55-64",36,2020-08-31,2,1843,"Round 4"
"South East","55-64",37,2020-09-07,0,126,"Round 4"
"South East","65+",34,2020-08-17,0,1655,"Round 4"
"South East","65+",35,2020-08-24,2,5367,"Round 4"
"South East","65+",36,2020-08-31,1,1901,"Round 4"
"South East","65+",37,2020-09-07,0,110,"Round 4"
"South West","35-44",34,2020-08-17,0,185,"Round 4"
"South West","35-44",35,2020-08-24,0,659,"Round 4"
"South West","35-44",36,2020-08-31,0,698,"Round 4"
"South West","35-44",37,2020-09-07,1,92,"Round 4"
"South West","5-12",34,2020-08-17,0,119,"Round 4"
"South West","5-12",35,2020-08-24,0,381,"Round 4"
"South West","5-12",36,2020-08-31,0,428,"Round 4"
"South West","5-12",37,2020-09-07,0,44,"Round 4"
"South West","13-17",34,2020-08-17,0,118,"Round 4"
"South West","13-17",35,2020-08-24,0,342,"Round 4"
"South West","13-17",36,2020-08-31,0,262,"Round 4"
"South West","13-17",37,2020-09-07,0,29,"Round 4"
"South West","18-24",34,2020-08-17,0,81,"Round 4"
"South West","18-24",35,2020-08-24,2,222,"Round 4"
"South West","18-24",36,2020-08-31,0,212,"Round 4"
"South West","18-24",37,2020-09-07,0,19,"Round 4"
"South West","25-34",34,2020-08-17,0,133,"Round 4"
"South West","25-34",35,2020-08-24,1,487,"Round 4"
"South West","25-34",36,2020-08-31,0,436,"Round 4"
"South West","25-34",37,2020-09-07,0,53,"Round 4"
"South West","45-54",34,2020-08-17,0,260,"Round 4"
"South West","45-54",35,2020-08-24,0,1028,"Round 4"
"South West","45-54",36,2020-08-31,1,911,"Round 4"
"South West","45-54",37,2020-09-07,0,144,"Round 4"
"South West","55-64",34,2020-08-17,0,337,"Round 4"
"South West","55-64",35,2020-08-24,0,1389,"Round 4"
"South West","55-64",36,2020-08-31,1,981,"Round 4"
"South West","55-64",37,2020-09-07,1,135,"Round 4"
"South West","65+",34,2020-08-17,0,677,"Round 4"
"South West","65+",35,2020-08-24,1,2429,"Round 4"
"South West","65+",36,2020-08-31,2,1173,"Round 4"
"South West","65+",37,2020-09-07,0,129,"Round 4"
NA,"55-64",34,2020-08-17,0,1,"Round 4"
"East of England","35-44",38,2020-09-14,0,421,"Round 5"
"East of England","35-44",39,2020-09-21,5,1792,"Round 5"
"East of England","35-44",40,2020-09-28,0,1183,"Round 5"
"East of England","35-44",41,2020-10-05,0,89,"Round 5"
"East of England","5-12",38,2020-09-14,2,392,"Round 5"
"East of England","5-12",39,2020-09-21,5,1138,"Round 5"
"East of England","5-12",40,2020-09-28,1,586,"Round 5"
"East of England","5-12",41,2020-10-05,0,43,"Round 5"
"East of England","13-17",38,2020-09-14,2,357,"Round 5"
"East of England","13-17",39,2020-09-21,3,861,"Round 5"
"East of England","13-17",40,2020-09-28,3,361,"Round 5"
"East of England","13-17",41,2020-10-05,0,21,"Round 5"
"East of England","18-24",38,2020-09-14,1,143,"Round 5"
"East of England","18-24",39,2020-09-21,2,582,"Round 5"
"East of England","18-24",40,2020-09-28,2,304,"Round 5"
"East of England","18-24",41,2020-10-05,0,29,"Round 5"
"East of England","25-34",38,2020-09-14,1,294,"Round 5"
"East of England","25-34",39,2020-09-21,1,1122,"Round 5"
"East of England","25-34",40,2020-09-28,1,720,"Round 5"
"East of England","25-34",41,2020-10-05,1,68,"Round 5"
"East of England","45-54",38,2020-09-14,3,482,"Round 5"
"East of England","45-54",39,2020-09-21,7,2350,"Round 5"
"East of England","45-54",40,2020-09-28,8,1518,"Round 5"
"East of England","45-54",41,2020-10-05,1,105,"Round 5"
"East of England","55-64",38,2020-09-14,0,552,"Round 5"
"East of England","55-64",39,2020-09-21,5,2519,"Round 5"
"East of England","55-64",40,2020-09-28,7,1536,"Round 5"
"East of England","55-64",41,2020-10-05,0,81,"Round 5"
"East of England","65+",38,2020-09-14,2,942,"Round 5"
"East of England","65+",39,2020-09-21,12,4027,"Round 5"
"East of England","65+",40,2020-09-28,8,1591,"Round 5"
"East of England","65+",41,2020-10-05,0,74,"Round 5"
"London","35-44",38,2020-09-14,1,231,"Round 5"
"London","35-44",39,2020-09-21,12,1558,"Round 5"
"London","35-44",40,2020-09-28,11,1238,"Round 5"
"London","35-44",41,2020-10-05,0,112,"Round 5"
"London","5-12",38,2020-09-14,0,198,"Round 5"
"London","5-12",39,2020-09-21,3,849,"Round 5"
"London","5-12",40,2020-09-28,4,533,"Round 5"
"London","5-12",41,2020-10-05,0,36,"Round 5"
"London","13-17",38,2020-09-14,0,225,"Round 5"
"London","13-17",39,2020-09-21,2,587,"Round 5"
"London","13-17",40,2020-09-28,1,242,"Round 5"
"London","13-17",41,2020-10-05,0,17,"Round 5"
"London","18-24",38,2020-09-14,0,89,"Round 5"
"London","18-24",39,2020-09-21,2,355,"Round 5"
"London","18-24",40,2020-09-28,0,242,"Round 5"
"London","18-24",41,2020-10-05,0,21,"Round 5"
"London","25-34",38,2020-09-14,1,217,"Round 5"
"London","25-34",39,2020-09-21,9,1249,"Round 5"
"London","25-34",40,2020-09-28,5,977,"Round 5"
"London","25-34",41,2020-10-05,0,90,"Round 5"
"London","45-54",38,2020-09-14,2,244,"Round 5"
"London","45-54",39,2020-09-21,10,1457,"Round 5"
"London","45-54",40,2020-09-28,5,1087,"Round 5"
"London","45-54",41,2020-10-05,0,92,"Round 5"
"London","55-64",38,2020-09-14,1,248,"Round 5"
"London","55-64",39,2020-09-21,4,1353,"Round 5"
"London","55-64",40,2020-09-28,0,924,"Round 5"
"London","55-64",41,2020-10-05,1,74,"Round 5"
"London","65+",38,2020-09-14,1,341,"Round 5"
"London","65+",39,2020-09-21,1,1587,"Round 5"
"London","65+",40,2020-09-28,2,848,"Round 5"
"London","65+",41,2020-10-05,0,43,"Round 5"
"Midlands","35-44",38,2020-09-14,4,641,"Round 5"
"Midlands","35-44",39,2020-09-21,10,2325,"Round 5"
"Midlands","35-44",40,2020-09-28,8,1472,"Round 5"
"Midlands","35-44",41,2020-10-05,0,115,"Round 5"
"Midlands","5-12",38,2020-09-14,1,566,"Round 5"
"Midlands","5-12",39,2020-09-21,3,1455,"Round 5"
"Midlands","5-12",40,2020-09-28,1,752,"Round 5"
"Midlands","5-12",41,2020-10-05,1,64,"Round 5"
"Midlands","13-17",38,2020-09-14,1,579,"Round 5"
"Midlands","13-17",39,2020-09-21,7,1158,"Round 5"
"Midlands","13-17",40,2020-09-28,3,500,"Round 5"
"Midlands","13-17",41,2020-10-05,1,31,"Round 5"
"Midlands","18-24",38,2020-09-14,3,253,"Round 5"
"Midlands","18-24",39,2020-09-21,8,776,"Round 5"
"Midlands","18-24",40,2020-09-28,6,406,"Round 5"
"Midlands","18-24",41,2020-10-05,3,41,"Round 5"
"Midlands","25-34",38,2020-09-14,2,455,"Round 5"
"Midlands","25-34",39,2020-09-21,8,1671,"Round 5"
"Midlands","25-34",40,2020-09-28,7,959,"Round 5"
"Midlands","25-34",41,2020-10-05,0,72,"Round 5"
"Midlands","45-54",38,2020-09-14,7,776,"Round 5"
"Midlands","45-54",39,2020-09-21,11,3321,"Round 5"
"Midlands","45-54",40,2020-09-28,12,2109,"Round 5"
"Midlands","45-54",41,2020-10-05,1,162,"Round 5"
"Midlands","55-64",38,2020-09-14,6,837,"Round 5"
"Midlands","55-64",39,2020-09-21,11,3745,"Round 5"
"Midlands","55-64",40,2020-09-28,7,2140,"Round 5"
"Midlands","55-64",41,2020-10-05,0,132,"Round 5"
"Midlands","65+",38,2020-09-14,3,1415,"Round 5"
"Midlands","65+",39,2020-09-21,14,5748,"Round 5"
"Midlands","65+",40,2020-09-28,13,2488,"Round 5"
"Midlands","65+",41,2020-10-05,2,92,"Round 5"
"North East and Yorkshire","35-44",38,2020-09-14,1,373,"Round 5"
"North East and Yorkshire","35-44",39,2020-09-21,3,1268,"Round 5"
"North East and Yorkshire","35-44",40,2020-09-28,8,748,"Round 5"
"North East and Yorkshire","35-44",41,2020-10-05,1,49,"Round 5"
"North East and Yorkshire","5-12",38,2020-09-14,3,293,"Round 5"
"North East and Yorkshire","5-12",39,2020-09-21,6,735,"Round 5"
"North East and Yorkshire","5-12",40,2020-09-28,3,353,"Round 5"
"North East and Yorkshire","5-12",41,2020-10-05,0,19,"Round 5"
"North East and Yorkshire","13-17",38,2020-09-14,1,286,"Round 5"
"North East and Yorkshire","13-17",39,2020-09-21,5,645,"Round 5"
"North East and Yorkshire","13-17",40,2020-09-28,6,239,"Round 5"
"North East and Yorkshire","13-17",41,2020-10-05,0,8,"Round 5"
"North East and Yorkshire","18-24",38,2020-09-14,4,164,"Round 5"
"North East and Yorkshire","18-24",39,2020-09-21,6,420,"Round 5"
"North East and Yorkshire","18-24",40,2020-09-28,9,264,"Round 5"
"North East and Yorkshire","18-24",41,2020-10-05,0,26,"Round 5"
"North East and Yorkshire","25-34",38,2020-09-14,6,286,"Round 5"
"North East and Yorkshire","25-34",39,2020-09-21,5,914,"Round 5"
"North East and Yorkshire","25-34",40,2020-09-28,5,539,"Round 5"
"North East and Yorkshire","25-34",41,2020-10-05,0,29,"Round 5"
"North East and Yorkshire","45-54",38,2020-09-14,7,434,"Round 5"
"North East and Yorkshire","45-54",39,2020-09-21,11,1808,"Round 5"
"North East and Yorkshire","45-54",40,2020-09-28,8,1012,"Round 5"
"North East and Yorkshire","45-54",41,2020-10-05,0,49,"Round 5"
"North East and Yorkshire","55-64",38,2020-09-14,3,526,"Round 5"
"North East and Yorkshire","55-64",39,2020-09-21,8,2288,"Round 5"
"North East and Yorkshire","55-64",40,2020-09-28,4,1175,"Round 5"
"North East and Yorkshire","55-64",41,2020-10-05,0,48,"Round 5"
"North East and Yorkshire","65+",38,2020-09-14,1,918,"Round 5"
"North East and Yorkshire","65+",39,2020-09-21,13,3438,"Round 5"
"North East and Yorkshire","65+",40,2020-09-28,10,1214,"Round 5"
"North East and Yorkshire","65+",41,2020-10-05,1,39,"Round 5"
"North West","35-44",38,2020-09-14,4,291,"Round 5"
"North West","35-44",39,2020-09-21,17,1206,"Round 5"
"North West","35-44",40,2020-09-28,13,718,"Round 5"
"North West","35-44",41,2020-10-05,1,34,"Round 5"
"North West","5-12",38,2020-09-14,1,231,"Round 5"
"North West","5-12",39,2020-09-21,5,735,"Round 5"
"North West","5-12",40,2020-09-28,4,340,"Round 5"
"North West","5-12",41,2020-10-05,0,10,"Round 5"
"North West","13-17",38,2020-09-14,1,243,"Round 5"
"North West","13-17",39,2020-09-21,7,584,"Round 5"
"North West","13-17",40,2020-09-28,3,209,"Round 5"
"North West","13-17",41,2020-10-05,0,8,"Round 5"
"North West","18-24",38,2020-09-14,3,117,"Round 5"
"North West","18-24",39,2020-09-21,14,364,"Round 5"
"North West","18-24",40,2020-09-28,9,200,"Round 5"
"North West","18-24",41,2020-10-05,0,20,"Round 5"
"North West","25-34",38,2020-09-14,5,229,"Round 5"
"North West","25-34",39,2020-09-21,14,797,"Round 5"
"North West","25-34",40,2020-09-28,2,458,"Round 5"
"North West","25-34",41,2020-10-05,1,30,"Round 5"
"North West","45-54",38,2020-09-14,2,357,"Round 5"
"North West","45-54",39,2020-09-21,18,1534,"Round 5"
"North West","45-54",40,2020-09-28,11,919,"Round 5"
"North West","45-54",41,2020-10-05,2,53,"Round 5"
"North West","55-64",38,2020-09-14,1,413,"Round 5"
"North West","55-64",39,2020-09-21,22,1870,"Round 5"
"North West","55-64",40,2020-09-28,12,1007,"Round 5"
"North West","55-64",41,2020-10-05,0,62,"Round 5"
"North West","65+",38,2020-09-14,3,672,"Round 5"
"North West","65+",39,2020-09-21,16,2744,"Round 5"
"North West","65+",40,2020-09-28,6,1016,"Round 5"
"North West","65+",41,2020-10-05,0,35,"Round 5"
"South East","35-44",38,2020-09-14,2,594,"Round 5"
"South East","35-44",39,2020-09-21,10,2653,"Round 5"
"South East","35-44",40,2020-09-28,6,1711,"Round 5"
"South East","35-44",41,2020-10-05,0,130,"Round 5"
"South East","5-12",38,2020-09-14,2,535,"Round 5"
"South East","5-12",39,2020-09-21,2,1689,"Round 5"
"South East","5-12",40,2020-09-28,5,891,"Round 5"
"South East","5-12",41,2020-10-05,0,74,"Round 5"
"South East","13-17",38,2020-09-14,3,506,"Round 5"
"South East","13-17",39,2020-09-21,3,1261,"Round 5"
"South East","13-17",40,2020-09-28,2,556,"Round 5"
"South East","13-17",41,2020-10-05,0,39,"Round 5"
"South East","18-24",38,2020-09-14,1,242,"Round 5"
"South East","18-24",39,2020-09-21,2,730,"Round 5"
"South East","18-24",40,2020-09-28,4,423,"Round 5"
"South East","18-24",41,2020-10-05,1,41,"Round 5"
"South East","25-34",38,2020-09-14,1,390,"Round 5"
"South East","25-34",39,2020-09-21,4,1559,"Round 5"
"South East","25-34",40,2020-09-28,3,1067,"Round 5"
"South East","25-34",41,2020-10-05,0,82,"Round 5"
"South East","45-54",38,2020-09-14,0,711,"Round 5"
"South East","45-54",39,2020-09-21,7,3561,"Round 5"
"South East","45-54",40,2020-09-28,7,2255,"Round 5"
"South East","45-54",41,2020-10-05,1,148,"Round 5"
"South East","55-64",38,2020-09-14,0,758,"Round 5"
"South East","55-64",39,2020-09-21,8,3981,"Round 5"
"South East","55-64",40,2020-09-28,3,2249,"Round 5"
"South East","55-64",41,2020-10-05,0,128,"Round 5"
"South East","65+",38,2020-09-14,0,1397,"Round 5"
"South East","65+",39,2020-09-21,18,5991,"Round 5"
"South East","65+",40,2020-09-28,5,2234,"Round 5"
"South East","65+",41,2020-10-05,1,93,"Round 5"
"South West","35-44",38,2020-09-14,0,181,"Round 5"
"South West","35-44",39,2020-09-21,0,850,"Round 5"
"South West","35-44",40,2020-09-28,3,748,"Round 5"
"South West","35-44",41,2020-10-05,0,84,"Round 5"
"South West","5-12",38,2020-09-14,0,172,"Round 5"
"South West","5-12",39,2020-09-21,5,585,"Round 5"
"South West","5-12",40,2020-09-28,1,376,"Round 5"
"South West","5-12",41,2020-10-05,0,35,"Round 5"
"South West","13-17",38,2020-09-14,0,164,"Round 5"
"South West","13-17",39,2020-09-21,4,445,"Round 5"
"South West","13-17",40,2020-09-28,0,257,"Round 5"
"South West","13-17",41,2020-10-05,1,28,"Round 5"
"South West","18-24",38,2020-09-14,0,79,"Round 5"
"South West","18-24",39,2020-09-21,0,240,"Round 5"
"South West","18-24",40,2020-09-28,2,213,"Round 5"
"South West","18-24",41,2020-10-05,0,13,"Round 5"
"South West","25-34",38,2020-09-14,0,131,"Round 5"
"South West","25-34",39,2020-09-21,3,560,"Round 5"
"South West","25-34",40,2020-09-28,1,533,"Round 5"
"South West","25-34",41,2020-10-05,0,54,"Round 5"
"South West","45-54",38,2020-09-14,1,261,"Round 5"
"South West","45-54",39,2020-09-21,7,1176,"Round 5"
"South West","45-54",40,2020-09-28,5,1095,"Round 5"
"South West","45-54",41,2020-10-05,0,113,"Round 5"
"South West","55-64",38,2020-09-14,1,269,"Round 5"
"South West","55-64",39,2020-09-21,6,1459,"Round 5"
"South West","55-64",40,2020-09-28,5,1227,"Round 5"
"South West","55-64",41,2020-10-05,1,107,"Round 5"
"South West","65+",38,2020-09-14,0,577,"Round 5"
"South West","65+",39,2020-09-21,4,2593,"Round 5"
"South West","65+",40,2020-09-28,5,1450,"Round 5"
"South West","65+",41,2020-10-05,0,98,"Round 5"
"East of England","35-44",42,2020-10-12,3,456,"Round 6"
"East of England","35-44",43,2020-10-19,10,1563,"Round 6"
"East of England","35-44",44,2020-10-26,6,1008,"Round 6"
"East of England","35-44",45,2020-11-02,0,121,"Round 6"
"East of England","5-12",42,2020-10-12,1,265,"Round 6"
"East of England","5-12",43,2020-10-19,10,857,"Round 6"
"East of England","5-12",44,2020-10-26,7,575,"Round 6"
"East of England","5-12",45,2020-11-02,1,58,"Round 6"
"East of England","13-17",42,2020-10-12,2,279,"Round 6"
"East of England","13-17",43,2020-10-19,2,672,"Round 6"
"East of England","13-17",44,2020-10-26,1,327,"Round 6"
"East of England","13-17",45,2020-11-02,0,29,"Round 6"
"East of England","18-24",42,2020-10-12,1,147,"Round 6"
"East of England","18-24",43,2020-10-19,6,452,"Round 6"
"East of England","18-24",44,2020-10-26,1,329,"Round 6"
"East of England","18-24",45,2020-11-02,1,35,"Round 6"
"East of England","25-34",42,2020-10-12,0,286,"Round 6"
"East of England","25-34",43,2020-10-19,6,1057,"Round 6"
"East of England","25-34",44,2020-10-26,7,699,"Round 6"
"East of England","25-34",45,2020-11-02,1,86,"Round 6"
"East of England","45-54",42,2020-10-12,2,541,"Round 6"
"East of England","45-54",43,2020-10-19,14,2106,"Round 6"
"East of England","45-54",44,2020-10-26,13,1182,"Round 6"
"East of England","45-54",45,2020-11-02,0,152,"Round 6"
"East of England","55-64",42,2020-10-12,2,590,"Round 6"
"East of England","55-64",43,2020-10-19,20,2527,"Round 6"
"East of England","55-64",44,2020-10-26,10,1229,"Round 6"
"East of England","55-64",45,2020-11-02,1,129,"Round 6"
"East of England","65+",42,2020-10-12,3,1065,"Round 6"
"East of England","65+",43,2020-10-19,16,3643,"Round 6"
"East of England","65+",44,2020-10-26,5,1298,"Round 6"
"East of England","65+",45,2020-11-02,0,81,"Round 6"
"London","35-44",42,2020-10-12,1,252,"Round 6"
"London","35-44",43,2020-10-19,13,1369,"Round 6"
"London","35-44",44,2020-10-26,9,1104,"Round 6"
"London","35-44",45,2020-11-02,2,168,"Round 6"
"London","5-12",42,2020-10-12,0,147,"Round 6"
"London","5-12",43,2020-10-19,5,543,"Round 6"
"London","5-12",44,2020-10-26,5,426,"Round 6"
"London","5-12",45,2020-11-02,0,53,"Round 6"
"London","13-17",42,2020-10-12,2,156,"Round 6"
"London","13-17",43,2020-10-19,5,407,"Round 6"
"London","13-17",44,2020-10-26,2,225,"Round 6"
"London","13-17",45,2020-11-02,0,22,"Round 6"
"London","18-24",42,2020-10-12,0,93,"Round 6"
"London","18-24",43,2020-10-19,9,345,"Round 6"
"London","18-24",44,2020-10-26,3,223,"Round 6"
"London","18-24",45,2020-11-02,0,32,"Round 6"
"London","25-34",42,2020-10-12,2,245,"Round 6"
"London","25-34",43,2020-10-19,15,1268,"Round 6"
"London","25-34",44,2020-10-26,9,944,"Round 6"
"London","25-34",45,2020-11-02,3,141,"Round 6"
"London","45-54",42,2020-10-12,0,249,"Round 6"
"London","45-54",43,2020-10-19,16,1320,"Round 6"
"London","45-54",44,2020-10-26,10,943,"Round 6"
"London","45-54",45,2020-11-02,2,129,"Round 6"
"London","55-64",42,2020-10-12,3,241,"Round 6"
"London","55-64",43,2020-10-19,9,1165,"Round 6"
"London","55-64",44,2020-10-26,4,790,"Round 6"
"London","55-64",45,2020-11-02,1,84,"Round 6"
"London","65+",42,2020-10-12,1,368,"Round 6"
"London","65+",43,2020-10-19,7,1430,"Round 6"
"London","65+",44,2020-10-26,3,722,"Round 6"
"London","65+",45,2020-11-02,0,50,"Round 6"
"Midlands","35-44",42,2020-10-12,5,681,"Round 6"
"Midlands","35-44",43,2020-10-19,25,2116,"Round 6"
"Midlands","35-44",44,2020-10-26,18,1287,"Round 6"
"Midlands","35-44",45,2020-11-02,1,151,"Round 6"
"Midlands","5-12",42,2020-10-12,3,413,"Round 6"
"Midlands","5-12",43,2020-10-19,10,1173,"Round 6"
"Midlands","5-12",44,2020-10-26,3,692,"Round 6"
"Midlands","5-12",45,2020-11-02,0,76,"Round 6"
"Midlands","13-17",42,2020-10-12,6,466,"Round 6"
"Midlands","13-17",43,2020-10-19,18,1008,"Round 6"
"Midlands","13-17",44,2020-10-26,9,427,"Round 6"
"Midlands","13-17",45,2020-11-02,2,42,"Round 6"
"Midlands","18-24",42,2020-10-12,6,243,"Round 6"
"Midlands","18-24",43,2020-10-19,15,692,"Round 6"
"Midlands","18-24",44,2020-10-26,5,368,"Round 6"
"Midlands","18-24",45,2020-11-02,0,61,"Round 6"
"Midlands","25-34",42,2020-10-12,8,490,"Round 6"
"Midlands","25-34",43,2020-10-19,23,1482,"Round 6"
"Midlands","25-34",44,2020-10-26,12,914,"Round 6"
"Midlands","25-34",45,2020-11-02,4,107,"Round 6"
"Midlands","45-54",42,2020-10-12,10,819,"Round 6"
"Midlands","45-54",43,2020-10-19,46,2966,"Round 6"
"Midlands","45-54",44,2020-10-26,19,1747,"Round 6"
"Midlands","45-54",45,2020-11-02,5,185,"Round 6"
"Midlands","55-64",42,2020-10-12,9,967,"Round 6"
"Midlands","55-64",43,2020-10-19,50,3620,"Round 6"
"Midlands","55-64",44,2020-10-26,26,1730,"Round 6"
"Midlands","55-64",45,2020-11-02,1,155,"Round 6"
"Midlands","65+",42,2020-10-12,10,1662,"Round 6"
"Midlands","65+",43,2020-10-19,53,5570,"Round 6"
"Midlands","65+",44,2020-10-26,18,1918,"Round 6"
"Midlands","65+",45,2020-11-02,1,116,"Round 6"
"North East and Yorkshire","35-44",42,2020-10-12,8,374,"Round 6"
"North East and Yorkshire","35-44",43,2020-10-19,17,1149,"Round 6"
"North East and Yorkshire","35-44",44,2020-10-26,9,638,"Round 6"
"North East and Yorkshire","35-44",45,2020-11-02,1,75,"Round 6"
"North East and Yorkshire","5-12",42,2020-10-12,2,216,"Round 6"
"North East and Yorkshire","5-12",43,2020-10-19,16,620,"Round 6"
"North East and Yorkshire","5-12",44,2020-10-26,8,338,"Round 6"
"North East and Yorkshire","5-12",45,2020-11-02,0,38,"Round 6"
"North East and Yorkshire","13-17",42,2020-10-12,4,248,"Round 6"
"North East and Yorkshire","13-17",43,2020-10-19,9,522,"Round 6"
"North East and Yorkshire","13-17",44,2020-10-26,3,183,"Round 6"
"North East and Yorkshire","13-17",45,2020-11-02,1,10,"Round 6"
"North East and Yorkshire","18-24",42,2020-10-12,3,140,"Round 6"
"North East and Yorkshire","18-24",43,2020-10-19,5,346,"Round 6"
"North East and Yorkshire","18-24",44,2020-10-26,8,208,"Round 6"
"North East and Yorkshire","18-24",45,2020-11-02,1,13,"Round 6"
"North East and Yorkshire","25-34",42,2020-10-12,4,249,"Round 6"
"North East and Yorkshire","25-34",43,2020-10-19,15,880,"Round 6"
"North East and Yorkshire","25-34",44,2020-10-26,5,510,"Round 6"
"North East and Yorkshire","25-34",45,2020-11-02,0,42,"Round 6"
"North East and Yorkshire","45-54",42,2020-10-12,6,499,"Round 6"
"North East and Yorkshire","45-54",43,2020-10-19,37,1580,"Round 6"
"North East and Yorkshire","45-54",44,2020-10-26,11,957,"Round 6"
"North East and Yorkshire","45-54",45,2020-11-02,3,97,"Round 6"
"North East and Yorkshire","55-64",42,2020-10-12,8,609,"Round 6"
"North East and Yorkshire","55-64",43,2020-10-19,30,2185,"Round 6"
"North East and Yorkshire","55-64",44,2020-10-26,15,989,"Round 6"
"North East and Yorkshire","55-64",45,2020-11-02,2,64,"Round 6"
"North East and Yorkshire","65+",42,2020-10-12,16,969,"Round 6"
"North East and Yorkshire","65+",43,2020-10-19,30,3090,"Round 6"
"North East and Yorkshire","65+",44,2020-10-26,17,1040,"Round 6"
"North East and Yorkshire","65+",45,2020-11-02,1,57,"Round 6"
"North West","35-44",42,2020-10-12,5,293,"Round 6"
"North West","35-44",43,2020-10-19,21,997,"Round 6"
"North West","35-44",44,2020-10-26,12,585,"Round 6"
"North West","35-44",45,2020-11-02,0,64,"Round 6"
"North West","5-12",42,2020-10-12,7,178,"Round 6"
"North West","5-12",43,2020-10-19,9,517,"Round 6"
"North West","5-12",44,2020-10-26,4,275,"Round 6"
"North West","5-12",45,2020-11-02,2,22,"Round 6"
"North West","13-17",42,2020-10-12,6,228,"Round 6"
"North West","13-17",43,2020-10-19,12,413,"Round 6"
"North West","13-17",44,2020-10-26,8,200,"Round 6"
"North West","13-17",45,2020-11-02,0,11,"Round 6"
"North West","18-24",42,2020-10-12,6,127,"Round 6"
"North West","18-24",43,2020-10-19,10,308,"Round 6"
"North West","18-24",44,2020-10-26,9,182,"Round 6"
"North West","18-24",45,2020-11-02,0,15,"Round 6"
"North West","25-34",42,2020-10-12,5,240,"Round 6"
"North West","25-34",43,2020-10-19,28,696,"Round 6"
"North West","25-34",44,2020-10-26,14,413,"Round 6"
"North West","25-34",45,2020-11-02,2,50,"Round 6"
"North West","45-54",42,2020-10-12,9,379,"Round 6"
"North West","45-54",43,2020-10-19,28,1390,"Round 6"
"North West","45-54",44,2020-10-26,20,846,"Round 6"
"North West","45-54",45,2020-11-02,3,93,"Round 6"
"North West","55-64",42,2020-10-12,7,506,"Round 6"
"North West","55-64",43,2020-10-19,48,1738,"Round 6"
"North West","55-64",44,2020-10-26,8,854,"Round 6"
"North West","55-64",45,2020-11-02,2,60,"Round 6"
"North West","65+",42,2020-10-12,7,804,"Round 6"
"North West","65+",43,2020-10-19,48,2587,"Round 6"
"North West","65+",44,2020-10-26,21,953,"Round 6"
"North West","65+",45,2020-11-02,0,57,"Round 6"
"South East","35-44",42,2020-10-12,3,530,"Round 6"
"South East","35-44",43,2020-10-19,19,2433,"Round 6"
"South East","35-44",44,2020-10-26,11,1458,"Round 6"
"South East","35-44",45,2020-11-02,2,219,"Round 6"
"South East","5-12",42,2020-10-12,2,361,"Round 6"
"South East","5-12",43,2020-10-19,6,1397,"Round 6"
"South East","5-12",44,2020-10-26,3,801,"Round 6"
"South East","5-12",45,2020-11-02,1,108,"Round 6"
"South East","13-17",42,2020-10-12,5,409,"Round 6"
"South East","13-17",43,2020-10-19,7,1061,"Round 6"
"South East","13-17",44,2020-10-26,6,419,"Round 6"
"South East","13-17",45,2020-11-02,1,42,"Round 6"
"South East","18-24",42,2020-10-12,2,180,"Round 6"
"South East","18-24",43,2020-10-19,9,689,"Round 6"
"South East","18-24",44,2020-10-26,6,420,"Round 6"
"South East","18-24",45,2020-11-02,1,54,"Round 6"
"South East","25-34",42,2020-10-12,3,412,"Round 6"
"South East","25-34",43,2020-10-19,16,1516,"Round 6"
"South East","25-34",44,2020-10-26,8,1026,"Round 6"
"South East","25-34",45,2020-11-02,5,128,"Round 6"
"South East","45-54",42,2020-10-12,2,718,"Round 6"
"South East","45-54",43,2020-10-19,25,3275,"Round 6"
"South East","45-54",44,2020-10-26,11,1888,"Round 6"
"South East","45-54",45,2020-11-02,3,205,"Round 6"
"South East","55-64",42,2020-10-12,4,826,"Round 6"
"South East","55-64",43,2020-10-19,27,3605,"Round 6"
"South East","55-64",44,2020-10-26,11,1902,"Round 6"
"South East","55-64",45,2020-11-02,1,159,"Round 6"
"South East","65+",42,2020-10-12,2,1420,"Round 6"
"South East","65+",43,2020-10-19,27,5655,"Round 6"
"South East","65+",44,2020-10-26,11,1946,"Round 6"
"South East","65+",45,2020-11-02,2,144,"Round 6"
"South West","35-44",42,2020-10-12,0,202,"Round 6"
"South West","35-44",43,2020-10-19,9,860,"Round 6"
"South West","35-44",44,2020-10-26,2,627,"Round 6"
"South West","35-44",45,2020-11-02,2,94,"Round 6"
"South West","5-12",42,2020-10-12,1,146,"Round 6"
"South West","5-12",43,2020-10-19,3,507,"Round 6"
"South West","5-12",44,2020-10-26,3,346,"Round 6"
"South West","5-12",45,2020-11-02,0,35,"Round 6"
"South West","13-17",42,2020-10-12,0,143,"Round 6"
"South West","13-17",43,2020-10-19,4,409,"Round 6"
"South West","13-17",44,2020-10-26,2,200,"Round 6"
"South West","13-17",45,2020-11-02,1,23,"Round 6"
"South West","18-24",42,2020-10-12,2,70,"Round 6"
"South West","18-24",43,2020-10-19,7,269,"Round 6"
"South West","18-24",44,2020-10-26,2,197,"Round 6"
"South West","18-24",45,2020-11-02,2,30,"Round 6"
"South West","25-34",42,2020-10-12,1,164,"Round 6"
"South West","25-34",43,2020-10-19,6,550,"Round 6"
