"nhs_region","age_group","react_week_number","react_week_start_date","number_positive","number_samples","round"
"London","45-54",79,2021-06-28,7,1061,"Round 13"
"London","45-54",80,2021-07-05,6,1137,"Round 13"
"London","45-54",81,2021-07-12,0,103,"Round 13"
"London","55-64",78,2021-06-21,0,136,"Round 13"
"London","55-64",79,2021-06-28,3,1021,"Round 13"
"London","55-64",80,2021-07-05,3,975,"Round 13"
"London","55-64",81,2021-07-12,0,102,"Round 13"
"London","65+",78,2021-06-21,0,159,"Round 13"
"London","65+",79,2021-06-28,10,1401,"Round 13"
"London","65+",80,2021-07-05,1,1141,"Round 13"
"London","65+",81,2021-07-12,0,96,"Round 13"
"Midlands","35-44",78,2021-06-21,2,126,"Round 13"
"Midlands","35-44",79,2021-06-28,2,883,"Round 13"
"Midlands","35-44",80,2021-07-05,4,856,"Round 13"
"Midlands","35-44",81,2021-07-12,1,99,"Round 13"
"Midlands","5-12",78,2021-06-21,1,91,"Round 13"
"Midlands","5-12",79,2021-06-28,8,529,"Round 13"
"Midlands","5-12",80,2021-07-05,7,517,"Round 13"
"Midlands","5-12",81,2021-07-12,0,53,"Round 13"
"Midlands","13-17",78,2021-06-21,0,153,"Round 13"
"Midlands","13-17",79,2021-06-28,9,491,"Round 13"
"Midlands","13-17",80,2021-07-05,7,277,"Round 13"
"Midlands","13-17",81,2021-07-12,0,29,"Round 13"
"Midlands","18-24",78,2021-06-21,2,92,"Round 13"
"Midlands","18-24",79,2021-06-28,3,305,"Round 13"
"Midlands","18-24",80,2021-07-05,5,210,"Round 13"
"Midlands","18-24",81,2021-07-12,1,24,"Round 13"
"Midlands","25-34",78,2021-06-21,0,100,"Round 13"
"Midlands","25-34",79,2021-06-28,1,600,"Round 13"
"Midlands","25-34",80,2021-07-05,3,545,"Round 13"
"Midlands","25-34",81,2021-07-12,0,58,"Round 13"
"Midlands","45-54",78,2021-06-21,1,172,"Round 13"
"Midlands","45-54",79,2021-06-28,5,1341,"Round 13"
"Midlands","45-54",80,2021-07-05,6,1158,"Round 13"
"Midlands","45-54",81,2021-07-12,0,107,"Round 13"
"Midlands","55-64",78,2021-06-21,2,261,"Round 13"
"Midlands","55-64",79,2021-06-28,2,1630,"Round 13"
"Midlands","55-64",80,2021-07-05,7,1570,"Round 13"
"Midlands","55-64",81,2021-07-12,2,113,"Round 13"
"Midlands","65+",78,2021-06-21,0,450,"Round 13"
"Midlands","65+",79,2021-06-28,3,2908,"Round 13"
"Midlands","65+",80,2021-07-05,6,2034,"Round 13"
"Midlands","65+",81,2021-07-12,0,132,"Round 13"
"North East and Yorkshire","35-44",78,2021-06-21,0,118,"Round 13"
"North East and Yorkshire","35-44",79,2021-06-28,2,772,"Round 13"
"North East and Yorkshire","35-44",80,2021-07-05,5,711,"Round 13"
"North East and Yorkshire","35-44",81,2021-07-12,2,75,"Round 13"
"North East and Yorkshire","5-12",78,2021-06-21,1,86,"Round 13"
"North East and Yorkshire","5-12",79,2021-06-28,3,458,"Round 13"
"North East and Yorkshire","5-12",80,2021-07-05,9,372,"Round 13"
"North East and Yorkshire","5-12",81,2021-07-12,2,38,"Round 13"
"North East and Yorkshire","13-17",78,2021-06-21,1,111,"Round 13"
"North East and Yorkshire","13-17",79,2021-06-28,10,414,"Round 13"
"North East and Yorkshire","13-17",80,2021-07-05,10,241,"Round 13"
"North East and Yorkshire","13-17",81,2021-07-12,2,20,"Round 13"
"North East and Yorkshire","18-24",78,2021-06-21,0,52,"Round 13"
"North East and Yorkshire","18-24",79,2021-06-28,7,226,"Round 13"
"North East and Yorkshire","18-24",80,2021-07-05,2,150,"Round 13"
"North East and Yorkshire","18-24",81,2021-07-12,0,12,"Round 13"
"North East and Yorkshire","25-34",78,2021-06-21,0,90,"Round 13"
"North East and Yorkshire","25-34",79,2021-06-28,5,487,"Round 13"
"North East and Yorkshire","25-34",80,2021-07-05,6,423,"Round 13"
"North East and Yorkshire","25-34",81,2021-07-12,0,52,"Round 13"
"North East and Yorkshire","45-54",78,2021-06-21,1,148,"Round 13"
"North East and Yorkshire","45-54",79,2021-06-28,3,1043,"Round 13"
"North East and Yorkshire","45-54",80,2021-07-05,5,1008,"Round 13"
"North East and Yorkshire","45-54",81,2021-07-12,0,86,"Round 13"
"North East and Yorkshire","55-64",78,2021-06-21,1,232,"Round 13"
"North East and Yorkshire","55-64",79,2021-06-28,6,1456,"Round 13"
"North East and Yorkshire","55-64",80,2021-07-05,4,1237,"Round 13"
"North East and Yorkshire","55-64",81,2021-07-12,0,102,"Round 13"
"North East and Yorkshire","65+",78,2021-06-21,0,382,"Round 13"
"North East and Yorkshire","65+",79,2021-06-28,11,2514,"Round 13"
"North East and Yorkshire","65+",80,2021-07-05,4,1614,"Round 13"
"North East and Yorkshire","65+",81,2021-07-12,0,87,"Round 13"
"North West","35-44",78,2021-06-21,0,86,"Round 13"
"North West","35-44",79,2021-06-28,4,598,"Round 13"
"North West","35-44",80,2021-07-05,6,540,"Round 13"
"North West","35-44",81,2021-07-12,2,51,"Round 13"
"North West","5-12",78,2021-06-21,2,63,"Round 13"
"North West","5-12",79,2021-06-28,3,333,"Round 13"
"North West","5-12",80,2021-07-05,4,323,"Round 13"
"North West","5-12",81,2021-07-12,0,30,"Round 13"
"North West","13-17",78,2021-06-21,2,104,"Round 13"
"North West","13-17",79,2021-06-28,10,313,"Round 13"
"North West","13-17",80,2021-07-05,4,173,"Round 13"
"North West","13-17",81,2021-07-12,0,18,"Round 13"
"North West","18-24",78,2021-06-21,0,46,"Round 13"
"North West","18-24",79,2021-06-28,3,158,"Round 13"
"North West","18-24",80,2021-07-05,3,123,"Round 13"
"North West","18-24",81,2021-07-12,0,13,"Round 13"
"North West","25-34",78,2021-06-21,0,66,"Round 13"
"North West","25-34",79,2021-06-28,1,391,"Round 13"
"North West","25-34",80,2021-07-05,3,358,"Round 13"
"North West","25-34",81,2021-07-12,1,42,"Round 13"
"North West","45-54",78,2021-06-21,1,114,"Round 13"
"North West","45-54",79,2021-06-28,6,820,"Round 13"
"North West","45-54",80,2021-07-05,4,783,"Round 13"
"North West","45-54",81,2021-07-12,1,75,"Round 13"
"North West","55-64",78,2021-06-21,0,144,"Round 13"
"North West","55-64",79,2021-06-28,3,1073,"Round 13"
"North West","55-64",80,2021-07-05,6,951,"Round 13"
"North West","55-64",81,2021-07-12,2,94,"Round 13"
"North West","65+",78,2021-06-21,1,287,"Round 13"
"North West","65+",79,2021-06-28,7,1840,"Round 13"
"North West","65+",80,2021-07-05,3,1239,"Round 13"
"North West","65+",81,2021-07-12,0,60,"Round 13"
"South East","35-44",78,2021-06-21,1,94,"Round 13"
"South East","35-44",79,2021-06-28,4,853,"Round 13"
"South East","35-44",80,2021-07-05,2,891,"Round 13"
"South East","35-44",81,2021-07-12,2,105,"Round 13"
"South East","5-12",78,2021-06-21,1,82,"Round 13"
"South East","5-12",79,2021-06-28,3,546,"Round 13"
"South East","5-12",80,2021-07-05,1,507,"Round 13"
"South East","5-12",81,2021-07-12,1,57,"Round 13"
"South East","13-17",78,2021-06-21,0,104,"Round 13"
"South East","13-17",79,2021-06-28,1,495,"Round 13"
"South East","13-17",80,2021-07-05,3,294,"Round 13"
"South East","13-17",81,2021-07-12,0,36,"Round 13"
"South East","18-24",78,2021-06-21,0,49,"Round 13"
"South East","18-24",79,2021-06-28,3,228,"Round 13"
"South East","18-24",80,2021-07-05,3,182,"Round 13"
"South East","18-24",81,2021-07-12,0,19,"Round 13"
"South East","25-34",78,2021-06-21,0,67,"Round 13"
"South East","25-34",79,2021-06-28,2,517,"Round 13"
"South East","25-34",80,2021-07-05,3,498,"Round 13"
"South East","25-34",81,2021-07-12,0,72,"Round 13"
"South East","45-54",78,2021-06-21,1,163,"Round 13"
"South East","45-54",79,2021-06-28,6,1264,"Round 13"
"South East","45-54",80,2021-07-05,3,1259,"Round 13"
"South East","45-54",81,2021-07-12,0,147,"Round 13"
"South East","55-64",78,2021-06-21,1,196,"Round 13"
"South East","55-64",79,2021-06-28,7,1568,"Round 13"
"South East","55-64",80,2021-07-05,3,1406,"Round 13"
"South East","55-64",81,2021-07-12,0,142,"Round 13"
"South East","65+",78,2021-06-21,0,396,"Round 13"
"South East","65+",79,2021-06-28,2,2636,"Round 13"
"South East","65+",80,2021-07-05,4,1884,"Round 13"
"South East","65+",81,2021-07-12,0,118,"Round 13"
"South West","35-44",78,2021-06-21,0,73,"Round 13"
"South West","35-44",79,2021-06-28,1,508,"Round 13"
"South West","35-44",80,2021-07-05,2,566,"Round 13"
"South West","35-44",81,2021-07-12,0,67,"Round 13"
"South West","5-12",78,2021-06-21,0,64,"Round 13"
"South West","5-12",79,2021-06-28,1,322,"Round 13"
"South West","5-12",80,2021-07-05,1,306,"Round 13"
"South West","5-12",81,2021-07-12,0,26,"Round 13"
"South West","13-17",78,2021-06-21,0,60,"Round 13"
"South West","13-17",79,2021-06-28,2,314,"Round 13"
"South West","13-17",80,2021-07-05,5,189,"Round 13"
"South West","13-17",81,2021-07-12,0,21,"Round 13"
"South West","18-24",78,2021-06-21,0,34,"Round 13"
"South West","18-24",79,2021-06-28,2,136,"Round 13"
"South West","18-24",80,2021-07-05,2,120,"Round 13"
"South West","18-24",81,2021-07-12,0,19,"Round 13"
"South West","25-34",78,2021-06-21,0,38,"Round 13"
"South West","25-34",79,2021-06-28,3,338,"Round 13"
"South West","25-34",80,2021-07-05,4,312,"Round 13"
"South West","25-34",81,2021-07-12,0,47,"Round 13"
"South West","45-54",78,2021-06-21,0,100,"Round 13"
"South West","45-54",79,2021-06-28,5,787,"Round 13"
"South West","45-54",80,2021-07-05,4,729,"Round 13"
"South West","45-54",81,2021-07-12,0,75,"Round 13"
"South West","55-64",78,2021-06-21,0,113,"Round 13"
"South West","55-64",79,2021-06-28,1,1004,"Round 13"
"South West","55-64",80,2021-07-05,3,905,"Round 13"
"South West","55-64",81,2021-07-12,0,87,"Round 13"
"South West","65+",78,2021-06-21,0,272,"Round 13"
"South West","65+",79,2021-06-28,3,1810,"Round 13"
"South West","65+",80,2021-07-05,0,1327,"Round 13"
"South West","65+",81,2021-07-12,0,94,"Round 13"
"East of England","35-44",89,2021-09-06,0,95,"Round 14"
"East of England","35-44",90,2021-09-13,2,640,"Round 14"
"East of England","35-44",91,2021-09-20,6,603,"Round 14"
"East of England","35-44",92,2021-09-27,0,82,"Round 14"
"East of England","5-12",89,2021-09-06,2,69,"Round 14"
"East of England","5-12",90,2021-09-13,4,380,"Round 14"
"East of England","5-12",91,2021-09-20,6,333,"Round 14"
"East of England","5-12",92,2021-09-27,1,45,"Round 14"
"East of England","13-17",89,2021-09-06,2,84,"Round 14"
"East of England","13-17",90,2021-09-13,13,307,"Round 14"
"East of England","13-17",91,2021-09-20,5,200,"Round 14"
"East of England","13-17",92,2021-09-27,1,28,"Round 14"
"East of England","18-24",89,2021-09-06,0,39,"Round 14"
"East of England","18-24",90,2021-09-13,0,138,"Round 14"
"East of England","18-24",91,2021-09-20,0,100,"Round 14"
"East of England","18-24",92,2021-09-27,0,15,"Round 14"
"East of England","25-34",89,2021-09-06,0,71,"Round 14"
"East of England","25-34",90,2021-09-13,1,361,"Round 14"
"East of England","25-34",91,2021-09-20,1,293,"Round 14"
"East of England","25-34",92,2021-09-27,0,57,"Round 14"
"East of England","45-54",89,2021-09-06,0,150,"Round 14"
"East of England","45-54",90,2021-09-13,12,1006,"Round 14"
"East of England","45-54",91,2021-09-20,8,807,"Round 14"
"East of England","45-54",92,2021-09-27,1,85,"Round 14"
"East of England","55-64",89,2021-09-06,1,220,"Round 14"
"East of England","55-64",90,2021-09-13,7,1286,"Round 14"
"East of England","55-64",91,2021-09-20,2,976,"Round 14"
"East of England","55-64",92,2021-09-27,2,89,"Round 14"
"East of England","65+",89,2021-09-06,2,346,"Round 14"
"East of England","65+",90,2021-09-13,7,2067,"Round 14"
"East of England","65+",91,2021-09-20,6,1192,"Round 14"
"East of England","65+",92,2021-09-27,0,112,"Round 14"
"London","35-44",89,2021-09-06,1,139,"Round 14"
"London","35-44",90,2021-09-13,2,1078,"Round 14"
"London","35-44",91,2021-09-20,12,1107,"Round 14"
"London","35-44",92,2021-09-27,1,181,"Round 14"
"London","5-12",89,2021-09-06,0,72,"Round 14"
"London","5-12",90,2021-09-13,7,449,"Round 14"
"London","5-12",91,2021-09-20,20,539,"Round 14"
"London","5-12",92,2021-09-27,1,67,"Round 14"
"London","13-17",89,2021-09-06,2,100,"Round 14"
"London","13-17",90,2021-09-13,3,372,"Round 14"
"London","13-17",91,2021-09-20,3,262,"Round 14"
"London","13-17",92,2021-09-27,1,36,"Round 14"
"London","18-24",89,2021-09-06,0,46,"Round 14"
"London","18-24",90,2021-09-13,0,203,"Round 14"
"London","18-24",91,2021-09-20,0,139,"Round 14"
"London","18-24",92,2021-09-27,0,24,"Round 14"
"London","25-34",89,2021-09-06,0,123,"Round 14"
"London","25-34",90,2021-09-13,2,773,"Round 14"
"London","25-34",91,2021-09-20,1,788,"Round 14"
"London","25-34",92,2021-09-27,0,125,"Round 14"
"London","45-54",89,2021-09-06,0,175,"Round 14"
"London","45-54",90,2021-09-13,4,1159,"Round 14"
"London","45-54",91,2021-09-20,7,1176,"Round 14"
"London","45-54",92,2021-09-27,0,152,"Round 14"
"London","55-64",89,2021-09-06,2,186,"Round 14"
"London","55-64",90,2021-09-13,11,1206,"Round 14"
"London","55-64",91,2021-09-20,5,978,"Round 14"
"London","55-64",92,2021-09-27,0,135,"Round 14"
"London","65+",89,2021-09-06,1,241,"Round 14"
"London","65+",90,2021-09-13,2,1548,"Round 14"
"London","65+",91,2021-09-20,2,1108,"Round 14"
"London","65+",92,2021-09-27,1,104,"Round 14"
"Midlands","35-44",89,2021-09-06,3,162,"Round 14"
"Midlands","35-44",90,2021-09-13,9,988,"Round 14"
"Midlands","35-44",91,2021-09-20,9,883,"Round 14"
"Midlands","35-44",92,2021-09-27,2,114,"Round 14"
"Midlands","5-12",89,2021-09-06,4,110,"Round 14"
"Midlands","5-12",90,2021-09-13,13,526,"Round 14"
"Midlands","5-12",91,2021-09-20,21,484,"Round 14"
"Midlands","5-12",92,2021-09-27,3,54,"Round 14"
"Midlands","13-17",89,2021-09-06,3,153,"Round 14"
"Midlands","13-17",90,2021-09-13,16,468,"Round 14"
"Midlands","13-17",91,2021-09-20,4,263,"Round 14"
"Midlands","13-17",92,2021-09-27,1,38,"Round 14"
"Midlands","18-24",89,2021-09-06,0,56,"Round 14"
"Midlands","18-24",90,2021-09-13,1,246,"Round 14"
"Midlands","18-24",91,2021-09-20,0,170,"Round 14"
"Midlands","18-24",92,2021-09-27,0,18,"Round 14"
"Midlands","25-34",89,2021-09-06,0,112,"Round 14"
"Midlands","25-34",90,2021-09-13,3,559,"Round 14"
"Midlands","25-34",91,2021-09-20,3,508,"Round 14"
"Midlands","25-34",92,2021-09-27,0,77,"Round 14"
"Midlands","45-54",89,2021-09-06,3,237,"Round 14"
"Midlands","45-54",90,2021-09-13,17,1421,"Round 14"
"Midlands","45-54",91,2021-09-20,11,1210,"Round 14"
"Midlands","45-54",92,2021-09-27,2,151,"Round 14"
"Midlands","55-64",89,2021-09-06,0,313,"Round 14"
"Midlands","55-64",90,2021-09-13,12,1975,"Round 14"
"Midlands","55-64",91,2021-09-20,8,1510,"Round 14"
"Midlands","55-64",92,2021-09-27,0,166,"Round 14"
"Midlands","65+",89,2021-09-06,1,548,"Round 14"
"Midlands","65+",90,2021-09-13,9,3015,"Round 14"
"Midlands","65+",91,2021-09-20,13,1973,"Round 14"
"Midlands","65+",92,2021-09-27,0,148,"Round 14"
"North East and Yorkshire","35-44",89,2021-09-06,2,138,"Round 14"
"North East and Yorkshire","35-44",90,2021-09-13,8,772,"Round 14"
"North East and Yorkshire","35-44",91,2021-09-20,8,671,"Round 14"
"North East and Yorkshire","35-44",92,2021-09-27,0,80,"Round 14"
"North East and Yorkshire","5-12",89,2021-09-06,2,101,"Round 14"
"North East and Yorkshire","5-12",90,2021-09-13,10,408,"Round 14"
"North East and Yorkshire","5-12",91,2021-09-20,13,369,"Round 14"
"North East and Yorkshire","5-12",92,2021-09-27,0,34,"Round 14"
"North East and Yorkshire","13-17",89,2021-09-06,2,117,"Round 14"
"North East and Yorkshire","13-17",90,2021-09-13,10,345,"Round 14"
"North East and Yorkshire","13-17",91,2021-09-20,8,226,"Round 14"
"North East and Yorkshire","13-17",92,2021-09-27,2,37,"Round 14"
"North East and Yorkshire","18-24",89,2021-09-06,0,56,"Round 14"
"North East and Yorkshire","18-24",90,2021-09-13,4,162,"Round 14"
"North East and Yorkshire","18-24",91,2021-09-20,0,110,"Round 14"
"North East and Yorkshire","18-24",92,2021-09-27,0,18,"Round 14"
"North East and Yorkshire","25-34",89,2021-09-06,2,97,"Round 14"
"North East and Yorkshire","25-34",90,2021-09-13,3,429,"Round 14"
"North East and Yorkshire","25-34",91,2021-09-20,0,355,"Round 14"
"North East and Yorkshire","25-34",92,2021-09-27,0,61,"Round 14"
"North East and Yorkshire","45-54",89,2021-09-06,2,236,"Round 14"
"North East and Yorkshire","45-54",90,2021-09-13,14,1240,"Round 14"
"North East and Yorkshire","45-54",91,2021-09-20,9,1026,"Round 14"
"North East and Yorkshire","45-54",92,2021-09-27,0,104,"Round 14"
"North East and Yorkshire","55-64",89,2021-09-06,3,311,"Round 14"
"North East and Yorkshire","55-64",90,2021-09-13,10,1592,"Round 14"
"North East and Yorkshire","55-64",91,2021-09-20,8,1231,"Round 14"
"North East and Yorkshire","55-64",92,2021-09-27,0,131,"Round 14"
"North East and Yorkshire","65+",89,2021-09-06,4,488,"Round 14"
"North East and Yorkshire","65+",90,2021-09-13,19,2676,"Round 14"
"North East and Yorkshire","65+",91,2021-09-20,6,1453,"Round 14"
"North East and Yorkshire","65+",92,2021-09-27,1,130,"Round 14"
"North West","35-44",89,2021-09-06,2,89,"Round 14"
"North West","35-44",90,2021-09-13,4,557,"Round 14"
"North West","35-44",91,2021-09-20,6,513,"Round 14"
"North West","35-44",92,2021-09-27,1,63,"Round 14"
"North West","5-12",89,2021-09-06,0,55,"Round 14"
"North West","5-12",90,2021-09-13,8,299,"Round 14"
"North West","5-12",91,2021-09-20,9,293,"Round 14"
"North West","5-12",92,2021-09-27,1,40,"Round 14"
"North West","13-17",89,2021-09-06,3,64,"Round 14"
"North West","13-17",90,2021-09-13,9,283,"Round 14"
"North West","13-17",91,2021-09-20,6,190,"Round 14"
"North West","13-17",92,2021-09-27,0,22,"Round 14"
"North West","18-24",89,2021-09-06,0,25,"Round 14"
"North West","18-24",90,2021-09-13,0,126,"Round 14"
"North West","18-24",91,2021-09-20,0,93,"Round 14"
"North West","18-24",92,2021-09-27,0,12,"Round 14"
"North West","25-34",89,2021-09-06,1,49,"Round 14"
"North West","25-34",90,2021-09-13,3,339,"Round 14"
"North West","25-34",91,2021-09-20,3,329,"Round 14"
"North West","25-34",92,2021-09-27,1,54,"Round 14"
"North West","45-54",89,2021-09-06,2,161,"Round 14"
"North West","45-54",90,2021-09-13,8,947,"Round 14"
"North West","45-54",91,2021-09-20,8,758,"Round 14"
"North West","45-54",92,2021-09-27,0,92,"Round 14"
"North West","55-64",89,2021-09-06,1,219,"Round 14"
"North West","55-64",90,2021-09-13,12,1315,"Round 14"
"North West","55-64",91,2021-09-20,9,963,"Round 14"
"North West","55-64",92,2021-09-27,2,116,"Round 14"
"North West","65+",89,2021-09-06,1,325,"Round 14"
"North West","65+",90,2021-09-13,14,1934,"Round 14"
"North West","65+",91,2021-09-20,3,1206,"Round 14"
"North West","65+",92,2021-09-27,1,71,"Round 14"
"South East","35-44",89,2021-09-06,1,125,"Round 14"
"South East","35-44",90,2021-09-13,7,915,"Round 14"
"South East","35-44",91,2021-09-20,4,823,"Round 14"
"South East","35-44",92,2021-09-27,0,112,"Round 14"
"South East","5-12",89,2021-09-06,1,82,"Round 14"
"South East","5-12",90,2021-09-13,7,464,"Round 14"
"South East","5-12",91,2021-09-20,10,483,"Round 14"
"South East","5-12",92,2021-09-27,1,59,"Round 14"
"South East","13-17",89,2021-09-06,2,105,"Round 14"
"South East","13-17",90,2021-09-13,10,440,"Round 14"
"South East","13-17",91,2021-09-20,3,264,"Round 14"
"South East","13-17",92,2021-09-27,0,28,"Round 14"
"South East","18-24",89,2021-09-06,0,57,"Round 14"
"South East","18-24",90,2021-09-13,2,177,"Round 14"
"South East","18-24",91,2021-09-20,0,140,"Round 14"
"South East","18-24",92,2021-09-27,0,19,"Round 14"
"South East","25-34",89,2021-09-06,0,86,"Round 14"
"South East","25-34",90,2021-09-13,2,435,"Round 14"
"South East","25-34",91,2021-09-20,1,447,"Round 14"
"South East","25-34",92,2021-09-27,0,76,"Round 14"
"South East","45-54",89,2021-09-06,2,198,"Round 14"
"South East","45-54",90,2021-09-13,7,1335,"Round 14"
"South East","45-54",91,2021-09-20,7,1147,"Round 14"
"South East","45-54",92,2021-09-27,0,134,"Round 14"
"South East","55-64",89,2021-09-06,6,269,"Round 14"
"South East","55-64",90,2021-09-13,5,1797,"Round 14"
"South East","55-64",91,2021-09-20,0,1332,"Round 14"
"South East","55-64",92,2021-09-27,0,158,"Round 14"
"South East","65+",89,2021-09-06,3,458,"Round 14"
"South East","65+",90,2021-09-13,1,2838,"Round 14"
"South East","65+",91,2021-09-20,5,1688,"Round 14"
"South East","65+",92,2021-09-27,0,150,"Round 14"
"South West","35-44",89,2021-09-06,1,74,"Round 14"
"South West","35-44",90,2021-09-13,4,535,"Round 14"
"South West","35-44",91,2021-09-20,5,484,"Round 14"
"South West","35-44",92,2021-09-27,0,64,"Round 14"
"South West","5-12",89,2021-09-06,0,47,"Round 14"
"South West","5-12",90,2021-09-13,3,272,"Round 14"
"South West","5-12",91,2021-09-20,6,261,"Round 14"
"South West","5-12",92,2021-09-27,2,32,"Round 14"
"South West","13-17",89,2021-09-06,1,64,"Round 14"
"South West","13-17",90,2021-09-13,4,268,"Round 14"
"South West","13-17",91,2021-09-20,4,131,"Round 14"
"South West","13-17",92,2021-09-27,0,18,"Round 14"
"South West","18-24",89,2021-09-06,0,34,"Round 14"
"South West","18-24",90,2021-09-13,2,116,"Round 14"
"South West","18-24",91,2021-09-20,0,87,"Round 14"
"South West","18-24",92,2021-09-27,0,17,"Round 14"
"South West","25-34",89,2021-09-06,0,60,"Round 14"
"South West","25-34",90,2021-09-13,1,341,"Round 14"
"South West","25-34",91,2021-09-20,0,296,"Round 14"
"South West","25-34",92,2021-09-27,0,38,"Round 14"
"South West","45-54",89,2021-09-06,0,135,"Round 14"
"South West","45-54",90,2021-09-13,6,828,"Round 14"
"South West","45-54",91,2021-09-20,0,661,"Round 14"
"South West","45-54",92,2021-09-27,0,73,"Round 14"
"South West","55-64",89,2021-09-06,1,170,"Round 14"
"South West","55-64",90,2021-09-13,3,1183,"Round 14"
"South West","55-64",91,2021-09-20,1,878,"Round 14"
"South West","55-64",92,2021-09-27,1,105,"Round 14"
"South West","65+",89,2021-09-06,0,356,"Round 14"
"South West","65+",90,2021-09-13,3,1986,"Round 14"
"South West","65+",91,2021-09-20,6,1141,"Round 14"
"South West","65+",92,2021-09-27,0,106,"Round 14"
"East of England","35-44",95,2021-10-18,7,284,"Round 15"
"East of England","35-44",96,2021-10-25,13,699,"Round 15"
"East of England","35-44",97,2021-11-01,1,433,"Round 15"
"East of England","5-12",95,2021-10-18,15,157,"Round 15"
"East of England","5-12",96,2021-10-25,16,373,"Round 15"
"East of England","5-12",97,2021-11-01,11,177,"Round 15"
"East of England","13-17",95,2021-10-18,7,163,"Round 15"
"East of England","13-17",96,2021-10-25,16,369,"Round 15"
"East of England","13-17",97,2021-11-01,2,137,"Round 15"
"East of England","18-24",95,2021-10-18,0,96,"Round 15"
"East of England","18-24",96,2021-10-25,1,182,"Round 15"
"East of England","18-24",97,2021-11-01,1,86,"Round 15"
"East of England","25-34",95,2021-10-18,1,165,"Round 15"
"East of England","25-34",96,2021-10-25,3,410,"Round 15"
"East of England","25-34",97,2021-11-01,2,240,"Round 15"
"East of England","45-54",95,2021-10-18,3,352,"Round 15"
"East of England","45-54",96,2021-10-25,18,1062,"Round 15"
"East of England","45-54",97,2021-11-01,4,524,"Round 15"
"East of England","55-64",95,2021-10-18,2,484,"Round 15"
"East of England","55-64",96,2021-10-25,12,1460,"Round 15"
"East of England","55-64",97,2021-11-01,3,589,"Round 15"
"East of England","65+",95,2021-10-18,10,839,"Round 15"
"East of England","65+",96,2021-10-25,10,2069,"Round 15"
"East of England","65+",97,2021-11-01,6,717,"Round 15"
"London","35-44",95,2021-10-18,3,394,"Round 15"
"London","35-44",96,2021-10-25,11,1238,"Round 15"
"London","35-44",97,2021-11-01,4,782,"Round 15"
"London","35-44",98,2021-11-08,0,1,"Round 15"
"London","5-12",95,2021-10-18,10,229,"Round 15"
"London","5-12",96,2021-10-25,19,499,"Round 15"
"London","5-12",97,2021-11-01,5,309,"Round 15"
"London","13-17",95,2021-10-18,7,181,"Round 15"
"London","13-17",96,2021-10-25,15,443,"Round 15"
"London","13-17",97,2021-11-01,3,155,"Round 15"
"London","18-24",95,2021-10-18,0,99,"Round 15"
"London","18-24",96,2021-10-25,1,233,"Round 15"
"London","18-24",97,2021-11-01,1,143,"Round 15"
"London","25-34",95,2021-10-18,2,314,"Round 15"
"London","25-34",96,2021-10-25,8,1019,"Round 15"
"London","25-34",97,2021-11-01,2,640,"Round 15"
"London","45-54",95,2021-10-18,4,456,"Round 15"
"London","45-54",96,2021-10-25,10,1365,"Round 15"
"London","45-54",97,2021-11-01,11,753,"Round 15"
"London","45-54",98,2021-11-08,0,2,"Round 15"
"London","55-64",95,2021-10-18,4,486,"Round 15"
"London","55-64",96,2021-10-25,9,1448,"Round 15"
"London","55-64",97,2021-11-01,10,688,"Round 15"
"London","55-64",98,2021-11-08,0,1,"Round 15"
"London","65+",95,2021-10-18,9,587,"Round 15"
"London","65+",96,2021-10-25,7,1632,"Round 15"
"London","65+",97,2021-11-01,4,706,"Round 15"
"London","65+",98,2021-11-08,0,1,"Round 15"
"Midlands","35-44",95,2021-10-18,4,362,"Round 15"
"Midlands","35-44",96,2021-10-25,14,1058,"Round 15"
"Midlands","35-44",97,2021-11-01,5,576,"Round 15"
"Midlands","5-12",95,2021-10-18,19,243,"Round 15"
"Midlands","5-12",96,2021-10-25,24,539,"Round 15"
"Midlands","5-12",97,2021-11-01,5,240,"Round 15"
"Midlands","13-17",95,2021-10-18,14,249,"Round 15"
"Midlands","13-17",96,2021-10-25,28,550,"Round 15"
"Midlands","13-17",97,2021-11-01,10,177,"Round 15"
"Midlands","18-24",95,2021-10-18,2,160,"Round 15"
"Midlands","18-24",96,2021-10-25,1,269,"Round 15"
"Midlands","18-24",97,2021-11-01,2,146,"Round 15"
"Midlands","25-34",95,2021-10-18,3,278,"Round 15"
"Midlands","25-34",96,2021-10-25,3,657,"Round 15"
"Midlands","25-34",97,2021-11-01,2,345,"Round 15"
"Midlands","45-54",95,2021-10-18,13,575,"Round 15"
"Midlands","45-54",96,2021-10-25,19,1605,"Round 15"
"Midlands","45-54",97,2021-11-01,8,779,"Round 15"
"Midlands","55-64",95,2021-10-18,6,833,"Round 15"
"Midlands","55-64",96,2021-10-25,19,2226,"Round 15"
"Midlands","55-64",97,2021-11-01,3,896,"Round 15"
"Midlands","65+",95,2021-10-18,5,1261,"Round 15"
"Midlands","65+",96,2021-10-25,27,3203,"Round 15"
"Midlands","65+",97,2021-11-01,5,1030,"Round 15"
"North East and Yorkshire","35-44",95,2021-10-18,2,309,"Round 15"
"North East and Yorkshire","35-44",96,2021-10-25,14,850,"Round 15"
"North East and Yorkshire","35-44",97,2021-11-01,7,477,"Round 15"
"North East and Yorkshire","5-12",95,2021-10-18,11,187,"Round 15"
