,NorthWest,NorthEast,SouthWest,SouthEast,London,EastMidlands,WestMidlands,Yorkshire,EastofEngland
2021-05-21,87.83703761,28.26958613,71.79192212,83.08962821,88.90280763,32.21717157,73.83286415,52.77666481,48.95228288
2021-05-22,602.8623049,260.9568174,550.2405747,837.0541167,586.3395799,438.7328853,461.7697628,461.6159962,548.5047588
2021-05-23,559.5094984,224.6973015,476.5859111,856.8338295,627.9996114,392.6790378,495.1085642,463.7269329,561.2959291
2021-05-24,730.2846895,274.9029387,886.0757065,1244.00554,1091.082999,515.6602018,575.1760515,633.6005965,834.9091727
2021-05-25,862.5346999,331.8462312,842.4961436,1256.418769,1086.658293,560.3158892,694.410165,605.0949609,868.9939787
2021-05-26,1089.714216,394.4613067,962.0454447,1489.873728,1190.213114,743.4435464,805.8631871,850.5950236,1006.290898
2021-05-27,1138.782364,433.8982382,949.1035592,1386.327534,1237.836872,725.2510594,840.6565923,864.7366689,995.3132624
2021-05-28,1145.668325,424.1990516,878.25115,1531.779958,1270.554587,784.4651335,870.5682793,876.8445528,980.8960846
2021-05-29,971.1044168,336.9442013,791.8966835,1211.206918,1058.251606,694.1426696,834.9092242,720.4421357,875.6354937
2021-05-30,448.2692544,108.262288,161.6633726,471.6649485,620.8898777,189.088237,162.4638746,434.3475207,326.1334015
2021-05-31,751.4787107,327.0452753,667.9470537,997.293641,760.5303995,591.5875012,779.2280689,566.9193977,638.1301526
2021-06-01,925.5009364,360.5666779,738.6355522,1226.673293,1174.342189,658.3234125,762.4597067,642.0221336,797.9001152
2021-06-02,790.1583766,346.5695134,660.1450322,1143.142101,1159.46314,560.1489103,747.273748,623.6267745,802.038941
2021-06-03,744.034046,279.9613233,579.3114702,975.1224495,1010.965615,487.1392874,661.8127824,565.0492306,689.3028187
2021-06-04,660.5446793,225.8495549,492.9447946,876.2680267,839.4783737,452.9758888,543.3057585,455.6070206,544.1074187
2021-06-05,546.6767556,163.8377209,390.5279562,721.6295259,626.159334,360.3459222,459.767143,396.7892603,454.9496838
2021-06-06,366.1261788,160.6286708,247.1402515,533.5271072,511.6301209,316.3917561,321.4910023,321.3968509,354.4911804
2021-06-07,551.8126698,191.5635436,429.0264203,806.8120963,827.542078,372.383753,511.0689501,395.0950247,526.4012016
2021-06-24,44.18704771,8.348393958,16.2141671,27.4471276,26.15872178,16.8115925,19.99739817,31.45538647,17.29409772
2021-06-25,75.38795431,17.78912106,45.29865137,55.76239107,54.56895876,35.34354726,48.43497211,64.39275601,56.89194041
2021-06-26,452.1774669,186.4506186,300.3185737,458.5313655,360.4716419,299.3904726,351.3048116,335.5996831,374.8459509
2021-06-27,434.6112552,177.1673947,350.4870543,588.7142164,421.7815102,348.0472007,386.425568,356.8528793,395.4845578
2021-06-28,642.5766158,243.082832,658.2069447,874.1027118,753.4505416,428.4112941,512.0237949,532.7854464,630.5431647
2021-06-29,773.9029584,267.4133169,650.1424623,1055.661802,814.220561,532.757537,613.6850637,546.3760257,702.204757
2021-06-30,817.1377137,301.6629874,690.9189543,1127.05996,914.8597462,556.9124973,672.53618,642.5150402,720.2560424
2021-07-01,847.2433815,396.5138726,739.5912677,1187.17938,957.2905834,633.9868547,620.7310262,738.6319375,819.5401287
2021-07-02,1001.845101,389.5340612,819.8557933,1256.737354,1088.705218,676.7387248,799.9759159,752.2004493,884.846975
2021-07-03,905.7294374,293.0260406,713.508677,1132.669139,893.7707301,601.8174541,746.4930126,656.3102741,772.9143783
2021-07-04,620.1734612,272.7035752,447.9275443,991.5084895,764.2479938,446.2259447,636.1387956,551.8408577,568.1447585
2021-07-05,1036.681386,395.8010982,954.5160587,1464.452707,1375.629896,749.0924058,798.3340141,780.9794447,946.179245
2021-07-06,861.7784982,289.592433,787.7937296,1265.781686,1160.137515,610.2492903,712.8024604,649.4136747,841.4368084
2021-07-07,743.960238,289.1985204,644.3038839,1041.177089,991.756042,521.8181379,613.8258342,584.9519409,694.5527629
2021-07-08,638.5885181,233.9109725,543.2843488,862.8522232,801.059977,410.1722742,497.1556505,434.7180572,528.2787067
2021-07-09,507.4688102,181.4374566,431.1763184,737.2057319,742.7782084,356.1799435,444.9447821,402.6888975,481.5266191
2021-07-10,495.4750107,160.9378165,453.711279,691.5658984,645.8540593,351.7757434,437.079679,386.4286406,508.1737432
2021-07-11,305.1876562,119.670684,192.5062716,494.5871601,465.4299661,212.1153524,312.1146852,252.417545,340.8873968
2021-07-12,390.4741865,125.2308903,411.0720809,665.0554192,694.0274375,253.4832091,359.3938831,308.7762291,434.6978299
