"ltla","ltla_code","region","positive","number_samples","prevalence","lower","upper"
"Rushcliffe","E07000176","East Midlands",2,534,0.00374531835205993,0.00102770297360014,0.0135517956725024
"South Cambridgeshire","E07000012","East of England",2,535,0.00373831775700935,0.00102578090972847,0.0135266606151978
"Wiltshire","E06000054","South West",2,546,0.00366300366300366,0.00100510314843864,0.0132562056250259
"Breckland","E07000143","East of England",2,554,0.0036101083032491,0.000990580824560452,0.0130662066312722
"Derbyshire Dales","E07000035","East Midlands",2,557,0.00359066427289048,0.000985242562197741,0.0129963536578512
"Halton","E06000006","North West",1,289,0.00346020761245675,0.000611072970373803,0.0193364400771924
"Tewkesbury","E07000083","South West",1,293,0.00341296928327645,0.000602727154877579,0.0190759890322122
"Pendle","E07000122","North West",1,351,0.00284900284900285,0.000503096116191066,0.0159590693819107
"Torridge","E07000046","South West",1,389,0.0025706940874036,0.000453934854856402,0.0144158266978833
"Lincoln","E07000138","East Midlands",1,425,0.00235294117647059,0.000415472713938228,0.0132060153687626
"Redcar and Cleveland","E06000003","North East",1,428,0.00233644859813084,0.000412559680591364,0.0131143000068653
"King's Lynn and West Norfolk","E07000146","East of England",1,464,0.0021551724137931,0.000380542209390853,0.0121054371978616
"Boston","E07000136","East Midlands",1,466,0.00214592274678112,0.000378908547643916,0.0120539211037798
"High Peak","E07000037","East Midlands",1,473,0.00211416490486258,0.000373299555634559,0.0118770170068997
"West Devon","E07000047","South West",1,478,0.00209205020920502,0.000369393738449852,0.0117538030387455
"West Lindsey","E07000142","East Midlands",1,478,0.00209205020920502,0.000369393738449852,0.0117538030387455
"Scarborough","E07000168","Yorkshire and The Humber",1,482,0.0020746887966805,0.000366327443830675,0.0116570573757221
"North Norfolk","E07000147","East of England",1,557,0.00179533213644524,0.000316990537113709,0.0100985355065158
"South Hams","E07000044","South West",1,566,0.00176678445229682,0.000311948950501632,0.00993907566392923
"Broadland","E07000144","East of England",1,569,0.00175746924428822,0.000310303871067356,0.00988703560348797
"Chiltern","E07000005","South East",1,577,0.00173310225303293,0.000306000642498957,0.00975088963622576
"Leeds","E08000035","Yorkshire and The Humber",0,412,0,0,0.00652401082358547
