areaCode,areaName,areaType,date,age,deaths,rollingSum,rollingRate
E92000001,England,nation,2022-05-06,90+,35,221,42.4
E92000001,England,nation,2022-05-05,00_04,0,1,0.0
E92000001,England,nation,2022-05-05,00_59,6,66,0.2
E92000001,England,nation,2022-05-05,05_09,0,0,0.0
E92000001,England,nation,2022-05-05,10_14,0,1,0.0
E92000001,England,nation,2022-05-05,15_19,0,1,0.0
E92000001,England,nation,2022-05-05,20_24,0,2,0.1
E92000001,England,nation,2022-05-05,25_29,1,1,0.0
E92000001,England,nation,2022-05-05,30_34,0,4,0.1
E92000001,England,nation,2022-05-05,35_39,1,3,0.1
E92000001,England,nation,2022-05-05,40_44,0,5,0.1
E92000001,England,nation,2022-05-05,45_49,0,10,0.3
E92000001,England,nation,2022-05-05,50_54,2,18,0.5
E92000001,England,nation,2022-05-05,55_59,2,20,0.5
E92000001,England,nation,2022-05-05,60+,107,890,6.5
E92000001,England,nation,2022-05-05,60_64,3,24,0.8
E92000001,England,nation,2022-05-05,65_69,5,53,1.9
E92000001,England,nation,2022-05-05,70_74,12,94,3.3
E92000001,England,nation,2022-05-05,75_79,14,134,6.7
E92000001,England,nation,2022-05-05,80_84,26,172,11.9
E92000001,England,nation,2022-05-05,85_89,19,197,22.3
E92000001,England,nation,2022-05-05,90+,28,216,41.5
E92000001,England,nation,2022-05-04,00_04,0,1,0.0
E92000001,England,nation,2022-05-04,00_59,6,66,0.2
E92000001,England,nation,2022-05-04,05_09,0,0,0.0
E92000001,England,nation,2022-05-04,10_14,0,1,0.0
E92000001,England,nation,2022-05-04,15_19,0,1,0.0
E92000001,England,nation,2022-05-04,20_24,0,2,0.1
E92000001,England,nation,2022-05-04,25_29,0,0,0.0
E92000001,England,nation,2022-05-04,30_34,0,4,0.1
E92000001,England,nation,2022-05-04,35_39,0,3,0.1
E92000001,England,nation,2022-05-04,40_44,1,5,0.1
E92000001,England,nation,2022-05-04,45_49,0,11,0.3
E92000001,England,nation,2022-05-04,50_54,2,18,0.5
E92000001,England,nation,2022-05-04,55_59,3,20,0.5
E92000001,England,nation,2022-05-04,60+,117,946,6.9
E92000001,England,nation,2022-05-04,60_64,3,27,0.8
E92000001,England,nation,2022-05-04,65_69,6,61,2.2
E92000001,England,nation,2022-05-04,70_74,15,104,3.7
E92000001,England,nation,2022-05-04,75_79,17,145,7.2
E92000001,England,nation,2022-05-04,80_84,25,177,12.2
E92000001,England,nation,2022-05-04,85_89,20,208,23.5
E92000001,England,nation,2022-05-04,90+,31,224,43.0
E92000001,England,nation,2022-05-03,00_04,0,1,0.0
E92000001,England,nation,2022-05-03,00_59,11,68,0.2
E92000001,England,nation,2022-05-03,05_09,0,1,0.0
E92000001,England,nation,2022-05-03,10_14,1,1,0.0
E92000001,England,nation,2022-05-03,15_19,1,1,0.0
E92000001,England,nation,2022-05-03,20_24,1,2,0.1
E92000001,England,nation,2022-05-03,25_29,0,0,0.0
E92000001,England,nation,2022-05-03,30_34,1,5,0.1
E92000001,England,nation,2022-05-03,35_39,1,4,0.1
E92000001,England,nation,2022-05-03,40_44,1,4,0.1
E92000001,England,nation,2022-05-03,45_49,2,11,0.3
E92000001,England,nation,2022-05-03,50_54,1,16,0.4
E92000001,England,nation,2022-05-03,55_59,2,22,0.6
E92000001,England,nation,2022-05-03,60+,108,981,7.2
E92000001,England,nation,2022-05-03,60_64,1,30,0.9
E92000001,England,nation,2022-05-03,65_69,12,70,2.5
E92000001,England,nation,2022-05-03,70_74,11,98,3.5
E92000001,England,nation,2022-05-03,75_79,10,147,7.3
E92000001,England,nation,2022-05-03,80_84,15,174,12.0
E92000001,England,nation,2022-05-03,85_89,28,227,25.6
E92000001,England,nation,2022-05-03,90+,31,235,45.1
E92000001,England,nation,2022-05-02,00_04,0,1,0.0
E92000001,England,nation,2022-05-02,00_59,14,63,0.1
E92000001,England,nation,2022-05-02,05_09,0,1,0.0
E92000001,England,nation,2022-05-02,10_14,0,0,0.0
E92000001,England,nation,2022-05-02,15_19,0,0,0.0
E92000001,England,nation,2022-05-02,20_24,1,1,0.0
E92000001,England,nation,2022-05-02,25_29,0,0,0.0
E92000001,England,nation,2022-05-02,30_34,0,4,0.1
E92000001,England,nation,2022-05-02,35_39,1,4,0.1
E92000001,England,nation,2022-05-02,40_44,1,3,0.1
E92000001,England,nation,2022-05-02,45_49,2,11,0.3
E92000001,England,nation,2022-05-02,50_54,7,15,0.4
E92000001,England,nation,2022-05-02,55_59,2,23,0.6
E92000001,England,nation,2022-05-02,60+,123,1020,7.5
E92000001,England,nation,2022-05-02,60_64,3,35,1.1
E92000001,England,nation,2022-05-02,65_69,4,72,2.6
E92000001,England,nation,2022-05-02,70_74,11,100,3.6
E92000001,England,nation,2022-05-02,75_79,21,153,7.6
E92000001,England,nation,2022-05-02,80_84,27,189,13.0
E92000001,England,nation,2022-05-02,85_89,31,232,26.2
E92000001,England,nation,2022-05-02,90+,26,239,45.9
E92000001,England,nation,2022-05-01,00_04,1,1,0.0
E92000001,England,nation,2022-05-01,00_59,14,60,0.1
E92000001,England,nation,2022-05-01,05_09,0,1,0.0
E92000001,England,nation,2022-05-01,10_14,0,0,0.0
E92000001,England,nation,2022-05-01,15_19,0,0,0.0
E92000001,England,nation,2022-05-01,20_24,0,0,0.0
E92000001,England,nation,2022-05-01,25_29,0,2,0.1
E92000001,England,nation,2022-05-01,30_34,3,5,0.1
E92000001,England,nation,2022-05-01,35_39,0,3,0.1
E92000001,England,nation,2022-05-01,40_44,1,3,0.1
E92000001,England,nation,2022-05-01,45_49,5,11,0.3
E92000001,England,nation,2022-05-01,50_54,0,11,0.3
E92000001,England,nation,2022-05-01,55_59,4,23,0.6
E92000001,England,nation,2022-05-01,60+,138,1050,7.7
E92000001,England,nation,2022-05-01,60_64,3,36,1.1
E92000001,England,nation,2022-05-01,65_69,8,77,2.8
E92000001,England,nation,2022-05-01,70_74,15,96,3.4
E92000001,England,nation,2022-05-01,75_79,26,161,8.0
E92000001,England,nation,2022-05-01,80_84,24,194,13.4
E92000001,England,nation,2022-05-01,85_89,30,234,26.4
E92000001,England,nation,2022-05-01,90+,32,252,48.4
E92000001,England,nation,2022-04-30,00_04,0,1,0.0
E92000001,England,nation,2022-04-30,00_59,8,56,0.1
E92000001,England,nation,2022-04-30,05_09,0,1,0.0
E92000001,England,nation,2022-04-30,10_14,0,0,0.0
E92000001,England,nation,2022-04-30,15_19,0,0,0.0
E92000001,England,nation,2022-04-30,20_24,0,0,0.0
E92000001,England,nation,2022-04-30,25_29,0,2,0.1
E92000001,England,nation,2022-04-30,30_34,0,3,0.1
E92000001,England,nation,2022-04-30,35_39,0,3,0.1
E92000001,England,nation,2022-04-30,40_44,0,5,0.1
E92000001,England,nation,2022-04-30,45_49,0,6,0.2
E92000001,England,nation,2022-04-30,50_54,5,13,0.3
E92000001,England,nation,2022-04-30,55_59,3,22,0.6
E92000001,England,nation,2022-04-30,60+,153,1060,7.8
E92000001,England,nation,2022-04-30,60_64,7,37,1.2
E92000001,England,nation,2022-04-30,65_69,11,74,2.7
E92000001,England,nation,2022-04-30,70_74,16,95,3.4
E92000001,England,nation,2022-04-30,75_79,19,159,7.9
E92000001,England,nation,2022-04-30,80_84,25,202,13.9
E92000001,England,nation,2022-04-30,85_89,37,239,27.0
E92000001,England,nation,2022-04-30,90+,38,254,48.7
E92000001,England,nation,2022-04-29,00_04,0,1,0.0
E92000001,England,nation,2022-04-29,00_59,7,51,0.1
E92000001,England,nation,2022-04-29,05_09,0,1,0.0
E92000001,England,nation,2022-04-29,10_14,0,0,0.0
E92000001,England,nation,2022-04-29,15_19,0,0,0.0
E92000001,England,nation,2022-04-29,20_24,0,0,0.0
E92000001,England,nation,2022-04-29,25_29,0,2,0.1
E92000001,England,nation,2022-04-29,30_34,0,3,0.1
E92000001,England,nation,2022-04-29,35_39,0,3,0.1
E92000001,England,nation,2022-04-29,40_44,1,5,0.1
E92000001,England,nation,2022-04-29,45_49,1,6,0.2
E92000001,England,nation,2022-04-29,50_54,1,10,0.3
E92000001,England,nation,2022-04-29,55_59,4,20,0.5
E92000001,England,nation,2022-04-29,60+,144,1080,7.9
E92000001,England,nation,2022-04-29,60_64,4,34,1.1
E92000001,England,nation,2022-04-29,65_69,7,76,2.7
E92000001,England,nation,2022-04-29,70_74,14,92,3.3
E92000001,England,nation,2022-04-29,75_79,27,154,7.7
E92000001,England,nation,2022-04-29,80_84,30,214,14.8
E92000001,England,nation,2022-04-29,85_89,32,244,27.6
E92000001,England,nation,2022-04-29,90+,30,266,51.0
E92000001,England,nation,2022-04-28,00_04,0,1,0.0
E92000001,England,nation,2022-04-28,00_59,6,57,0.1
E92000001,England,nation,2022-04-28,05_09,0,1,0.0
E92000001,England,nation,2022-04-28,10_14,0,0,0.0
E92000001,England,nation,2022-04-28,15_19,0,0,0.0
E92000001,England,nation,2022-04-28,20_24,0,0,0.0
E92000001,England,nation,2022-04-28,25_29,0,2,0.1
E92000001,England,nation,2022-04-28,30_34,0,3,0.1
E92000001,England,nation,2022-04-28,35_39,1,4,0.1
E92000001,England,nation,2022-04-28,40_44,0,4,0.1
E92000001,England,nation,2022-04-28,45_49,1,5,0.1
E92000001,England,nation,2022-04-28,50_54,2,14,0.4
E92000001,England,nation,2022-04-28,55_59,2,23,0.6
E92000001,England,nation,2022-04-28,60+,163,1114,8.2
E92000001,England,nation,2022-04-28,60_64,6,33,1.0
E92000001,England,nation,2022-04-28,65_69,13,82,2.9
E92000001,England,nation,2022-04-28,70_74,22,87,3.1
E92000001,England,nation,2022-04-28,75_79,25,151,7.5
E92000001,England,nation,2022-04-28,80_84,31,216,14.9
E92000001,England,nation,2022-04-28,85_89,30,257,29.0
E92000001,England,nation,2022-04-28,90+,36,288,55.3
E92000001,England,nation,2022-04-27,00_04,0,1,0.0
E92000001,England,nation,2022-04-27,00_59,8,60,0.1
E92000001,England,nation,2022-04-27,05_09,1,1,0.0
E92000001,England,nation,2022-04-27,10_14,0,0,0.0
E92000001,England,nation,2022-04-27,15_19,0,0,0.0
E92000001,England,nation,2022-04-27,20_24,0,0,0.0
E92000001,England,nation,2022-04-27,25_29,0,2,0.1
E92000001,England,nation,2022-04-27,30_34,1,4,0.1
E92000001,England,nation,2022-04-27,35_39,1,3,0.1
E92000001,England,nation,2022-04-27,40_44,0,5,0.1
E92000001,England,nation,2022-04-27,45_49,0,6,0.2
E92000001,England,nation,2022-04-27,50_54,0,13,0.3
E92000001,England,nation,2022-04-27,55_59,5,25,0.7
E92000001,England,nation,2022-04-27,60+,152,1125,8.2
E92000001,England,nation,2022-04-27,60_64,6,31,1.0
E92000001,England,nation,2022-04-27,65_69,15,76,2.7
E92000001,England,nation,2022-04-27,70_74,9,80,2.8
E92000001,England,nation,2022-04-27,75_79,19,150,7.5
E92000001,England,nation,2022-04-27,80_84,22,224,15.5
E92000001,England,nation,2022-04-27,85_89,39,267,30.2
E92000001,England,nation,2022-04-27,90+,42,297,57.0
E92000001,England,nation,2022-04-26,00_04,0,1,0.0
E92000001,England,nation,2022-04-26,00_59,6,63,0.1
E92000001,England,nation,2022-04-26,05_09,0,0,0.0
E92000001,England,nation,2022-04-26,10_14,0,0,0.0
E92000001,England,nation,2022-04-26,15_19,0,0,0.0
E92000001,England,nation,2022-04-26,20_24,0,0,0.0
E92000001,England,nation,2022-04-26,25_29,0,3,0.1
E92000001,England,nation,2022-04-26,30_34,0,5,0.1
E92000001,England,nation,2022-04-26,35_39,1,2,0.1
E92000001,England,nation,2022-04-26,40_44,0,7,0.2
E92000001,England,nation,2022-04-26,45_49,2,7,0.2
E92000001,England,nation,2022-04-26,50_54,0,15,0.4
E92000001,England,nation,2022-04-26,55_59,3,23,0.6
E92000001,England,nation,2022-04-26,60+,147,1168,8.5
E92000001,England,nation,2022-04-26,60_64,6,28,0.9
E92000001,England,nation,2022-04-26,65_69,14,75,2.7
E92000001,England,nation,2022-04-26,70_74,13,96,3.4
E92000001,England,nation,2022-04-26,75_79,16,157,7.8
E92000001,England,nation,2022-04-26,80_84,30,237,16.4
E92000001,England,nation,2022-04-26,85_89,33,271,30.6
E92000001,England,nation,2022-04-26,90+,35,304,58.3
E92000001,England,nation,2022-04-25,00_04,0,1,0.0
E92000001,England,nation,2022-04-25,00_59,11,70,0.2
E92000001,England,nation,2022-04-25,05_09,0,0,0.0
E92000001,England,nation,2022-04-25,10_14,0,0,0.0
E92000001,England,nation,2022-04-25,15_19,0,0,0.0
E92000001,England,nation,2022-04-25,20_24,0,1,0.0
E92000001,England,nation,2022-04-25,25_29,2,3,0.1
E92000001,England,nation,2022-04-25,30_34,1,5,0.1
E92000001,England,nation,2022-04-25,35_39,0,1,0.0
E92000001,England,nation,2022-04-25,40_44,1,7,0.2
E92000001,England,nation,2022-04-25,45_49,2,7,0.2
E92000001,England,nation,2022-04-25,50_54,3,18,0.5
E92000001,England,nation,2022-04-25,55_59,2,27,0.7
E92000001,England,nation,2022-04-25,60+,153,1183,8.7
E92000001,England,nation,2022-04-25,60_64,4,26,0.8
E92000001,England,nation,2022-04-25,65_69,9,69,2.5
E92000001,England,nation,2022-04-25,70_74,7,101,3.6
E92000001,England,nation,2022-04-25,75_79,29,170,8.5
E92000001,England,nation,2022-04-25,80_84,32,231,15.9
E92000001,England,nation,2022-04-25,85_89,33,269,30.4
E92000001,England,nation,2022-04-25,90+,39,317,60.8
E92000001,England,nation,2022-04-24,00_04,1,1,0.0
E92000001,England,nation,2022-04-24,00_59,10,80,0.2
E92000001,England,nation,2022-04-24,05_09,0,0,0.0
E92000001,England,nation,2022-04-24,10_14,0,0,0.0
E92000001,England,nation,2022-04-24,15_19,0,0,0.0
E92000001,England,nation,2022-04-24,20_24,0,1,0.0
E92000001,England,nation,2022-04-24,25_29,0,2,0.1
E92000001,England,nation,2022-04-24,30_34,1,5,0.1
E92000001,England,nation,2022-04-24,35_39,0,3,0.1
E92000001,England,nation,2022-04-24,40_44,3,7,0.2
E92000001,England,nation,2022-04-24,45_49,0,10,0.3
E92000001,England,nation,2022-04-24,50_54,2,18,0.5
E92000001,England,nation,2022-04-24,55_59,3,33,0.9
E92000001,England,nation,2022-04-24,60+,148,1232,9.0
E92000001,England,nation,2022-04-24,60_64,4,27,0.8
E92000001,England,nation,2022-04-24,65_69,5,71,2.6
E92000001,England,nation,2022-04-24,70_74,14,110,3.9
E92000001,England,nation,2022-04-24,75_79,24,173,8.6
E92000001,England,nation,2022-04-24,80_84,32,252,17.4
E92000001,England,nation,2022-04-24,85_89,35,271,30.6
E92000001,England,nation,2022-04-24,90+,34,328,62.9
E92000001,England,nation,2022-04-23,00_04,0,0,0.0
E92000001,England,nation,2022-04-23,00_59,3,79,0.2
E92000001,England,nation,2022-04-23,05_09,0,0,0.0
E92000001,England,nation,2022-04-23,10_14,0,0,0.0
E92000001,England,nation,2022-04-23,15_19,0,0,0.0
E92000001,England,nation,2022-04-23,20_24,0,1,0.0
E92000001,England,nation,2022-04-23,25_29,0,2,0.1
E92000001,England,nation,2022-04-23,30_34,0,4,0.1
E92000001,England,nation,2022-04-23,35_39,0,3,0.1
E92000001,England,nation,2022-04-23,40_44,0,5,0.1
E92000001,England,nation,2022-04-23,45_49,0,11,0.3
E92000001,England,nation,2022-04-23,50_54,2,20,0.5
E92000001,England,nation,2022-04-23,55_59,1,33,0.9
E92000001,England,nation,2022-04-23,60+,173,1295,9.5
E92000001,England,nation,2022-04-23,60_64,4,30,0.9
E92000001,England,nation,2022-04-23,65_69,13,81,2.9
E92000001,England,nation,2022-04-23,70_74,13,116,4.1
E92000001,England,nation,2022-04-23,75_79,14,182,9.1
E92000001,England,nation,2022-04-23,80_84,37,255,17.6
