areaCode,areaName,areaType,date,age,rate,value
E92000001,England,nation,2020-10-08,18_to_64,118.6,40137
E92000001,England,nation,2020-10-08,85+,1932.8,26382
E92000001,England,nation,2020-10-08,6_to_17,9.1,721
E92000001,England,nation,2020-10-08,0_to_5,19.3,782
E92000001,England,nation,2020-10-08,65_to_84,580.7,51187
E92000001,England,nation,2020-10-07,18_to_64,118.0,39944
E92000001,England,nation,2020-10-07,85+,1925.3,26280
E92000001,England,nation,2020-10-07,6_to_17,9.1,716
E92000001,England,nation,2020-10-07,0_to_5,19.2,777
E92000001,England,nation,2020-10-07,65_to_84,578.4,50979
E92000001,England,nation,2020-10-06,18_to_64,117.4,39740
E92000001,England,nation,2020-10-06,85+,1919.6,26202
E92000001,England,nation,2020-10-06,6_to_17,9.0,708
E92000001,England,nation,2020-10-06,0_to_5,19.0,771
E92000001,England,nation,2020-10-06,65_to_84,576.2,50784
E92000001,England,nation,2020-10-05,18_to_64,116.9,39546
E92000001,England,nation,2020-10-05,85+,1912.1,26100
E92000001,England,nation,2020-10-05,6_to_17,8.9,705
E92000001,England,nation,2020-10-05,0_to_5,19.0,769
E92000001,England,nation,2020-10-05,65_to_84,573.6,50561
E92000001,England,nation,2020-10-04,18_to_64,116.4,39377
E92000001,England,nation,2020-10-04,85+,1906.6,26024
E92000001,England,nation,2020-10-04,6_to_17,8.9,700
E92000001,England,nation,2020-10-04,0_to_5,18.9,765
E92000001,England,nation,2020-10-04,65_to_84,571.2,50343
E92000001,England,nation,2020-10-03,18_to_64,115.8,39192
E92000001,England,nation,2020-10-03,85+,1902.4,25967
E92000001,England,nation,2020-10-03,6_to_17,8.8,694
E92000001,England,nation,2020-10-03,0_to_5,18.8,762
E92000001,England,nation,2020-10-03,65_to_84,568.6,50116
E92000001,England,nation,2020-10-02,18_to_64,115.3,39023
E92000001,England,nation,2020-10-02,85+,1898.9,25919
E92000001,England,nation,2020-10-02,6_to_17,8.8,694
E92000001,England,nation,2020-10-02,0_to_5,18.8,760
E92000001,England,nation,2020-10-02,65_to_84,566.7,49949
E92000001,England,nation,2020-10-01,18_to_64,114.9,38873
E92000001,England,nation,2020-10-01,85+,1895.0,25866
E92000001,England,nation,2020-10-01,6_to_17,8.7,690
E92000001,England,nation,2020-10-01,0_to_5,18.7,758
E92000001,England,nation,2020-10-01,65_to_84,564.8,49787
E92000001,England,nation,2020-09-30,18_to_64,114.4,38715
E92000001,England,nation,2020-09-30,85+,1891.9,25824
E92000001,England,nation,2020-09-30,6_to_17,8.7,688
E92000001,England,nation,2020-09-30,0_to_5,18.7,758
E92000001,England,nation,2020-09-30,65_to_84,563.0,49621
E92000001,England,nation,2020-09-29,18_to_64,114.0,38584
E92000001,England,nation,2020-09-29,85+,1887.6,25766
E92000001,England,nation,2020-09-29,6_to_17,8.7,685
E92000001,England,nation,2020-09-29,0_to_5,18.6,752
E92000001,England,nation,2020-09-29,65_to_84,561.5,49491
E92000001,England,nation,2020-09-28,18_to_64,113.6,38455
E92000001,England,nation,2020-09-28,85+,1883.9,25715
E92000001,England,nation,2020-09-28,6_to_17,8.7,684
E92000001,England,nation,2020-09-28,0_to_5,18.5,751
E92000001,England,nation,2020-09-28,65_to_84,560.0,49363
E92000001,England,nation,2020-09-27,18_to_64,113.2,38320
E92000001,England,nation,2020-09-27,85+,1880.6,25670
E92000001,England,nation,2020-09-27,6_to_17,8.6,681
E92000001,England,nation,2020-09-27,0_to_5,18.4,747
E92000001,England,nation,2020-09-27,65_to_84,558.7,49242
E92000001,England,nation,2020-09-26,18_to_64,112.9,38207
E92000001,England,nation,2020-09-26,85+,1878.5,25641
E92000001,England,nation,2020-09-26,6_to_17,8.6,679
E92000001,England,nation,2020-09-26,0_to_5,18.4,746
E92000001,England,nation,2020-09-26,65_to_84,557.6,49146
E92000001,England,nation,2020-09-25,18_to_64,112.6,38103
E92000001,England,nation,2020-09-25,85+,1876.1,25609
E92000001,England,nation,2020-09-25,6_to_17,8.5,674
E92000001,England,nation,2020-09-25,0_to_5,18.4,746
E92000001,England,nation,2020-09-25,65_to_84,556.4,49042
E92000001,England,nation,2020-09-24,18_to_64,112.2,37982
E92000001,England,nation,2020-09-24,85+,1873.3,25570
E92000001,England,nation,2020-09-24,6_to_17,8.5,673
E92000001,England,nation,2020-09-24,0_to_5,18.3,743
E92000001,England,nation,2020-09-24,65_to_84,555.1,48932
E92000001,England,nation,2020-09-23,18_to_64,111.8,37851
E92000001,England,nation,2020-09-23,85+,1870.6,25533
E92000001,England,nation,2020-09-23,6_to_17,8.5,671
E92000001,England,nation,2020-09-23,0_to_5,18.2,739
E92000001,England,nation,2020-09-23,65_to_84,553.9,48818
E92000001,England,nation,2020-09-22,18_to_64,111.4,37710
E92000001,England,nation,2020-09-22,85+,1867.7,25494
E92000001,England,nation,2020-09-22,6_to_17,8.4,664
E92000001,England,nation,2020-09-22,0_to_5,18.2,736
E92000001,England,nation,2020-09-22,65_to_84,552.4,48694
E92000001,England,nation,2020-09-21,18_to_64,111.1,37588
E92000001,England,nation,2020-09-21,85+,1865.4,25462
E92000001,England,nation,2020-09-21,6_to_17,8.3,659
E92000001,England,nation,2020-09-21,0_to_5,18.1,735
E92000001,England,nation,2020-09-21,65_to_84,551.2,48586
E92000001,England,nation,2020-09-20,18_to_64,110.7,37477
E92000001,England,nation,2020-09-20,85+,1862.7,25425
E92000001,England,nation,2020-09-20,6_to_17,8.3,656
E92000001,England,nation,2020-09-20,0_to_5,18.1,734
E92000001,England,nation,2020-09-20,65_to_84,549.8,48463
E92000001,England,nation,2020-09-19,18_to_64,110.4,37372
E92000001,England,nation,2020-09-19,85+,1860.3,25393
E92000001,England,nation,2020-09-19,6_to_17,8.3,653
E92000001,England,nation,2020-09-19,0_to_5,18.0,730
E92000001,England,nation,2020-09-19,65_to_84,548.8,48371
E92000001,England,nation,2020-09-18,18_to_64,110.2,37286
E92000001,England,nation,2020-09-18,85+,1858.2,25364
E92000001,England,nation,2020-09-18,6_to_17,8.3,653
E92000001,England,nation,2020-09-18,0_to_5,18.0,729
E92000001,England,nation,2020-09-18,65_to_84,547.8,48283
E92000001,England,nation,2020-09-17,18_to_64,109.9,37182
E92000001,England,nation,2020-09-17,85+,1856.2,25337
E92000001,England,nation,2020-09-17,6_to_17,8.2,652
E92000001,England,nation,2020-09-17,0_to_5,18.0,728
E92000001,England,nation,2020-09-17,65_to_84,547.0,48211
E92000001,England,nation,2020-09-16,18_to_64,109.6,37089
E92000001,England,nation,2020-09-16,85+,1854.2,25310
E92000001,England,nation,2020-09-16,6_to_17,8.2,650
E92000001,England,nation,2020-09-16,0_to_5,17.9,724
E92000001,England,nation,2020-09-16,65_to_84,546.1,48138
E92000001,England,nation,2020-09-15,18_to_64,109.4,37013
E92000001,England,nation,2020-09-15,85+,1852.0,25279
E92000001,England,nation,2020-09-15,6_to_17,8.2,648
E92000001,England,nation,2020-09-15,0_to_5,17.8,721
E92000001,England,nation,2020-09-15,65_to_84,545.3,48067
E92000001,England,nation,2020-09-14,18_to_64,109.1,36929
E92000001,England,nation,2020-09-14,85+,1850.4,25257
E92000001,England,nation,2020-09-14,6_to_17,8.2,647
E92000001,England,nation,2020-09-14,0_to_5,17.7,717
E92000001,England,nation,2020-09-14,65_to_84,544.4,47984
E92000001,England,nation,2020-09-13,18_to_64,108.9,36857
E92000001,England,nation,2020-09-13,85+,1848.5,25232
E92000001,England,nation,2020-09-13,6_to_17,8.1,644
E92000001,England,nation,2020-09-13,0_to_5,17.7,715
E92000001,England,nation,2020-09-13,65_to_84,543.6,47915
E92000001,England,nation,2020-09-12,18_to_64,108.7,36797
E92000001,England,nation,2020-09-12,85+,1847.2,25214
E92000001,England,nation,2020-09-12,6_to_17,8.1,643
E92000001,England,nation,2020-09-12,0_to_5,17.6,714
E92000001,England,nation,2020-09-12,65_to_84,542.8,47842
E92000001,England,nation,2020-09-11,18_to_64,108.6,36749
E92000001,England,nation,2020-09-11,85+,1845.1,25185
E92000001,England,nation,2020-09-11,6_to_17,8.1,643
E92000001,England,nation,2020-09-11,0_to_5,17.6,711
E92000001,England,nation,2020-09-11,65_to_84,542.1,47779
E92000001,England,nation,2020-09-10,18_to_64,108.4,36683
E92000001,England,nation,2020-09-10,85+,1843.5,25164
E92000001,England,nation,2020-09-10,6_to_17,8.1,642
E92000001,England,nation,2020-09-10,0_to_5,17.5,709
E92000001,England,nation,2020-09-10,65_to_84,541.6,47734
E92000001,England,nation,2020-09-09,18_to_64,108.2,36620
E92000001,England,nation,2020-09-09,85+,1842.0,25143
E92000001,England,nation,2020-09-09,6_to_17,8.1,640
E92000001,England,nation,2020-09-09,0_to_5,17.5,707
E92000001,England,nation,2020-09-09,65_to_84,540.9,47679
E92000001,England,nation,2020-09-08,18_to_64,108.0,36561
E92000001,England,nation,2020-09-08,85+,1840.3,25120
E92000001,England,nation,2020-09-08,6_to_17,8.1,638
E92000001,England,nation,2020-09-08,0_to_5,17.4,705
E92000001,England,nation,2020-09-08,65_to_84,540.4,47628
E92000001,England,nation,2020-09-07,18_to_64,107.9,36512
E92000001,England,nation,2020-09-07,85+,1839.5,25109
E92000001,England,nation,2020-09-07,6_to_17,8.0,636
E92000001,England,nation,2020-09-07,0_to_5,17.4,703
E92000001,England,nation,2020-09-07,65_to_84,539.9,47592
E92000001,England,nation,2020-09-06,18_to_64,107.8,36470
E92000001,England,nation,2020-09-06,85+,1838.8,25099
E92000001,England,nation,2020-09-06,6_to_17,8.0,635
E92000001,England,nation,2020-09-06,0_to_5,17.3,702
E92000001,England,nation,2020-09-06,65_to_84,539.6,47562
E92000001,England,nation,2020-09-05,18_to_64,107.7,36433
E92000001,England,nation,2020-09-05,85+,1838.0,25088
E92000001,England,nation,2020-09-05,6_to_17,8.0,633
E92000001,England,nation,2020-09-05,0_to_5,17.3,701
E92000001,England,nation,2020-09-05,65_to_84,539.2,47528
E92000001,England,nation,2020-09-04,18_to_64,107.5,36396
E92000001,England,nation,2020-09-04,85+,1836.6,25069
E92000001,England,nation,2020-09-04,6_to_17,8.0,632
E92000001,England,nation,2020-09-04,0_to_5,17.3,701
E92000001,England,nation,2020-09-04,65_to_84,538.8,47491
E92000001,England,nation,2020-09-03,18_to_64,107.5,36369
E92000001,England,nation,2020-09-03,85+,1835.9,25059
E92000001,England,nation,2020-09-03,6_to_17,7.9,628
E92000001,England,nation,2020-09-03,0_to_5,17.3,701
E92000001,England,nation,2020-09-03,65_to_84,538.5,47465
E92000001,England,nation,2020-09-02,18_to_64,107.4,36336
E92000001,England,nation,2020-09-02,85+,1835.4,25053
E92000001,England,nation,2020-09-02,6_to_17,7.9,625
E92000001,England,nation,2020-09-02,0_to_5,17.3,699
E92000001,England,nation,2020-09-02,65_to_84,538.2,47440
E92000001,England,nation,2020-09-01,18_to_64,107.3,36299
E92000001,England,nation,2020-09-01,85+,1834.4,25039
E92000001,England,nation,2020-09-01,6_to_17,7.9,625
E92000001,England,nation,2020-09-01,0_to_5,17.3,699
E92000001,England,nation,2020-09-01,65_to_84,537.9,47412
E92000001,England,nation,2020-08-31,18_to_64,107.2,36278
E92000001,England,nation,2020-08-31,85+,1833.7,25029
E92000001,England,nation,2020-08-31,6_to_17,7.9,625
E92000001,England,nation,2020-08-31,0_to_5,17.3,699
E92000001,England,nation,2020-08-31,65_to_84,537.6,47385
E92000001,England,nation,2020-08-30,18_to_64,107.1,36259
E92000001,England,nation,2020-08-30,85+,1833.0,25020
E92000001,England,nation,2020-08-30,6_to_17,7.9,624
E92000001,England,nation,2020-08-30,0_to_5,17.2,697
E92000001,England,nation,2020-08-30,65_to_84,537.4,47364
E92000001,England,nation,2020-08-29,18_to_64,107.1,36250
E92000001,England,nation,2020-08-29,85+,1832.3,25010
E92000001,England,nation,2020-08-29,6_to_17,7.9,622
E92000001,England,nation,2020-08-29,0_to_5,17.1,694
E92000001,England,nation,2020-08-29,65_to_84,537.2,47350
E92000001,England,nation,2020-08-28,18_to_64,107.0,36223
E92000001,England,nation,2020-08-28,85+,1831.6,25001
E92000001,England,nation,2020-08-28,6_to_17,7.9,621
E92000001,England,nation,2020-08-28,0_to_5,17.1,692
E92000001,England,nation,2020-08-28,65_to_84,537.0,47337
E92000001,England,nation,2020-08-27,18_to_64,107.0,36201
E92000001,England,nation,2020-08-27,85+,1831.0,24993
E92000001,England,nation,2020-08-27,6_to_17,7.9,621
E92000001,England,nation,2020-08-27,0_to_5,17.0,688
E92000001,England,nation,2020-08-27,65_to_84,536.9,47327
E92000001,England,nation,2020-08-26,18_to_64,106.9,36176
E92000001,England,nation,2020-08-26,85+,1830.0,24979
E92000001,England,nation,2020-08-26,6_to_17,7.9,621
E92000001,England,nation,2020-08-26,0_to_5,16.9,686
E92000001,England,nation,2020-08-26,65_to_84,536.6,47299
E92000001,England,nation,2020-08-25,18_to_64,106.8,36147
E92000001,England,nation,2020-08-25,85+,1829.4,24971
E92000001,England,nation,2020-08-25,6_to_17,7.8,620
E92000001,England,nation,2020-08-25,0_to_5,16.9,684
E92000001,England,nation,2020-08-25,65_to_84,536.5,47287
E92000001,England,nation,2020-08-24,18_to_64,106.7,36115
E92000001,England,nation,2020-08-24,85+,1829.0,24966
E92000001,England,nation,2020-08-24,6_to_17,7.8,620
E92000001,England,nation,2020-08-24,0_to_5,16.9,684
E92000001,England,nation,2020-08-24,65_to_84,536.2,47264
E92000001,England,nation,2020-08-23,18_to_64,106.7,36099
E92000001,England,nation,2020-08-23,85+,1828.5,24958
E92000001,England,nation,2020-08-23,6_to_17,7.8,620
E92000001,England,nation,2020-08-23,0_to_5,16.9,683
E92000001,England,nation,2020-08-23,65_to_84,536.0,47248
E92000001,England,nation,2020-08-22,18_to_64,106.6,36066
E92000001,England,nation,2020-08-22,85+,1828.4,24957
E92000001,England,nation,2020-08-22,6_to_17,7.8,620
E92000001,England,nation,2020-08-22,0_to_5,16.8,682
E92000001,England,nation,2020-08-22,65_to_84,535.9,47239
E92000001,England,nation,2020-08-21,18_to_64,106.5,36055
E92000001,England,nation,2020-08-21,85+,1828.0,24952
E92000001,England,nation,2020-08-21,6_to_17,7.8,620
E92000001,England,nation,2020-08-21,0_to_5,16.8,681
E92000001,England,nation,2020-08-21,65_to_84,535.8,47231
E92000001,England,nation,2020-08-20,18_to_64,106.5,36037
E92000001,England,nation,2020-08-20,85+,1827.4,24944
E92000001,England,nation,2020-08-20,6_to_17,7.8,620
E92000001,England,nation,2020-08-20,0_to_5,16.8,680
E92000001,England,nation,2020-08-20,65_to_84,535.6,47209
E92000001,England,nation,2020-08-19,18_to_64,106.4,36014
E92000001,England,nation,2020-08-19,85+,1827.0,24938
E92000001,England,nation,2020-08-19,6_to_17,7.8,618
E92000001,England,nation,2020-08-19,0_to_5,16.8,680
E92000001,England,nation,2020-08-19,65_to_84,535.4,47195
E92000001,England,nation,2020-08-18,18_to_64,106.3,35973
E92000001,England,nation,2020-08-18,85+,1826.5,24932
E92000001,England,nation,2020-08-18,6_to_17,7.8,618
E92000001,England,nation,2020-08-18,0_to_5,16.8,679
E92000001,England,nation,2020-08-18,65_to_84,535.3,47185
E92000001,England,nation,2020-08-17,18_to_64,106.2,35947
E92000001,England,nation,2020-08-17,85+,1826.0,24925
E92000001,England,nation,2020-08-17,6_to_17,7.8,617
E92000001,England,nation,2020-08-17,0_to_5,16.8,679
E92000001,England,nation,2020-08-17,65_to_84,535.1,47163
E92000001,England,nation,2020-08-16,18_to_64,106.2,35925
E92000001,England,nation,2020-08-16,85+,1825.5,24917
E92000001,England,nation,2020-08-16,6_to_17,7.8,616
E92000001,England,nation,2020-08-16,0_to_5,16.8,679
E92000001,England,nation,2020-08-16,65_to_84,534.9,47148
E92000001,England,nation,2020-08-15,18_to_64,106.1,35903
E92000001,England,nation,2020-08-15,85+,1825.1,24912
E92000001,England,nation,2020-08-15,6_to_17,7.8,615
E92000001,England,nation,2020-08-15,0_to_5,16.8,679
E92000001,England,nation,2020-08-15,65_to_84,534.8,47137
E92000001,England,nation,2020-08-14,18_to_64,106.0,35881
E92000001,England,nation,2020-08-14,85+,1824.6,24905
E92000001,England,nation,2020-08-14,6_to_17,7.8,613
E92000001,England,nation,2020-08-14,0_to_5,16.8,679
E92000001,England,nation,2020-08-14,65_to_84,534.7,47130
E92000001,England,nation,2020-08-13,18_to_64,106.0,35857
E92000001,England,nation,2020-08-13,85+,1824.1,24899
E92000001,England,nation,2020-08-13,6_to_17,7.7,612
E92000001,England,nation,2020-08-13,0_to_5,16.7,677
E92000001,England,nation,2020-08-13,65_to_84,534.5,47108
E92000001,England,nation,2020-08-12,18_to_64,105.9,35834
E92000001,England,nation,2020-08-12,85+,1823.5,24890
E92000001,England,nation,2020-08-12,6_to_17,7.7,611
E92000001,England,nation,2020-08-12,0_to_5,16.7,676
E92000001,England,nation,2020-08-12,65_to_84,534.2,47082
E92000001,England,nation,2020-08-11,18_to_64,105.8,35809
E92000001,England,nation,2020-08-11,85+,1823.0,24884
E92000001,England,nation,2020-08-11,6_to_17,7.7,611
E92000001,England,nation,2020-08-11,0_to_5,16.6,674
E92000001,England,nation,2020-08-11,65_to_84,534.0,47064
E92000001,England,nation,2020-08-10,18_to_64,105.7,35782
E92000001,England,nation,2020-08-10,85+,1822.3,24874
E92000001,England,nation,2020-08-10,6_to_17,7.7,608
E92000001,England,nation,2020-08-10,0_to_5,16.5,670
E92000001,England,nation,2020-08-10,65_to_84,533.7,47045
E92000001,England,nation,2020-08-09,18_to_64,105.7,35766
E92000001,England,nation,2020-08-09,85+,1821.6,24865
E92000001,England,nation,2020-08-09,6_to_17,7.7,608
E92000001,England,nation,2020-08-09,0_to_5,16.5,670
E92000001,England,nation,2020-08-09,65_to_84,533.5,47020
E92000001,England,nation,2020-08-08,18_to_64,105.6,35747
E92000001,England,nation,2020-08-08,85+,1820.6,24851
E92000001,England,nation,2020-08-08,6_to_17,7.7,608
E92000001,England,nation,2020-08-08,0_to_5,16.5,670
E92000001,England,nation,2020-08-08,65_to_84,533.2,47000
E92000001,England,nation,2020-08-07,18_to_64,105.6,35727
E92000001,England,nation,2020-08-07,85+,1819.8,24840
E92000001,England,nation,2020-08-07,6_to_17,7.7,607
E92000001,England,nation,2020-08-07,0_to_5,16.5,669
E92000001,England,nation,2020-08-07,65_to_84,533.0,46977
E92000001,England,nation,2020-08-06,18_to_64,105.5,35708
E92000001,England,nation,2020-08-06,85+,1819.1,24830
E92000001,England,nation,2020-08-06,6_to_17,7.7,606
E92000001,England,nation,2020-08-06,0_to_5,16.5,668
E92000001,England,nation,2020-08-06,65_to_84,532.6,46948
E92000001,England,nation,2020-08-05,18_to_64,105.4,35686
E92000001,England,nation,2020-08-05,85+,1818.6,24823
E92000001,England,nation,2020-08-05,6_to_17,7.7,605
E92000001,England,nation,2020-08-05,0_to_5,16.4,666
E92000001,England,nation,2020-08-05,65_to_84,532.4,46928
E92000001,England,nation,2020-08-04,18_to_64,105.4,35659
E92000001,England,nation,2020-08-04,85+,1817.8,24812
E92000001,England,nation,2020-08-04,6_to_17,7.6,604
E92000001,England,nation,2020-08-04,0_to_5,16.4,665
E92000001,England,nation,2020-08-04,65_to_84,532.2,46908
E92000001,England,nation,2020-08-03,18_to_64,105.3,35637
E92000001,England,nation,2020-08-03,85+,1817.1,24803
E92000001,England,nation,2020-08-03,6_to_17,7.6,602
E92000001,England,nation,2020-08-03,0_to_5,16.4,664
E92000001,England,nation,2020-08-03,65_to_84,531.9,46884
E92000001,England,nation,2020-08-02,18_to_64,105.2,35618
E92000001,England,nation,2020-08-02,85+,1815.9,24786
E92000001,England,nation,2020-08-02,6_to_17,7.6,601
E92000001,England,nation,2020-08-02,0_to_5,16.3,661
E92000001,England,nation,2020-08-02,65_to_84,531.5,46850
E92000001,England,nation,2020-08-01,18_to_64,105.2,35601
E92000001,England,nation,2020-08-01,85+,1815.2,24777
E92000001,England,nation,2020-08-01,6_to_17,7.6,600
E92000001,England,nation,2020-08-01,0_to_5,16.3,661
E92000001,England,nation,2020-08-01,65_to_84,531.2,46820
E92000001,England,nation,2020-07-31,18_to_64,105.1,35582
E92000001,England,nation,2020-07-31,85+,1814.6,24769
E92000001,England,nation,2020-07-31,6_to_17,7.6,599
E92000001,England,nation,2020-07-31,0_to_5,16.3,661
E92000001,England,nation,2020-07-31,65_to_84,530.9,46798
E92000001,England,nation,2020-07-30,18_to_64,105.1,35559
E92000001,England,nation,2020-07-30,85+,1813.6,24755
E92000001,England,nation,2020-07-30,6_to_17,7.6,598
E92000001,England,nation,2020-07-30,0_to_5,16.3,661
E92000001,England,nation,2020-07-30,65_to_84,530.7,46781
E92000001,England,nation,2020-07-29,18_to_64,105.0,35534
E92000001,England,nation,2020-07-29,85+,1812.5,24740
E92000001,England,nation,2020-07-29,6_to_17,7.6,598
E92000001,England,nation,2020-07-29,0_to_5,16.3,661
E92000001,England,nation,2020-07-29,65_to_84,530.3,46746
E92000001,England,nation,2020-07-28,18_to_64,104.9,35509
E92000001,England,nation,2020-07-28,85+,1812.0,24733
E92000001,England,nation,2020-07-28,6_to_17,7.6,598
E92000001,England,nation,2020-07-28,0_to_5,16.3,661
E92000001,England,nation,2020-07-28,65_to_84,530.0,46718
E92000001,England,nation,2020-07-27,18_to_64,104.8,35481
E92000001,England,nation,2020-07-27,85+,1811.3,24724
E92000001,England,nation,2020-07-27,6_to_17,7.6,597
E92000001,England,nation,2020-07-27,0_to_5,16.3,661
E92000001,England,nation,2020-07-27,65_to_84,529.7,46687
E92000001,England,nation,2020-07-26,18_to_64,104.7,35446
E92000001,England,nation,2020-07-26,85+,1810.4,24711
E92000001,England,nation,2020-07-26,6_to_17,7.6,597
E92000001,England,nation,2020-07-26,0_to_5,16.3,659
E92000001,England,nation,2020-07-26,65_to_84,529.3,46655
E92000001,England,nation,2020-07-25,18_to_64,104.6,35417
E92000001,England,nation,2020-07-25,85+,1809.2,24695
E92000001,England,nation,2020-07-25,6_to_17,7.6,597
E92000001,England,nation,2020-07-25,0_to_5,16.2,658
E92000001,England,nation,2020-07-25,65_to_84,529.1,46637
E92000001,England,nation,2020-07-24,18_to_64,104.6,35391
E92000001,England,nation,2020-07-24,85+,1808.2,24682
E92000001,England,nation,2020-07-24,6_to_17,7.6,597
E92000001,England,nation,2020-07-24,0_to_5,16.2,657
E92000001,England,nation,2020-07-24,65_to_84,528.8,46613
E92000001,England,nation,2020-07-23,18_to_64,104.5,35359
E92000001,England,nation,2020-07-23,85+,1806.7,24661
E92000001,England,nation,2020-07-23,6_to_17,7.5,596
E92000001,England,nation,2020-07-23,0_to_5,16.2,656
E92000001,England,nation,2020-07-23,65_to_84,528.4,46575
E92000001,England,nation,2020-07-22,18_to_64,104.4,35326
E92000001,England,nation,2020-07-22,85+,1804.9,24637
E92000001,England,nation,2020-07-22,6_to_17,7.5,596
E92000001,England,nation,2020-07-22,0_to_5,16.2,655
E92000001,England,nation,2020-07-22,65_to_84,527.8,46524
E92000001,England,nation,2020-07-21,18_to_64,104.3,35296
E92000001,England,nation,2020-07-21,85+,1803.8,24621
E92000001,England,nation,2020-07-21,6_to_17,7.5,596
E92000001,England,nation,2020-07-21,0_to_5,16.1,653
E92000001,England,nation,2020-07-21,65_to_84,527.4,46490
E92000001,England,nation,2020-07-20,18_to_64,104.2,35265
E92000001,England,nation,2020-07-20,85+,1802.4,24603
E92000001,England,nation,2020-07-20,6_to_17,7.5,596
E92000001,England,nation,2020-07-20,0_to_5,16.1,653
E92000001,England,nation,2020-07-20,65_to_84,527.1,46460
E92000001,England,nation,2020-07-19,18_to_64,104.1,35227
E92000001,England,nation,2020-07-19,85+,1801.2,24586
E92000001,England,nation,2020-07-19,6_to_17,7.5,595
E92000001,England,nation,2020-07-19,0_to_5,16.1,651
E92000001,England,nation,2020-07-19,65_to_84,526.8,46432
E92000001,England,nation,2020-07-18,18_to_64,104.0,35190
E92000001,England,nation,2020-07-18,85+,1800.2,24572
E92000001,England,nation,2020-07-18,6_to_17,7.5,594
E92000001,England,nation,2020-07-18,0_to_5,16.0,650
E92000001,England,nation,2020-07-18,65_to_84,526.6,46413
E92000001,England,nation,2020-07-17,18_to_64,103.9,35169
E92000001,England,nation,2020-07-17,85+,1799.7,24566
E92000001,England,nation,2020-07-17,6_to_17,7.5,593
E92000001,England,nation,2020-07-17,0_to_5,16.0,647
E92000001,England,nation,2020-07-17,65_to_84,526.4,46396
E92000001,England,nation,2020-07-16,18_to_64,103.8,35144
E92000001,England,nation,2020-07-16,85+,1798.3,24547
E92000001,England,nation,2020-07-16,6_to_17,7.5,591
E92000001,England,nation,2020-07-16,0_to_5,16.0,646
E92000001,England,nation,2020-07-16,65_to_84,526.0,46360
E92000001,England,nation,2020-07-15,18_to_64,103.7,35106
E92000001,England,nation,2020-07-15,85+,1797.2,24531
E92000001,England,nation,2020-07-15,6_to_17,7.5,589
E92000001,England,nation,2020-07-15,0_to_5,15.9,643
E92000001,England,nation,2020-07-15,65_to_84,525.3,46305
E92000001,England,nation,2020-07-14,18_to_64,103.6,35070
E92000001,England,nation,2020-07-14,85+,1795.0,24502
E92000001,England,nation,2020-07-14,6_to_17,7.4,583
E92000001,England,nation,2020-07-14,0_to_5,15.9,643
E92000001,England,nation,2020-07-14,65_to_84,524.8,46260
E92000001,England,nation,2020-07-13,18_to_64,103.5,35024
E92000001,England,nation,2020-07-13,85+,1793.1,24476
E92000001,England,nation,2020-07-13,6_to_17,7.4,582
E92000001,England,nation,2020-07-13,0_to_5,15.9,642
E92000001,England,nation,2020-07-13,65_to_84,524.3,46212
E92000001,England,nation,2020-07-12,18_to_64,103.4,34979
E92000001,England,nation,2020-07-12,85+,1791.0,24447
E92000001,England,nation,2020-07-12,6_to_17,7.3,579
E92000001,England,nation,2020-07-12,0_to_5,15.8,638
E92000001,England,nation,2020-07-12,65_to_84,523.7,46156
E92000001,England,nation,2020-07-11,18_to_64,103.3,34951
E92000001,England,nation,2020-07-11,85+,1790.4,24438
E92000001,England,nation,2020-07-11,6_to_17,7.3,578
E92000001,England,nation,2020-07-11,0_to_5,15.6,633
E92000001,England,nation,2020-07-11,65_to_84,523.3,46127
E92000001,England,nation,2020-07-10,18_to_64,103.2,34920
E92000001,England,nation,2020-07-10,85+,1788.9,24418
E92000001,England,nation,2020-07-10,6_to_17,7.3,576
E92000001,England,nation,2020-07-10,0_to_5,15.6,631
E92000001,England,nation,2020-07-10,65_to_84,522.8,46085
E92000001,England,nation,2020-07-09,18_to_64,103.1,34880
E92000001,England,nation,2020-07-09,85+,1787.1,24393
E92000001,England,nation,2020-07-09,6_to_17,7.3,575
E92000001,England,nation,2020-07-09,0_to_5,15.6,630
E92000001,England,nation,2020-07-09,65_to_84,522.4,46048
E92000001,England,nation,2020-07-08,18_to_64,102.9,34831
E92000001,England,nation,2020-07-08,85+,1785.1,24366
E92000001,England,nation,2020-07-08,6_to_17,7.2,573
E92000001,England,nation,2020-07-08,0_to_5,15.5,628
E92000001,England,nation,2020-07-08,65_to_84,521.8,45992
E92000001,England,nation,2020-07-07,18_to_64,102.8,34782
E92000001,England,nation,2020-07-07,85+,1782.9,24336
E92000001,England,nation,2020-07-07,6_to_17,7.2,572
E92000001,England,nation,2020-07-07,0_to_5,15.4,625
E92000001,England,nation,2020-07-07,65_to_84,521.1,45934
E92000001,England,nation,2020-07-06,18_to_64,102.6,34721
E92000001,England,nation,2020-07-06,85+,1780.4,24302
E92000001,England,nation,2020-07-06,6_to_17,7.2,571
E92000001,England,nation,2020-07-06,0_to_5,15.4,625
E92000001,England,nation,2020-07-06,65_to_84,520.5,45882
E92000001,England,nation,2020-07-05,18_to_64,102.4,34662
E92000001,England,nation,2020-07-05,85+,1777.4,24261
E92000001,England,nation,2020-07-05,6_to_17,7.2,570
